X	Y	top	
2375.0	6875.0	38.0	
2625.0	6875.0	37.0	
2875.0	6875.0	37.0	
3125.0	6875.0	37.0	
3375.0	6875.0	37.0	
3625.0	6875.0	37.0	
3875.0	6875.0	36.0	
4125.0	6875.0	37.0	
4375.0	6875.0	37.0	
4625.0	6875.0	37.0	
4875.0	6875.0	37.0	
125.0	6625.0	42.0	
375.0	6625.0	42.0	
625.0	6625.0	42.0	
875.0	6625.0	42.0	
1125.0	6625.0	37.0	
1375.0	6625.0	37.0	
1625.0	6625.0	37.0	
1875.0	6625.0	37.0	
2125.0	6625.0	38.0	
2375.0	6625.0	37.0	
2625.0	6625.0	37.0	
2875.0	6625.0	37.0	
3125.0	6625.0	37.0	
3375.0	6625.0	37.0	
3625.0	6625.0	37.0	
3875.0	6625.0	36.0	
4125.0	6625.0	37.0	
4375.0	6625.0	37.0	
4625.0	6625.0	37.0	
4875.0	6625.0	37.0	
125.0	6375.0	42.0	
375.0	6375.0	42.0	
625.0	6375.0	42.0	
875.0	6375.0	42.0	
1125.0	6375.0	37.0	
1375.0	6375.0	37.0	
1625.0	6375.0	37.0	
1875.0	6375.0	37.0	
2125.0	6375.0	37.0	
2375.0	6375.0	37.0	
2625.0	6375.0	37.0	
2875.0	6375.0	37.0	
3125.0	6375.0	37.0	
3375.0	6375.0	37.0	
3625.0	6375.0	37.0	
3875.0	6375.0	36.0	
4125.0	6375.0	37.0	
4375.0	6375.0	37.0	
4625.0	6375.0	37.0	
4875.0	6375.0	37.0	
125.0	6125.0	42.0	
375.0	6125.0	42.0	
625.0	6125.0	42.0	
875.0	6125.0	42.0	
1125.0	6125.0	37.0	
1375.0	6125.0	37.0	
1625.0	6125.0	37.0	
1875.0	6125.0	37.0	
2125.0	6125.0	37.0	
2375.0	6125.0	37.0	
2625.0	6125.0	37.0	
2875.0	6125.0	37.0	
3125.0	6125.0	37.0	
3375.0	6125.0	37.0	
3625.0	6125.0	37.0	
3875.0	6125.0	36.0	
4125.0	6125.0	37.0	
4375.0	6125.0	37.0	
4625.0	6125.0	37.0	
4875.0	6125.0	37.0	
125.0	5875.0	42.0	
375.0	5875.0	42.0	
625.0	5875.0	42.0	
875.0	5875.0	42.0	
1125.0	5875.0	37.0	
1375.0	5875.0	37.0	
1625.0	5875.0	37.0	
1875.0	5875.0	37.0	
2125.0	5875.0	37.0	
2375.0	5875.0	37.0	
2625.0	5875.0	37.0	
2875.0	5875.0	37.0	
3125.0	5875.0	37.0	
3375.0	5875.0	37.0	
3625.0	5875.0	37.0	
3875.0	5875.0	36.0	
4125.0	5875.0	37.0	
4375.0	5875.0	37.0	
4625.0	5875.0	37.0	
4875.0	5875.0	37.0	
125.0	5625.0	41.0	
375.0	5625.0	41.0	
625.0	5625.0	41.0	
875.0	5625.0	41.0	
1125.0	5625.0	37.0	
1375.0	5625.0	37.0	
1625.0	5625.0	37.0	
1875.0	5625.0	37.0	
2125.0	5625.0	37.0	
2375.0	5625.0	37.0	
2625.0	5625.0	37.0	
2875.0	5625.0	37.0	
3125.0	5625.0	37.0	
3375.0	5625.0	37.0	
3625.0	5625.0	37.0	
3875.0	5625.0	36.0	
4125.0	5625.0	37.0	
4375.0	5625.0	37.0	
4625.0	5625.0	37.0	
4875.0	5625.0	37.0	
125.0	5375.0	41.0	
375.0	5375.0	41.0	
625.0	5375.0	41.0	
875.0	5375.0	41.0	
1125.0	5375.0	37.0	
1375.0	5375.0	37.0	
1625.0	5375.0	37.0	
1875.0	5375.0	37.0	
2125.0	5375.0	37.0	
2375.0	5375.0	37.0	
2625.0	5375.0	37.0	
2875.0	5375.0	37.0	
3125.0	5375.0	37.0	
3375.0	5375.0	37.0	
3625.0	5375.0	37.0	
3875.0	5375.0	36.0	
4125.0	5375.0	37.0	
4375.0	5375.0	37.0	
4625.0	5375.0	37.0	
4875.0	5375.0	37.0	
125.0	5125.0	41.0	
375.0	5125.0	41.0	
625.0	5125.0	41.0	
875.0	5125.0	41.0	
1125.0	5125.0	37.0	
1375.0	5125.0	37.0	
1625.0	5125.0	37.0	
1875.0	5125.0	37.0	
2125.0	5125.0	37.0	
2375.0	5125.0	37.0	
2625.0	5125.0	37.0	
2875.0	5125.0	37.0	
3125.0	5125.0	37.0	
3375.0	5125.0	37.0	
3625.0	5125.0	36.0	
3875.0	5125.0	36.0	
4125.0	5125.0	36.0	
4375.0	5125.0	37.0	
4625.0	5125.0	37.0	
4875.0	5125.0	37.0	
125.0	4875.0	41.0	
375.0	4875.0	41.0	
625.0	4875.0	41.0	
875.0	4875.0	41.0	
1125.0	4875.0	37.0	
1375.0	4875.0	37.0	
1625.0	4875.0	37.0	
1875.0	4875.0	37.0	
2125.0	4875.0	37.0	
2375.0	4875.0	37.0	
2625.0	4875.0	37.0	
2875.0	4875.0	37.0	
3125.0	4875.0	37.0	
3375.0	4875.0	37.0	
3625.0	4875.0	36.0	
3875.0	4875.0	36.0	
4125.0	4875.0	36.0	
4375.0	4875.0	37.0	
4625.0	4875.0	37.0	
4875.0	4875.0	37.0	
125.0	4625.0	40.0	
375.0	4625.0	40.0	
625.0	4625.0	40.0	
875.0	4625.0	40.0	
1125.0	4625.0	37.0	
1375.0	4625.0	37.0	
1625.0	4625.0	38.0	
1875.0	4625.0	38.0	
2125.0	4625.0	37.0	
2375.0	4625.0	37.0	
2625.0	4625.0	37.0	
2875.0	4625.0	37.0	
3125.0	4625.0	37.0	
3375.0	4625.0	37.0	
3625.0	4625.0	36.0	
3875.0	4625.0	36.0	
4125.0	4625.0	36.0	
4375.0	4625.0	37.0	
4625.0	4625.0	37.0	
4875.0	4625.0	37.0	
125.0	4375.0	40.0	
375.0	4375.0	40.0	
625.0	4375.0	40.0	
875.0	4375.0	40.0	
1125.0	4375.0	39.0	
1375.0	4375.0	37.0	
1625.0	4375.0	38.0	
1875.0	4375.0	38.0	
2125.0	4375.0	37.0	
2375.0	4375.0	37.0	
2625.0	4375.0	37.0	
2875.0	4375.0	37.0	
3125.0	4375.0	37.0	
3375.0	4375.0	37.0	
3625.0	4375.0	36.0	
3875.0	4375.0	36.0	
4125.0	4375.0	36.0	
4375.0	4375.0	37.0	
4625.0	4375.0	37.0	
4875.0	4375.0	37.0	
125.0	4125.0	40.0	
375.0	4125.0	40.0	
625.0	4125.0	39.0	
875.0	4125.0	39.0	
1125.0	4125.0	39.0	
1375.0	4125.0	38.0	
1625.0	4125.0	38.0	
1875.0	4125.0	38.0	
2125.0	4125.0	37.0	
2375.0	4125.0	37.0	
2625.0	4125.0	37.0	
2875.0	4125.0	37.0	
3125.0	4125.0	37.0	
3375.0	4125.0	37.0	
3625.0	4125.0	37.0	
3875.0	4125.0	36.0	
4125.0	4125.0	36.0	
4375.0	4125.0	37.0	
4625.0	4125.0	37.0	
4875.0	4125.0	37.0	
125.0	3875.0	39.0	
375.0	3875.0	39.0	
625.0	3875.0	39.0	
875.0	3875.0	39.0	
1125.0	3875.0	39.0	
1375.0	3875.0	38.0	
1625.0	3875.0	38.0	
1875.0	3875.0	38.0	
2125.0	3875.0	37.0	
2375.0	3875.0	37.0	
2625.0	3875.0	37.0	
2875.0	3875.0	37.0	
3125.0	3875.0	37.0	
3375.0	3875.0	37.0	
3625.0	3875.0	36.0	
3875.0	3875.0	36.0	
4125.0	3875.0	36.0	
4375.0	3875.0	37.0	
4625.0	3875.0	37.0	
4875.0	3875.0	37.0	
125.0	3625.0	39.0	
375.0	3625.0	39.0	
625.0	3625.0	39.0	
875.0	3625.0	39.0	
1125.0	3625.0	38.0	
1375.0	3625.0	38.0	
1625.0	3625.0	38.0	
1875.0	3625.0	38.0	
2125.0	3625.0	37.0	
2375.0	3625.0	37.0	
2625.0	3625.0	37.0	
2875.0	3625.0	37.0	
3125.0	3625.0	37.0	
3375.0	3625.0	37.0	
3625.0	3625.0	36.0	
3875.0	3625.0	36.0	
4125.0	3625.0	36.0	
4375.0	3625.0	36.0	
4625.0	3625.0	37.0	
4875.0	3625.0	37.0	
125.0	3375.0	39.0	
375.0	3375.0	39.0	
625.0	3375.0	39.0	
875.0	3375.0	38.0	
1125.0	3375.0	38.0	
1375.0	3375.0	38.0	
1625.0	3375.0	38.0	
1875.0	3375.0	37.0	
2125.0	3375.0	37.0	
2375.0	3375.0	37.0	
2625.0	3375.0	37.0	
2875.0	3375.0	37.0	
3125.0	3375.0	37.0	
3375.0	3375.0	37.0	
3625.0	3375.0	36.0	
3875.0	3375.0	36.0	
4125.0	3375.0	36.0	
4375.0	3375.0	36.0	
4625.0	3375.0	37.0	
4875.0	3375.0	37.0	
125.0	3125.0	39.0	
375.0	3125.0	39.0	
625.0	3125.0	38.0	
875.0	3125.0	38.0	
1125.0	3125.0	38.0	
1375.0	3125.0	38.0	
1625.0	3125.0	38.0	
1875.0	3125.0	37.0	
2125.0	3125.0	37.0	
2375.0	3125.0	37.0	
2625.0	3125.0	37.0	
2875.0	3125.0	37.0	
3125.0	3125.0	37.0	
3375.0	3125.0	37.0	
3625.0	3125.0	36.0	
3875.0	3125.0	36.0	
4125.0	3125.0	36.0	
4375.0	3125.0	36.0	
4625.0	3125.0	36.0	
4875.0	3125.0	37.0	
125.0	2875.0	38.0	
375.0	2875.0	38.0	
625.0	2875.0	38.0	
875.0	2875.0	38.0	
1125.0	2875.0	38.0	
1375.0	2875.0	38.0	
1625.0	2875.0	37.0	
1875.0	2875.0	37.0	
2125.0	2875.0	37.0	
2375.0	2875.0	37.0	
2625.0	2875.0	37.0	
2875.0	2875.0	37.0	
3125.0	2875.0	37.0	
3375.0	2875.0	36.0	
3625.0	2875.0	36.0	
3875.0	2875.0	36.0	
4125.0	2875.0	36.0	
4375.0	2875.0	36.0	
4625.0	2875.0	36.0	
4875.0	2875.0	36.0	
125.0	2625.0	38.0	
375.0	2625.0	38.0	
625.0	2625.0	38.0	
875.0	2625.0	38.0	
1125.0	2625.0	38.0	
1375.0	2625.0	37.0	
1625.0	2625.0	37.0	
1875.0	2625.0	37.0	
2125.0	2625.0	37.0	
2375.0	2625.0	37.0	
2625.0	2625.0	37.0	
2875.0	2625.0	37.0	
3125.0	2625.0	37.0	
3375.0	2625.0	36.0	
3625.0	2625.0	36.0	
3875.0	2625.0	36.0	
4125.0	2625.0	36.0	
4375.0	2625.0	36.0	
4625.0	2625.0	36.0	
4875.0	2625.0	36.0	
125.0	2375.0	38.0	
375.0	2375.0	38.0	
625.0	2375.0	38.0	
875.0	2375.0	38.0	
1125.0	2375.0	37.0	
1375.0	2375.0	37.0	
1625.0	2375.0	37.0	
1875.0	2375.0	37.0	
2125.0	2375.0	37.0	
2375.0	2375.0	37.0	
2625.0	2375.0	37.0	
2875.0	2375.0	36.0	
3125.0	2375.0	36.0	
3375.0	2375.0	36.0	
3625.0	2375.0	36.0	
3875.0	2375.0	36.0	
4125.0	2375.0	36.0	
4375.0	2375.0	36.0	
4625.0	2375.0	36.0	
4875.0	2375.0	36.0	
125.0	2125.0	38.0	
375.0	2125.0	38.0	
625.0	2125.0	38.0	
875.0	2125.0	37.0	
1125.0	2125.0	37.0	
1375.0	2125.0	37.0	
1625.0	2125.0	37.0	
1875.0	2125.0	37.0	
2125.0	2125.0	37.0	
2375.0	2125.0	37.0	
2625.0	2125.0	36.0	
2875.0	2125.0	36.0	
3125.0	2125.0	36.0	
3375.0	2125.0	36.0	
3625.0	2125.0	36.0	
3875.0	2125.0	36.0	
4125.0	2125.0	36.0	
4375.0	2125.0	36.0	
4625.0	2125.0	36.0	
4875.0	2125.0	36.0	
125.0	1875.0	37.0	
375.0	1875.0	38.0	
625.0	1875.0	38.0	
875.0	1875.0	37.0	
1125.0	1875.0	37.0	
1375.0	1875.0	37.0	
1625.0	1875.0	37.0	
1875.0	1875.0	37.0	
2125.0	1875.0	36.0	
2375.0	1875.0	36.0	
2625.0	1875.0	36.0	
2875.0	1875.0	36.0	
3125.0	1875.0	36.0	
3375.0	1875.0	36.0	
3625.0	1875.0	36.0	
3875.0	1875.0	36.0	
4125.0	1875.0	36.0	
4375.0	1875.0	36.0	
4625.0	1875.0	36.0	
4875.0	1875.0	36.0	
125.0	1625.0	37.0	
375.0	1625.0	37.0	
625.0	1625.0	37.0	
875.0	1625.0	37.0	
1125.0	1625.0	37.0	
1375.0	1625.0	37.0	
1625.0	1625.0	37.0	
1875.0	1625.0	36.0	
2125.0	1625.0	36.0	
2375.0	1625.0	36.0	
2625.0	1625.0	36.0	
2875.0	1625.0	36.0	
3125.0	1625.0	36.0	
3375.0	1625.0	36.0	
3625.0	1625.0	36.0	
3875.0	1625.0	36.0	
4125.0	1625.0	36.0	
4375.0	1625.0	36.0	
4625.0	1625.0	36.0	
4875.0	1625.0	36.0	
125.0	1375.0	37.0	
375.0	1375.0	37.0	
625.0	1375.0	37.0	
875.0	1375.0	37.0	
1125.0	1375.0	37.0	
1375.0	1375.0	36.0	
1625.0	1375.0	36.0	
1875.0	1375.0	36.0	
2125.0	1375.0	36.0	
2375.0	1375.0	36.0	
2625.0	1375.0	36.0	
2875.0	1375.0	36.0	
3125.0	1375.0	35.0	
3375.0	1375.0	36.0	
3625.0	1375.0	36.0	
3875.0	1375.0	36.0	
4125.0	1375.0	36.0	
4375.0	1375.0	36.0	
4625.0	1375.0	36.0	
4875.0	1375.0	36.0	
125.0	1125.0	37.0	
375.0	1125.0	37.0	
625.0	1125.0	37.0	
875.0	1125.0	37.0	
1125.0	1125.0	36.0	
1375.0	1125.0	36.0	
1625.0	1125.0	36.0	
1875.0	1125.0	36.0	
2125.0	1125.0	36.0	
2375.0	1125.0	36.0	
2625.0	1125.0	36.0	
2875.0	1125.0	36.0	
3125.0	1125.0	35.0	
3375.0	1125.0	36.0	
3625.0	1125.0	36.0	
3875.0	1125.0	36.0	
4125.0	1125.0	36.0	
4375.0	1125.0	36.0	
4625.0	1125.0	36.0	
4875.0	1125.0	37.0	
125.0	875.0	37.0	
375.0	875.0	37.0	
625.0	875.0	37.0	
875.0	875.0	37.0	
1125.0	875.0	36.0	
1375.0	875.0	36.0	
1625.0	875.0	36.0	
1875.0	875.0	36.0	
2125.0	875.0	35.0	
2375.0	875.0	35.0	
2625.0	875.0	35.0	
2875.0	875.0	35.0	
3125.0	875.0	35.0	
3375.0	875.0	35.0	
3625.0	875.0	36.0	
3875.0	875.0	36.0	
4125.0	875.0	36.0	
4375.0	875.0	36.0	
4625.0	875.0	36.0	
4875.0	875.0	37.0	
125.0	625.0	37.0	
375.0	625.0	37.0	
625.0	625.0	37.0	
875.0	625.0	37.0	
1125.0	625.0	37.0	
1375.0	625.0	35.0	
1625.0	625.0	35.0	
1875.0	625.0	35.0	
2125.0	625.0	35.0	
2375.0	625.0	35.0	
2625.0	625.0	35.0	
2875.0	625.0	35.0	
3125.0	625.0	35.0	
3375.0	625.0	35.0	
3625.0	625.0	35.0	
3875.0	625.0	36.0	
4125.0	625.0	36.0	
4375.0	625.0	36.0	
4625.0	625.0	37.0	
4875.0	625.0	37.0	
125.0	375.0	37.0	
375.0	375.0	37.0	
625.0	375.0	37.0	
875.0	375.0	37.0	
1125.0	375.0	37.0	
1375.0	375.0	35.0	
1625.0	375.0	35.0	
1875.0	375.0	35.0	
2125.0	375.0	35.0	
2375.0	375.0	35.0	
2625.0	375.0	35.0	
2875.0	375.0	35.0	
3125.0	375.0	35.0	
3375.0	375.0	35.0	
3625.0	375.0	35.0	
3875.0	375.0	36.0	
4125.0	375.0	36.0	
4375.0	375.0	37.0	
4625.0	375.0	37.0	
4875.0	375.0	37.0	
125.0	125.0	37.0	
375.0	125.0	37.0	
625.0	125.0	37.0	
875.0	125.0	37.0	
1125.0	125.0	37.0	
1375.0	125.0	34.0	
1625.0	125.0	34.0	
1875.0	125.0	34.0	
2125.0	125.0	34.0	
2375.0	125.0	34.0	
2625.0	125.0	34.0	
2875.0	125.0	34.0	
3125.0	125.0	34.0	
3375.0	125.0	34.0	
3625.0	125.0	34.0	
3875.0	125.0	34.0	
4125.0	125.0	37.0	
4375.0	125.0	37.0	
4625.0	125.0	37.0	
4875.0	125.0	37.0	
