time,SURFRATE,NETINFIL
26784971.65926,0.000000000,8.475000000
26918181.91085,0.000000000,8.475000000
27064713.18759,0.000000000,8.475000000
27225897.59201,0.000000000,8.475000000
27403200.43688,0.000000000,8.475000000
27598233.56622,0.000000000,8.475000000
27812770.00850,0.000000000,8.475000000
28048760.09502,0.000000000,8.475000000
28308349.19018,0.000000000,8.475000000
28593897.19485,0.000000000,8.475000000
28908000.00000,0.000000000,8.475000000
28990713.08566,0.000000000,8.475000000
29081697.47989,0.000000000,8.475000000
29181780.31353,0.000000000,8.475000000
29291871.43055,0.000000000,8.475000000
29412971.65926,0.000000000,8.475000000
29546181.91085,0.000000000,8.475000000
29692713.18759,0.000000000,8.475000000
29853897.59201,0.000000000,8.475000000
30031200.43688,0.000000000,8.475000000
30226233.56622,0.000000000,8.475000000
30440770.00850,0.000000000,8.475000000
30676760.09502,0.000000000,8.475000000
30936349.19018,0.000000000,8.475000000
31221897.19485,0.000000000,8.475000000
31536000.00000,0.000000000,8.475000000
