total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
231,1.000000000000000,1,1,13,66,.4119232093891959E-04,1,11806,.8263596880610784E-04,1,9915,0.2153726,8.804661
232,1.000000000000000,1,1,13,67,-.1666416329835050E-04,1,11806,.7342006783791349E-04,1,11806,1.951006,1.221444
233,1.000000000000000,1,1,13,68,-.3573928634700306E-04,1,11806,.5775514818390386E-04,1,11806,5.599428,0.8590495
234,1.000000000000000,1,1,13,69,-.3052205235754282E-04,1,11806,.4982116598740907E-04,1,10459,0.6147473,43.98229
235,1.000000000000000,1,1,13,70,-.3119675651815134E-06,1,1480,.4438150147557808E-04,1,11806,-0.5174093,0.6203422
236,1.000000000000000,1,1,14,1,-.7563920478491742,1,1033,9.024388844122182,1,9939,1.013123,1.065594
237,1.000000000000000,1,1,14,2,-.2611785881895430,1,3953,3.577532771871880,1,9938,1.843633,0.7143997
238,1.000000000000000,1,1,14,3,-.1993170328654272,1,3952,1.674466269305538,1,9938,1.525767,1.897292
239,1.000000000000000,1,1,14,4,-.1262758480918206,1,3952,.9777931146320171,1,11252,2.430567,0.7090112
240,1.000000000000000,1,1,14,5,-.9504131948238939E-01,1,886,.7434979212966443,1,11252,1.822089,2.044041
241,1.000000000000000,1,1,14,6,-.8328740475312375E-01,1,3878,.6058466052999159,1,9643,2.321987,0.8341384
242,1.000000000000000,1,1,14,7,-.6664632731431056E-01,1,5265,.5855378194185117,1,9714,2.012238,1.868603
243,1.000000000000000,1,1,14,8,-.7148769670970470E-01,1,6724,.5760591647496134,1,9714,2.382346,0.9070035
244,1.000000000000000,1,1,14,9,-.9616314799997132E-01,1,6649,.4861281807221203,1,9714,3.200127,0.8826657
245,1.000000000000000,1,1,14,10,-.1023942247742368,1,6648,.4247472280817642,1,9284,3.017781,0.8615199
246,1.000000000000000,1,1,14,11,-.1161936295438972,1,6289,.3488155652107446,1,10587,0.9797468,14.11595
247,1.000000000000000,1,1,14,12,.1970710298214362,1,9642,.6651815511330641,1,9687,-9.347751,0.6422367
248,1.000000000000000,1,1,14,13,-.2925230056772684,1,9642,.2893234308479883,1,10514,-0.2492221,3.821220
249,1.000000000000000,1,1,14,14,-.7090178582702984E-01,1,10221,.2616997344147339,1,10441,4.335881,1.271963
250,1.000000000000000,1,1,14,15,-.5870118931380783E-01,1,10367,.2360327489809855,1,10441,2.810475,0.7086301
251,1.000000000000000,1,1,14,16,-.6638263454218936E-01,1,10367,.2020065855920210,1,10514,2.025203,3.705819
252,1.000000000000000,1,1,14,17,-.7962072443621916E-01,1,10367,.1621890943785040,1,10514,2.358498,1.296682
253,1.000000000000000,1,1,14,18,-.9243232292154732E-01,1,10367,.1145721640861967,1,10587,3.038172,0.7360301
254,1.000000000000000,1,1,14,19,-.1147281156936837E-01,1,7593,.1028565715125058,1,10587,0.1339692,6.791851
255,1.000000000000000,1,1,14,20,-.5849834300663025E-01,1,10440,.7001347584501193E-01,1,10587,21.16593,0.7909525
256,1.000000000000000,1,1,14,21,-.3306637902107237E-01,1,10440,.5327714075759484E-01,1,9224,2.357539,0.8859239
257,1.000000000000000,1,1,14,22,-.3065356815444139E-01,1,10513,-.4784358564662021E-01,1,11481,1.949834,2.061251
258,1.000000000000000,1,1,14,23,.3731480241524830E-03,1,6361,-.4723725561710885E-01,1,11480,-0.2811341,0.7586265
259,1.000000000000000,1,1,14,24,-.4341259028733739E-01,1,9151,.1846930715219898E-01,1,9284,-7.427419,53.89087
260,1.000000000000000,1,1,14,25,-.4138402396738288E-01,1,10586,-.2333490036070458E-01,1,9914,25.78499,0.6181696
261,1.000000000000000,1,1,14,26,.2834403825101728E-01,1,10513,-.1108726401186702E-01,1,9836,0.1497154,18.61781
262,1.000000000000000,1,1,14,27,-.7595976938982853E-02,1,10513,-.8048831345328536E-02,1,9839,8.413610,0.6207091
263,1.000000000000000,1,1,14,28,.1299414502664066E-02,1,10513,.7612581286806668E-02,1,9149,0.4211040,2.178962
264,1.000000000000000,1,1,14,29,-.3280361566737698E-02,1,10440,.5981153675447663E-02,1,9148,5.470454,0.6455924
265,1.000000000000000,1,1,14,30,-.2579981315959266E-02,1,12068,.5783400402914756E-02,1,9149,1.133640,16.72824
266,1.000000000000000,1,1,14,31,-.1501278995749430E-02,1,10440,.3987221828750776E-02,1,9148,2.916941,0.7844318
267,1.000000000000000,1,1,14,32,-.9707940651592545E-03,1,9145,.3433707634544828E-02,1,9148,1.969617,2.282760
268,1.000000000000000,1,1,14,33,.1075543357588251E-02,1,9075,.4196818061464630E-02,1,9149,-5.317462,0.6617830
269,1.000000000000000,1,1,14,34,-.4621454187474621E-02,1,12068,-.6593323769018585E-02,1,12142,-0.4149621,60.11554
270,1.000000000000000,1,1,14,35,-.5304439052003622E-03,1,9212,.6757995354888410E-02,1,12142,6.642619,0.8533259
271,1.000000000000000,1,1,14,36,.5302428989049566E-04,1,12204,.1703045716462569E-02,1,9149,0.5187632,1.575313
272,1.000000000000000,1,1,14,37,-.1899721349381374E-03,1,6148,.1120639445872513E-02,1,9217,4.702073,0.6120213
273,1.000000000000000,1,1,14,38,-.2607234881809519E-03,1,12210,.2061421606138454E-02,1,9149,1.036493,8.977515
274,1.000000000000000,1,1,14,39,.1955444051955741E-03,1,12139,.1047691450779101E-02,1,9217,-7.173983,1.068830
275,1.000000000000000,1,1,14,40,-.6369891851038303E-03,1,12068,.8535507779873104E-03,1,9300,-0.9216543,15.28647
276,1.000000000000000,1,1,14,41,.1048279633828001E-04,1,6229,.7902688606644945E-03,1,9293,-0.8874720,0.6757126
277,1.000000000000000,1,1,14,42,-.2155802714313506E-03,1,12213,.6012779431206261E-03,1,9149,-6.169463,1.461934
278,1.000000000000000,1,1,14,43,-.1181454056106305E-03,1,9147,.5484319758693964E-03,1,9148,2.097664,0.6876649
279,1.000000000000000,1,1,14,44,-.1742177316071898E-03,1,12068,.4762099398502502E-03,1,9149,3.499040,1.003691
280,1.000000000000000,1,1,14,45,-.1310245711803533E-03,1,9075,.4064053866414976E-03,1,9148,1.631779,1.737781
281,1.000000000000000,1,1,14,46,-.2223434515043708E-03,1,9075,.3185315340256646E-03,1,9439,1.533821,25.26745
282,1.000000000000000,1,1,14,47,-.1663606139876072E-03,1,9146,-.2429434906760633E-03,1,11806,2.914526,0.6101518
283,1.000000000000000,1,1,14,48,.1108700998468503E-04,1,6370,-.2312265434849993E-03,1,11806,0.3489921,4.907285
284,1.000000000000000,1,1,14,49,-.1368628466382060E-03,1,9075,-.1754843550937606E-03,1,11806,7.921607,0.7900333
285,1.000000000000000,1,1,14,50,.1163393892642444E-04,1,11880,-.1699686894470061E-03,1,11804,0.8008871E-01,4.268229
286,1.000000000000000,1,1,14,51,.8382645037359177E-04,1,14873,-.1324426153276186E-03,1,11804,41.47961,2.020509
287,1.000000000000000,1,1,14,52,.4032643114321465E-04,1,14873,-.1147345907269129E-03,1,11804,2.700003,0.9299993
288,1.000000000000000,1,1,14,53,.3796655769872504E-04,1,14873,-.9827531996632980E-04,1,11804,2.274395,2.069621
289,1.000000000000000,1,1,14,54,.2287623331115473E-04,1,14873,-.8829879821637122E-04,1,11804,2.028361,0.9060709
290,1.000000000000000,1,1,14,55,.2153536603174903E-04,1,14873,-.7896055669204827E-04,1,11804,2.256760,1.966450
291,1.000000000000000,1,1,14,56,-.4676414966651114E-05,1,14873,-.8095844828204426E-04,1,11804,-1.795121,0.6749398
292,1.000000000000000,1,1,15,1,-.3560668333113776,1,692,3.907065594622158,1,12592,1.001173,0.8743255
293,1.000000000000000,1,1,15,2,-.5647760034757373E-01,1,12592,1.288123785283318,1,11036,1.264172,0.8216588
294,1.000000000000000,1,1,15,3,-.6047482016838825E-01,1,5050,.6018610759915147,1,11036,1.953329,1.367998
295,1.000000000000000,1,1,15,4,-.3803437432320685E-01,1,5122,.3651020945353720,1,11252,2.147700,0.7582318
296,1.000000000000000,1,1,15,5,-.3973557556648851E-01,1,2274,.3203748644296318,1,11254,1.835794,3.016913
297,1.000000000000000,1,1,15,6,-.3355119328061907E-01,1,5340,.2423953431451277,1,11252,2.603175,0.7226332
298,1.000000000000000,1,1,15,7,-.4167488626337460E-01,1,5339,.1951622729708693,1,11402,2.099889,2.824699
299,1.000000000000000,1,1,15,8,-.3991746213773995E-01,1,5339,.1550427945816957,1,11102,2.635519,0.7195050
300,1.000000000000000,1,1,15,9,-.3302537279089340E-01,1,5339,.1202685231233100,1,11102,2.118902,3.429148
301,1.000000000000000,1,1,15,10,-.2635405899306593E-01,1,8332,.1083216423985907,1,10954,2.136673,0.8286512
302,1.000000000000000,1,1,15,11,-.1882354569915867E-01,1,8183,.9991640717347886E-01,1,10953,2.162416,2.153966
303,1.000000000000000,1,1,15,12,-.1621553142168948E-01,1,8182,.9156642790967449E-01,1,10953,2.104935,0.9461626
304,1.000000000000000,1,1,15,13,-.1544427399348365E-01,1,8108,.8439769102996693E-01,1,10806,2.462455,1.258569
305,1.000000000000000,1,1,15,14,-.1342635343953099E-01,1,8033,.7726848961784383E-01,1,10733,2.054877,1.150015
306,1.000000000000000,1,1,15,15,-.1475830722675751E-01,1,7960,.6887701184342881E-01,1,10660,2.489106,1.117192
307,1.000000000000000,1,1,15,16,-.1326558984782224E-01,1,7959,.6103705943483385E-01,1,10587,2.227703,1.137686
308,1.000000000000000,1,1,15,17,-.1339141814327177E-01,1,7813,.5326315566217239E-01,1,10441,2.068004,1.926727
309,1.000000000000000,1,1,15,18,-.1340337181201817E-01,1,7812,.4798166343867254E-01,1,10368,2.519613,0.9475850
310,1.000000000000000,1,1,15,19,-.1275121675726633E-01,1,10732,.4315843715282740E-01,1,10222,3.007402,0.8560246
311,1.000000000000000,1,1,15,20,.3831627013194761E-02,1,10659,.4505722701010728E-01,1,10295,-1.981135,0.7451064
312,1.000000000000000,1,1,15,21,-.3660136672561348E-01,1,7228,.2193856070877644E-01,1,10806,-1.449368,40.94005
313,1.000000000000000,1,1,15,22,-.5263893416620787E-02,1,7959,.1927893208479172E-01,1,10733,2.950901,0.6152846
314,1.000000000000000,1,1,15,23,-.7923640074568934E-02,1,7739,.1258700381434378E-01,1,10149,1.217642,16.26375
315,1.000000000000000,1,1,15,24,-.3980954812383829,1,10440,-.1940555077994549,1,10222,328.4476,0.6691167
316,1.000000000000000,1,1,15,25,.3900688880755641,1,10440,.8610124222122591E-02,1,10149,0.1090332E-01,10.57752
317,1.000000000000000,1,1,15,26,-.2482986985246383E-02,1,10586,.7787062584818561E-02,1,10222,2.073570,0.6387358
318,1.000000000000000,1,1,15,27,-.5394442617601606E-02,1,10221,.5506405292167550E-02,1,10006,2.041501,20.50235
319,1.000000000000000,1,1,15,28,-.3398984593783325E-02,1,10586,.4343567771871102E-02,1,9932,4.216020,0.6236333
320,1.000000000000000,1,1,15,29,.3271406006029799E-01,1,10513,.2152909902106349E-01,1,10587,-52.85792,0.7757275
321,1.000000000000000,1,1,15,30,-.3694744038514205E-01,1,10513,.2669455222617910E-02,1,9571,-0.6873372E-01,9.455236
322,1.000000000000000,1,1,15,31,-.1265429755195618E-02,1,10294,.2243081472622214E-02,1,9499,2.678126,0.6299183
323,1.000000000000000,1,1,15,32,-.1395065454067139E-02,1,10003,.1892731649089605E-02,1,9285,1.340023,16.17107
324,1.000000000000000,1,1,15,33,-.1247305042089398E-02,1,10221,.1501416364983180E-02,1,9214,4.876470,1.170865
325,1.000000000000000,1,1,15,34,-.1900246913035163E-03,1,234,.1291799101148105E-02,1,9215,0.7765065,6.899929
326,1.000000000000000,1,1,15,35,.4106634582821955E-04,1,10148,.1299231193257068E-02,1,9215,-0.4462619,0.6627630
327,1.000000000000000,1,1,15,36,-.7417930650134737E-03,1,10148,.1095584862882890E-02,1,9149,-12.39145,2.473455
328,1.000000000000000,1,1,15,37,-.1290359979030501E-04,1,3089,.1045728970225697E-02,1,9214,-0.7182989E-01,0.8834180
329,1.000000000000000,1,1,15,38,-.3262234139193703E-03,1,9211,.9664381839519315E-03,1,9148,-40.38959,3.697013
330,1.000000000000000,1,1,15,39,-.1019292349554792E-03,1,9211,.8518351971527378E-03,1,9215,1.633416,0.6913894
331,1.000000000000000,1,1,15,40,-.2075944373209350E-03,1,9212,.7568477370577896E-03,1,9216,3.485124,1.543095
332,1.000000000000000,1,1,15,41,-.1830407320474165E-03,1,9141,.6726364953907584E-03,1,9217,4.183278,0.6233010
333,1.000000000000000,1,1,15,42,-.8961108933097635E-03,1,9144,-.4929686103517190E-03,1,11048,0.6452478,87.18679
334,1.000000000000000,1,1,15,43,-.3001633185389144E-05,1,2070,.2609165128559053E-03,1,9149,-0.4167856,0.6120121
335,1.000000000000000,1,1,16,1,-.2731149047723293E-01,1,1744,.2619986209216916,1,13788,1.002140,0.9133783
336,1.000000000000000,1,1,16,2,-.3716149232887270E-02,1,13788,.7893168288286211E-01,1,10795,1.185671,0.8774343
337,1.000000000000000,1,1,16,3,-.2700043510843871E-02,1,4809,.2734188373246832E-01,1,10869,1.522876,1.737297
338,1.000000000000000,1,1,16,4,-.1049483825380362E-02,1,4883,.1236378029271928E-01,1,10941,2.078203,0.7014699
339,1.000000000000000,1,1,16,5,-.1099416742333987E-02,1,7948,.6999560180246338E-02,1,10941,1.458704,4.773744
340,1.000000000000000,1,1,16,6,-.4122982958020864E-03,1,7948,.3383230286724572E-02,1,11087,2.514474,0.6579366
341,1.000000000000000,1,1,16,7,-.3545046851038714E-03,1,8021,.2838175562288506E-02,1,11235,1.723111,3.346760
342,1.000000000000000,1,1,16,8,-.2555791434900203E-03,1,8094,.2523317829367613E-02,1,11308,1.979557,0.9578083
343,1.000000000000000,1,1,16,9,-.2467318580815678E-03,1,8316,.2245042195668611E-02,1,11308,2.464282,1.026542
344,1.000000000000000,1,1,16,10,-.2352397696935559E-03,1,8316,.1908893997200327E-02,1,11308,1.728492,1.745372
345,1.000000000000000,1,1,16,11,-.3487109252927195E-03,1,8316,.1402880450818451E-02,1,11308,2.771354,1.572563
346,1.000000000000000,1,1,16,12,-.5031583965318273E-03,1,8316,.1044584177677072E-02,1,11522,4.691172,0.6453059
347,1.000000000000000,1,1,16,13,-.1648652454669977E-03,1,11595,.6625072982899812E-03,1,11522,0.1445482,10.70332
348,1.000000000000000,1,1,16,14,-.4983750245968003E-05,1,8388,.6548178867116012E-03,1,11522,0.2579304,0.6299339
349,1.000000000000000,1,1,17,1,-.4090584256412560E-03,1,1744,.3936627187225912E-02,1,13788,1.007456,0.9038075
350,1.000000000000000,1,1,17,2,-.8548264505152692E-04,1,13788,.9650970062642901E-03,1,10869,2.427274,0.6878435
351,1.000000000000000,1,1,17,3,-.1213460453958617E-03,1,1889,-.1027758304704811E-02,1,13861,3.435919,1.922344
352,1.000000000000000,1,1,17,4,-.2487520952341505E-03,1,11523,-.1739550045380654E-02,1,10796,5.363847,1.132202
353,1.000000000000000,1,1,17,5,-.1847870882835131E-03,1,11523,-.1506251179543214E-02,1,10868,1.669279,1.943780
354,1.000000000000000,1,1,17,6,-.1474979238952334E-03,1,11523,-.8421833173775590E-03,1,10868,2.373712,0.8940567
355,1.000000000000000,1,1,17,7,-.5070616580945303E-04,1,11380,-.5137698398088018E-03,1,10868,1.938403,1.003590
356,1.000000000000000,1,1,17,8,-.3594299243920830E-04,1,5394,-.3213854441916298E-03,1,10940,1.493946,3.952616
357,1.000000000000000,1,1,17,9,-.2752217370567169E-04,1,11452,.1467152518280757E-03,1,11802,3.895740,0.6435893
358,1.000000000000000,1,1,17,10,-.5942375695336037E-05,1,8882,.1379446880824645E-03,1,11802,-0.6669565,3.785067
359,1.000000000000000,1,1,18,1,-.2573126410699427E-04,1,8882,-.1490868373832675E-03,1,11234,12.15071,0.6216956
360,1.000000000000000,1,1,18,2,-.1264020387832164E-03,1,2896,.1595374740517512E-03,1,11013,3.893789,1.067119
361,1.000000000000000,1,1,18,3,-.1833127506119369E-04,1,11737,.1701413708645516E-03,1,11087,1.057947,7.421091
362,1.000000000000000,1,1,18,4,-.2121955455095893E-04,1,11880,.1209964229032127E-03,1,11158,10.26471,0.7942547
363,1.000000000000000,1,1,18,5,-.1071514257073296E-04,1,4605,.8254426047656506E-04,1,11304,1.127116,2.280798
364,1.000000000000000,1,1,18,6,-.6732761163971596E-05,1,10806,.7547453902481020E-04,1,11308,2.741570,1.028485
365,1.000000000000000,1,1,19,1,-.4077756152923893E-04,1,11452,.1107942889946185E-03,1,13931,37.12347,0.6748215
366,1.000000000000000,1,1,19,2,-.2888329979454927E-04,1,8388,.8188224400424740E-04,1,10867,1.200749,1.931335
367,1.000000000000000,1,1,19,3,-.4065487846675310E-05,1,7948,.5436367875366264E-04,1,10868,1.841376,1.010781
