,obsnme,obsval,weight,obgnme,oname,otype,time,usecol
oname:hds_otype:lst_usecol:trgw_0_13_10_time:1,oname:hds_otype:lst_usecol:trgw_0_13_10_time:1,34.48388768,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:122,oname:hds_otype:lst_usecol:trgw_0_13_10_time:122,35.17617839,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:153,oname:hds_otype:lst_usecol:trgw_0_13_10_time:153,35.27077707,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:183,oname:hds_otype:lst_usecol:trgw_0_13_10_time:183,35.24887025,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:214,oname:hds_otype:lst_usecol:trgw_0_13_10_time:214,35.11227844,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:245,oname:hds_otype:lst_usecol:trgw_0_13_10_time:245,34.89948388,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:275,oname:hds_otype:lst_usecol:trgw_0_13_10_time:275,34.67321034,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:306,oname:hds_otype:lst_usecol:trgw_0_13_10_time:306,34.48227554,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:32,oname:hds_otype:lst_usecol:trgw_0_13_10_time:32,34.59632183,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:336,oname:hds_otype:lst_usecol:trgw_0_13_10_time:336,34.38797541,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:367,oname:hds_otype:lst_usecol:trgw_0_13_10_time:367,34.41128206,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:398,oname:hds_otype:lst_usecol:trgw_0_13_10_time:398,34.54406167,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:426,oname:hds_otype:lst_usecol:trgw_0_13_10_time:426,34.73478684,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:457,oname:hds_otype:lst_usecol:trgw_0_13_10_time:457,34.96639241,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:487,oname:hds_otype:lst_usecol:trgw_0_13_10_time:487,35.15122868,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:518,oname:hds_otype:lst_usecol:trgw_0_13_10_time:518,35.24984792,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:548,oname:hds_otype:lst_usecol:trgw_0_13_10_time:548,35.23089376,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:579,oname:hds_otype:lst_usecol:trgw_0_13_10_time:579,35.09589634,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:61,oname:hds_otype:lst_usecol:trgw_0_13_10_time:61,34.77943418,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:610,oname:hds_otype:lst_usecol:trgw_0_13_10_time:610,34.88469293,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:640,oname:hds_otype:lst_usecol:trgw_0_13_10_time:640,34.66075521,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:671,oname:hds_otype:lst_usecol:trgw_0_13_10_time:671,34.47276984,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:701,oname:hds_otype:lst_usecol:trgw_0_13_10_time:701,34.38149581,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:732,oname:hds_otype:lst_usecol:trgw_0_13_10_time:732,34.45707803,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_0_13_10_time:92,oname:hds_otype:lst_usecol:trgw_0_13_10_time:92,34.99758788,1.0,oname:hds_otype:lst_usecol:trgw_0_13_10,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:1,oname:hds_otype:lst_usecol:trgw_0_15_16_time:1,34.31796279,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:122,oname:hds_otype:lst_usecol:trgw_0_15_16_time:122,34.8896886,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:153,oname:hds_otype:lst_usecol:trgw_0_15_16_time:153,34.95869052,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:183,oname:hds_otype:lst_usecol:trgw_0_15_16_time:183,34.93044241,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:214,oname:hds_otype:lst_usecol:trgw_0_15_16_time:214,34.80922874,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:245,oname:hds_otype:lst_usecol:trgw_0_15_16_time:245,34.62868604,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:275,oname:hds_otype:lst_usecol:trgw_0_15_16_time:275,34.4419168,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:306,oname:hds_otype:lst_usecol:trgw_0_15_16_time:306,34.28942559,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:32,oname:hds_otype:lst_usecol:trgw_0_15_16_time:32,34.41521892,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:336,oname:hds_otype:lst_usecol:trgw_0_15_16_time:336,34.22020257,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:367,oname:hds_otype:lst_usecol:trgw_0_15_16_time:367,34.24988634,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:398,oname:hds_otype:lst_usecol:trgw_0_15_16_time:398,34.36811167,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:426,oname:hds_otype:lst_usecol:trgw_0_15_16_time:426,34.53051547,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:457,oname:hds_otype:lst_usecol:trgw_0_15_16_time:457,34.72165803,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:487,oname:hds_otype:lst_usecol:trgw_0_15_16_time:487,34.86897549,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:518,oname:hds_otype:lst_usecol:trgw_0_15_16_time:518,34.94135474,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:548,oname:hds_otype:lst_usecol:trgw_0_15_16_time:548,34.91613785,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:579,oname:hds_otype:lst_usecol:trgw_0_15_16_time:579,34.79593642,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:61,oname:hds_otype:lst_usecol:trgw_0_15_16_time:61,34.56927413,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:610,oname:hds_otype:lst_usecol:trgw_0_15_16_time:610,34.61701468,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:640,oname:hds_otype:lst_usecol:trgw_0_15_16_time:640,34.43231043,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:671,oname:hds_otype:lst_usecol:trgw_0_15_16_time:671,34.28233734,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:701,oname:hds_otype:lst_usecol:trgw_0_15_16_time:701,34.21552467,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:732,oname:hds_otype:lst_usecol:trgw_0_15_16_time:732,34.2900978,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_0_15_16_time:92,oname:hds_otype:lst_usecol:trgw_0_15_16_time:92,34.74765832,1.0,oname:hds_otype:lst_usecol:trgw_0_15_16,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:1,oname:hds_otype:lst_usecol:trgw_0_21_10_time:1,34.37058368,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:122,oname:hds_otype:lst_usecol:trgw_0_21_10_time:122,35.0648506,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:153,oname:hds_otype:lst_usecol:trgw_0_21_10_time:153,35.15777263,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:183,oname:hds_otype:lst_usecol:trgw_0_21_10_time:183,35.13297687,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:214,oname:hds_otype:lst_usecol:trgw_0_21_10_time:214,34.99234552,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:245,oname:hds_otype:lst_usecol:trgw_0_21_10_time:245,34.77569942,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:275,oname:hds_otype:lst_usecol:trgw_0_21_10_time:275,34.54645874,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:306,oname:hds_otype:lst_usecol:trgw_0_21_10_time:306,34.35405893,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:32,oname:hds_otype:lst_usecol:trgw_0_21_10_time:32,34.48350744,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:336,oname:hds_otype:lst_usecol:trgw_0_21_10_time:336,34.26021254,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:367,oname:hds_otype:lst_usecol:trgw_0_21_10_time:367,34.28554757,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:398,oname:hds_otype:lst_usecol:trgw_0_21_10_time:398,34.42180777,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:426,oname:hds_otype:lst_usecol:trgw_0_21_10_time:426,34.61592746,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:457,oname:hds_otype:lst_usecol:trgw_0_21_10_time:457,34.85060177,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:487,oname:hds_otype:lst_usecol:trgw_0_21_10_time:487,35.03689021,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:518,oname:hds_otype:lst_usecol:trgw_0_21_10_time:518,35.13484237,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:548,oname:hds_otype:lst_usecol:trgw_0_21_10_time:548,35.11411595,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:579,oname:hds_otype:lst_usecol:trgw_0_21_10_time:579,34.97559961,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:61,oname:hds_otype:lst_usecol:trgw_0_21_10_time:61,34.66749413,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:610,oname:hds_otype:lst_usecol:trgw_0_21_10_time:610,34.76075938,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:640,oname:hds_otype:lst_usecol:trgw_0_21_10_time:640,34.53400778,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:671,oname:hds_otype:lst_usecol:trgw_0_21_10_time:671,34.34464784,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:701,oname:hds_otype:lst_usecol:trgw_0_21_10_time:701,34.2538331,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:732,oname:hds_otype:lst_usecol:trgw_0_21_10_time:732,34.33207124,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_0_21_10_time:92,oname:hds_otype:lst_usecol:trgw_0_21_10_time:92,34.88635817,1.0,oname:hds_otype:lst_usecol:trgw_0_21_10,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:1,oname:hds_otype:lst_usecol:trgw_0_22_15_time:1,34.1367508,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:122,oname:hds_otype:lst_usecol:trgw_0_22_15_time:122,34.60519167,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:153,oname:hds_otype:lst_usecol:trgw_0_22_15_time:153,34.65953846,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:183,oname:hds_otype:lst_usecol:trgw_0_22_15_time:183,34.63380221,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:214,oname:hds_otype:lst_usecol:trgw_0_22_15_time:214,34.53182267,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:245,oname:hds_otype:lst_usecol:trgw_0_22_15_time:245,34.38212357,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:275,oname:hds_otype:lst_usecol:trgw_0_22_15_time:275,34.22830856,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:306,oname:hds_otype:lst_usecol:trgw_0_22_15_time:306,34.10376213,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:32,oname:hds_otype:lst_usecol:trgw_0_22_15_time:32,34.21721189,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:336,oname:hds_otype:lst_usecol:trgw_0_22_15_time:336,34.0485858,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:367,oname:hds_otype:lst_usecol:trgw_0_22_15_time:367,34.07527554,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:398,oname:hds_otype:lst_usecol:trgw_0_22_15_time:398,34.17459538,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:426,oname:hds_otype:lst_usecol:trgw_0_22_15_time:426,34.30943029,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:457,oname:hds_otype:lst_usecol:trgw_0_22_15_time:457,34.46684007,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:487,oname:hds_otype:lst_usecol:trgw_0_22_15_time:487,34.58703529,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:518,oname:hds_otype:lst_usecol:trgw_0_22_15_time:518,34.64454379,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:548,oname:hds_otype:lst_usecol:trgw_0_22_15_time:548,34.62173037,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:579,oname:hds_otype:lst_usecol:trgw_0_22_15_time:579,34.5209322,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:61,oname:hds_otype:lst_usecol:trgw_0_22_15_time:61,34.34400487,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:610,oname:hds_otype:lst_usecol:trgw_0_22_15_time:610,34.37258818,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:640,oname:hds_otype:lst_usecol:trgw_0_22_15_time:640,34.22057541,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:671,oname:hds_otype:lst_usecol:trgw_0_22_15_time:671,34.09815761,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:701,oname:hds_otype:lst_usecol:trgw_0_22_15_time:701,34.04491986,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:732,oname:hds_otype:lst_usecol:trgw_0_22_15_time:732,34.10884393,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_time:92,oname:hds_otype:lst_usecol:trgw_0_22_15_time:92,34.49006418,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:1,oname:hds_otype:lst_usecol:trgw_0_24_4_time:1,34.60094197,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:122,oname:hds_otype:lst_usecol:trgw_0_24_4_time:122,35.43501724,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:153,oname:hds_otype:lst_usecol:trgw_0_24_4_time:153,35.57280862,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:183,oname:hds_otype:lst_usecol:trgw_0_24_4_time:183,35.57313062,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:214,oname:hds_otype:lst_usecol:trgw_0_24_4_time:214,35.43215398,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:245,oname:hds_otype:lst_usecol:trgw_0_24_4_time:245,35.18875361,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:275,oname:hds_otype:lst_usecol:trgw_0_24_4_time:275,34.91555261,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:306,oname:hds_otype:lst_usecol:trgw_0_24_4_time:306,34.67077968,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:32,oname:hds_otype:lst_usecol:trgw_0_24_4_time:32,34.72676045,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:336,oname:hds_otype:lst_usecol:trgw_0_24_4_time:336,34.53298346,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:367,oname:hds_otype:lst_usecol:trgw_0_24_4_time:367,34.53231004,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:398,oname:hds_otype:lst_usecol:trgw_0_24_4_time:398,34.66838161,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:426,oname:hds_otype:lst_usecol:trgw_0_24_4_time:426,34.88460358,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:457,oname:hds_otype:lst_usecol:trgw_0_24_4_time:457,35.16368324,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:487,oname:hds_otype:lst_usecol:trgw_0_24_4_time:487,35.40064588,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:518,oname:hds_otype:lst_usecol:trgw_0_24_4_time:518,35.54391782,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:548,oname:hds_otype:lst_usecol:trgw_0_24_4_time:548,35.54847883,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:579,oname:hds_otype:lst_usecol:trgw_0_24_4_time:579,35.40971787,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:61,oname:hds_otype:lst_usecol:trgw_0_24_4_time:61,34.93986035,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:610,oname:hds_otype:lst_usecol:trgw_0_24_4_time:610,35.16837088,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:640,oname:hds_otype:lst_usecol:trgw_0_24_4_time:640,34.89803488,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:671,oname:hds_otype:lst_usecol:trgw_0_24_4_time:671,34.65691111,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:701,oname:hds_otype:lst_usecol:trgw_0_24_4_time:701,34.52303882,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:732,oname:hds_otype:lst_usecol:trgw_0_24_4_time:732,34.58199769,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_time:92,oname:hds_otype:lst_usecol:trgw_0_24_4_time:92,35.20610598,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_time:1,oname:hds_otype:lst_usecol:trgw_0_26_6_time:1,34.43573555,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_time:122,oname:hds_otype:lst_usecol:trgw_0_26_6_time:122,35.2102893,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_time:153,oname:hds_otype:lst_usecol:trgw_0_26_6_time:153,35.32655234,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_time:183,oname:hds_otype:lst_usecol:trgw_0_26_6_time:183,35.3132636,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,hds,lst,183,trgw
