,obsnme,obsval,weight,obgnme,oname,otype,time,usecol
oname:hds_otype:lst_usecol:trgw_2_22_15_time:92,oname:hds_otype:lst_usecol:trgw_2_22_15_time:92,34.60046972,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:1,oname:hds_otype:lst_usecol:trgw_2_24_4_time:1,34.59383454,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:122,oname:hds_otype:lst_usecol:trgw_2_24_4_time:122,35.42373213,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:153,oname:hds_otype:lst_usecol:trgw_2_24_4_time:153,35.56041926,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:183,oname:hds_otype:lst_usecol:trgw_2_24_4_time:183,35.56031631,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:214,oname:hds_otype:lst_usecol:trgw_2_24_4_time:214,35.41970507,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:245,oname:hds_otype:lst_usecol:trgw_2_24_4_time:245,35.17736035,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:275,oname:hds_otype:lst_usecol:trgw_2_24_4_time:275,34.90559203,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:306,oname:hds_otype:lst_usecol:trgw_2_24_4_time:306,34.66233442,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:32,oname:hds_otype:lst_usecol:trgw_2_24_4_time:32,34.7191774,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:336,oname:hds_otype:lst_usecol:trgw_2_24_4_time:336,34.52565615,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:367,oname:hds_otype:lst_usecol:trgw_2_24_4_time:367,34.52542443,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:398,oname:hds_otype:lst_usecol:trgw_2_24_4_time:398,34.66119376,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:426,oname:hds_otype:lst_usecol:trgw_2_24_4_time:426,34.87651603,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:457,oname:hds_otype:lst_usecol:trgw_2_24_4_time:457,35.15412759,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:487,oname:hds_otype:lst_usecol:trgw_2_24_4_time:487,35.38962878,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:518,oname:hds_otype:lst_usecol:trgw_2_24_4_time:518,35.53174581,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:548,oname:hds_otype:lst_usecol:trgw_2_24_4_time:548,35.53586009,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:579,oname:hds_otype:lst_usecol:trgw_2_24_4_time:579,35.3974092,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:61,oname:hds_otype:lst_usecol:trgw_2_24_4_time:61,34.93135432,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:610,oname:hds_otype:lst_usecol:trgw_2_24_4_time:610,35.15710255,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:640,oname:hds_otype:lst_usecol:trgw_2_24_4_time:640,34.88819107,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:671,oname:hds_otype:lst_usecol:trgw_2_24_4_time:671,34.64856566,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:701,oname:hds_otype:lst_usecol:trgw_2_24_4_time:701,34.51578756,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:732,oname:hds_otype:lst_usecol:trgw_2_24_4_time:732,34.57498761,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_time:92,oname:hds_otype:lst_usecol:trgw_2_24_4_time:92,35.19619041,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:1,oname:hds_otype:lst_usecol:trgw_2_26_6_time:1,34.42874967,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:122,oname:hds_otype:lst_usecol:trgw_2_26_6_time:122,35.19846546,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:153,oname:hds_otype:lst_usecol:trgw_2_26_6_time:153,35.3137147,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:183,oname:hds_otype:lst_usecol:trgw_2_26_6_time:183,35.30023833,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:214,oname:hds_otype:lst_usecol:trgw_2_26_6_time:214,35.15684095,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:245,oname:hds_otype:lst_usecol:trgw_2_26_6_time:245,34.92403371,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:275,oname:hds_otype:lst_usecol:trgw_2_26_6_time:275,34.67027614,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:306,oname:hds_otype:lst_usecol:trgw_2_26_6_time:306,34.45001615,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:32,oname:hds_otype:lst_usecol:trgw_2_26_6_time:32,34.54886071,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:336,oname:hds_otype:lst_usecol:trgw_2_26_6_time:336,34.33388075,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:367,oname:hds_otype:lst_usecol:trgw_2_26_6_time:367,34.34722107,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:398,oname:hds_otype:lst_usecol:trgw_2_26_6_time:398,34.48558429,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:426,oname:hds_otype:lst_usecol:trgw_2_26_6_time:426,34.69329866,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:457,oname:hds_otype:lst_usecol:trgw_2_26_6_time:457,34.95284271,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:487,oname:hds_otype:lst_usecol:trgw_2_26_6_time:487,35.16627837,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:518,oname:hds_otype:lst_usecol:trgw_2_26_6_time:518,35.28728787,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:548,oname:hds_otype:lst_usecol:trgw_2_26_6_time:548,35.27810497,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:579,oname:hds_otype:lst_usecol:trgw_2_26_6_time:579,35.13718054,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:61,oname:hds_otype:lst_usecol:trgw_2_26_6_time:61,34.74901517,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:610,oname:hds_otype:lst_usecol:trgw_2_26_6_time:610,34.90626121,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:640,oname:hds_otype:lst_usecol:trgw_2_26_6_time:640,34.65522019,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:671,oname:hds_otype:lst_usecol:trgw_2_26_6_time:671,34.43836374,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:701,oname:hds_otype:lst_usecol:trgw_2_26_6_time:701,34.32576375,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:732,oname:hds_otype:lst_usecol:trgw_2_26_6_time:732,34.39584979,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_time:92,oname:hds_otype:lst_usecol:trgw_2_26_6_time:92,34.99402861,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:1,oname:hds_otype:lst_usecol:trgw_2_29_15_time:1,34.0946884,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:122,oname:hds_otype:lst_usecol:trgw_2_29_15_time:122,34.59880892,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:153,oname:hds_otype:lst_usecol:trgw_2_29_15_time:153,34.65253842,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:183,oname:hds_otype:lst_usecol:trgw_2_29_15_time:183,34.61964734,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:214,oname:hds_otype:lst_usecol:trgw_2_29_15_time:214,34.50563689,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:245,oname:hds_otype:lst_usecol:trgw_2_29_15_time:245,34.34168316,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:275,oname:hds_otype:lst_usecol:trgw_2_29_15_time:275,34.17597754,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:306,oname:hds_otype:lst_usecol:trgw_2_29_15_time:306,34.04448957,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:32,oname:hds_otype:lst_usecol:trgw_2_29_15_time:32,34.18251056,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:336,oname:hds_otype:lst_usecol:trgw_2_29_15_time:336,33.98955051,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:367,oname:hds_otype:lst_usecol:trgw_2_29_15_time:367,34.0234306,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:398,oname:hds_otype:lst_usecol:trgw_2_29_15_time:398,34.13485811,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:426,oname:hds_otype:lst_usecol:trgw_2_29_15_time:426,34.28257698,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:457,oname:hds_otype:lst_usecol:trgw_2_29_15_time:457,34.45215653,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:487,oname:hds_otype:lst_usecol:trgw_2_29_15_time:487,34.57911228,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:518,oname:hds_otype:lst_usecol:trgw_2_29_15_time:518,34.63647894,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:548,oname:hds_otype:lst_usecol:trgw_2_29_15_time:548,34.60690605,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:579,oname:hds_otype:lst_usecol:trgw_2_29_15_time:579,34.49384299,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:61,oname:hds_otype:lst_usecol:trgw_2_29_15_time:61,34.32055439,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:610,oname:hds_otype:lst_usecol:trgw_2_29_15_time:610,34.33152991,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:640,oname:hds_otype:lst_usecol:trgw_2_29_15_time:640,34.16784087,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:671,oname:hds_otype:lst_usecol:trgw_2_29_15_time:671,34.03864249,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:701,oname:hds_otype:lst_usecol:trgw_2_29_15_time:701,33.98578877,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:732,oname:hds_otype:lst_usecol:trgw_2_29_15_time:732,34.06081038,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_time:92,oname:hds_otype:lst_usecol:trgw_2_29_15_time:92,34.47789044,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:1,oname:hds_otype:lst_usecol:trgw_2_2_15_time:1,34.51405504,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:122,oname:hds_otype:lst_usecol:trgw_2_2_15_time:122,35.07446965,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:153,oname:hds_otype:lst_usecol:trgw_2_2_15_time:153,35.1515872,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:183,oname:hds_otype:lst_usecol:trgw_2_2_15_time:183,35.13593383,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:214,oname:hds_otype:lst_usecol:trgw_2_2_15_time:214,35.02936887,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:245,oname:hds_otype:lst_usecol:trgw_2_2_15_time:245,34.86147536,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:275,oname:hds_otype:lst_usecol:trgw_2_2_15_time:275,34.68243464,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:306,oname:hds_otype:lst_usecol:trgw_2_2_15_time:306,34.53083943,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:32,oname:hds_otype:lst_usecol:trgw_2_2_15_time:32,34.60682245,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:336,oname:hds_otype:lst_usecol:trgw_2_2_15_time:336,34.45541039,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:367,oname:hds_otype:lst_usecol:trgw_2_2_15_time:367,34.47315491,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:398,oname:hds_otype:lst_usecol:trgw_2_2_15_time:398,34.57690225,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:426,oname:hds_otype:lst_usecol:trgw_2_2_15_time:426,34.72716561,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:457,oname:hds_otype:lst_usecol:trgw_2_2_15_time:457,34.91026403,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:487,oname:hds_otype:lst_usecol:trgw_2_2_15_time:487,35.05715823,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:518,oname:hds_otype:lst_usecol:trgw_2_2_15_time:518,35.13636294,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:548,oname:hds_otype:lst_usecol:trgw_2_2_15_time:548,35.12178167,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:579,oname:hds_otype:lst_usecol:trgw_2_2_15_time:579,35.01601505,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:61,oname:hds_otype:lst_usecol:trgw_2_2_15_time:61,34.75489463,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:610,oname:hds_otype:lst_usecol:trgw_2_2_15_time:610,34.84943695,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:640,oname:hds_otype:lst_usecol:trgw_2_2_15_time:640,34.67231473,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:671,oname:hds_otype:lst_usecol:trgw_2_2_15_time:671,34.52311662,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:701,oname:hds_otype:lst_usecol:trgw_2_2_15_time:701,34.45016764,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:732,oname:hds_otype:lst_usecol:trgw_2_2_15_time:732,34.51002619,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_time:92,oname:hds_otype:lst_usecol:trgw_2_2_15_time:92,34.93111013,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:1,oname:hds_otype:lst_usecol:trgw_2_2_9_time:1,34.8447438,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:122,oname:hds_otype:lst_usecol:trgw_2_2_9_time:122,35.63168986,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:153,oname:hds_otype:lst_usecol:trgw_2_2_9_time:153,35.76318272,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:183,oname:hds_otype:lst_usecol:trgw_2_2_9_time:183,35.76731451,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:214,oname:hds_otype:lst_usecol:trgw_2_2_9_time:214,35.64122482,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:245,oname:hds_otype:lst_usecol:trgw_2_2_9_time:245,35.41922615,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:275,oname:hds_otype:lst_usecol:trgw_2_2_9_time:275,35.16855965,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:306,oname:hds_otype:lst_usecol:trgw_2_2_9_time:306,34.94287909,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:32,oname:hds_otype:lst_usecol:trgw_2_2_9_time:32,34.96482842,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:336,oname:hds_otype:lst_usecol:trgw_2_2_9_time:336,34.81475903,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:367,oname:hds_otype:lst_usecol:trgw_2_2_9_time:367,34.81303752,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:398,oname:hds_otype:lst_usecol:trgw_2_2_9_time:398,34.93612607,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:426,oname:hds_otype:lst_usecol:trgw_2_2_9_time:426,35.13379339,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:457,oname:hds_otype:lst_usecol:trgw_2_2_9_time:457,35.38991024,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:487,oname:hds_otype:lst_usecol:trgw_2_2_9_time:487,35.6082786,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:518,oname:hds_otype:lst_usecol:trgw_2_2_9_time:518,35.74175157,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:548,oname:hds_otype:lst_usecol:trgw_2_2_9_time:548,35.74674641,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:579,oname:hds_otype:lst_usecol:trgw_2_2_9_time:579,35.62131817,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:61,oname:hds_otype:lst_usecol:trgw_2_2_9_time:61,35.1659561,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:610,oname:hds_otype:lst_usecol:trgw_2_2_9_time:610,35.4005837,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:640,oname:hds_otype:lst_usecol:trgw_2_2_9_time:640,35.15221932,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:671,oname:hds_otype:lst_usecol:trgw_2_2_9_time:671,34.92970379,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:701,oname:hds_otype:lst_usecol:trgw_2_2_9_time:701,34.80516285,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:732,oname:hds_otype:lst_usecol:trgw_2_2_9_time:732,34.85907325,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_time:92,oname:hds_otype:lst_usecol:trgw_2_2_9_time:92,35.41654595,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:1,oname:hds_otype:lst_usecol:trgw_2_33_7_time:1,34.17277207,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:122,oname:hds_otype:lst_usecol:trgw_2_33_7_time:122,34.79058216,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:153,oname:hds_otype:lst_usecol:trgw_2_33_7_time:153,34.86672828,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,153,trgw
