,Unnamed: 0,hk1,rch0,ne1,rch1
57,57,1.8461538461538465,1.1538461538461535,0.01,1.0
58,58,1.8461538461538465,1.1923076923076923,0.01,1.0
59,59,1.8461538461538465,1.2307692307692308,0.01,1.0
60,60,1.8461538461538465,1.2692307692307692,0.01,1.0
61,61,1.8461538461538465,1.3076923076923077,0.01,1.0
62,62,1.8461538461538465,1.3461538461538465,0.01,1.0
63,63,1.8461538461538465,1.3846153846153846,0.01,1.0
64,64,1.8461538461538465,1.4230769230769231,0.01,1.0
65,65,1.8461538461538465,1.4615384615384617,0.01,1.0
66,66,1.8461538461538465,1.5,0.01,1.0
67,67,1.8461538461538465,1.5384615384615383,0.01,1.0
68,68,1.8461538461538465,1.576923076923077,0.01,1.0
69,69,1.8461538461538465,1.6153846153846154,0.01,1.0
70,70,1.8461538461538465,1.653846153846154,0.01,1.0
71,71,1.8461538461538465,1.6923076923076923,0.01,1.0
72,72,1.8461538461538465,1.7307692307692308,0.01,1.0
73,73,1.8461538461538465,1.7692307692307694,0.01,1.0
74,74,1.8461538461538465,1.807692307692308,0.01,1.0
75,75,1.8461538461538465,1.8461538461538465,0.01,1.0
76,76,1.8461538461538465,1.8846153846153848,0.01,1.0
77,77,1.8461538461538465,1.9230769230769231,0.01,1.0
78,78,1.8461538461538465,1.9615384615384617,0.01,1.0
79,79,1.8461538461538465,2.0,0.01,1.0
80,80,2.1923076923076925,0.5,0.01,1.0
81,81,2.1923076923076925,0.5384615384615384,0.01,1.0
82,82,2.1923076923076925,0.5769230769230769,0.01,1.0
83,83,2.1923076923076925,0.6153846153846154,0.01,1.0
84,84,2.1923076923076925,0.6538461538461539,0.01,1.0
85,85,2.1923076923076925,0.6923076923076923,0.01,1.0
86,86,2.1923076923076925,0.7307692307692308,0.01,1.0
87,87,2.1923076923076925,0.7692307692307693,0.01,1.0
88,88,2.1923076923076925,0.8076923076923077,0.01,1.0
89,89,2.1923076923076925,0.8461538461538461,0.01,1.0
90,90,2.1923076923076925,0.8846153846153846,0.01,1.0
91,91,2.1923076923076925,0.9230769230769232,0.01,1.0
92,92,2.1923076923076925,0.9615384615384616,0.01,1.0
93,93,2.1923076923076925,1.0,0.01,1.0
94,94,2.1923076923076925,1.0384615384615383,0.01,1.0
95,95,2.1923076923076925,1.076923076923077,0.01,1.0
96,96,2.1923076923076925,1.1153846153846154,0.01,1.0
97,97,2.1923076923076925,1.1538461538461535,0.01,1.0
98,98,2.1923076923076925,1.1923076923076923,0.01,1.0
99,99,2.1923076923076925,1.2307692307692308,0.01,1.0
100,100,2.1923076923076925,1.2692307692307692,0.01,1.0
101,101,2.1923076923076925,1.3076923076923077,0.01,1.0
102,102,2.1923076923076925,1.3461538461538465,0.01,1.0
103,103,2.1923076923076925,1.3846153846153846,0.01,1.0
104,104,2.1923076923076925,1.4230769230769231,0.01,1.0
105,105,2.1923076923076925,1.4615384615384617,0.01,1.0
106,106,2.1923076923076925,1.5,0.01,1.0
107,107,2.1923076923076925,1.5384615384615383,0.01,1.0
108,108,2.1923076923076925,1.576923076923077,0.01,1.0
109,109,2.1923076923076925,1.6153846153846154,0.01,1.0
110,110,2.1923076923076925,1.653846153846154,0.01,1.0
111,111,2.1923076923076925,1.6923076923076923,0.01,1.0
112,112,2.1923076923076925,1.7307692307692308,0.01,1.0
113,113,2.1923076923076925,1.7692307692307694,0.01,1.0
114,114,2.1923076923076925,1.807692307692308,0.01,1.0
115,115,2.1923076923076925,1.8461538461538465,0.01,1.0
116,116,2.1923076923076925,1.8846153846153848,0.01,1.0
117,117,2.1923076923076925,1.9230769230769231,0.01,1.0
118,118,2.1923076923076925,1.9615384615384617,0.01,1.0
119,119,2.1923076923076925,2.0,0.01,1.0
120,120,2.5384615384615383,0.5,0.01,1.0
121,121,2.5384615384615383,0.5384615384615384,0.01,1.0
122,122,2.5384615384615383,0.5769230769230769,0.01,1.0
123,123,2.5384615384615383,0.6153846153846154,0.01,1.0
124,124,2.5384615384615383,0.6538461538461539,0.01,1.0
125,125,2.5384615384615383,0.6923076923076923,0.01,1.0
126,126,2.5384615384615383,0.7307692307692308,0.01,1.0
127,127,2.5384615384615383,0.7692307692307693,0.01,1.0
128,128,2.5384615384615383,0.8076923076923077,0.01,1.0
129,129,2.5384615384615383,0.8461538461538461,0.01,1.0
130,130,2.5384615384615383,0.8846153846153846,0.01,1.0
131,131,2.5384615384615383,0.9230769230769232,0.01,1.0
132,132,2.5384615384615383,0.9615384615384616,0.01,1.0
133,133,2.5384615384615383,1.0,0.01,1.0
134,134,2.5384615384615383,1.0384615384615383,0.01,1.0
135,135,2.5384615384615383,1.076923076923077,0.01,1.0
136,136,2.5384615384615383,1.1153846153846154,0.01,1.0
137,137,2.5384615384615383,1.1538461538461535,0.01,1.0
138,138,2.5384615384615383,1.1923076923076923,0.01,1.0
139,139,2.5384615384615383,1.2307692307692308,0.01,1.0
140,140,2.5384615384615383,1.2692307692307692,0.01,1.0
141,141,2.5384615384615383,1.3076923076923077,0.01,1.0
142,142,2.5384615384615383,1.3461538461538465,0.01,1.0
143,143,2.5384615384615383,1.3846153846153846,0.01,1.0
144,144,2.5384615384615383,1.4230769230769231,0.01,1.0
145,145,2.5384615384615383,1.4615384615384617,0.01,1.0
146,146,2.5384615384615383,1.5,0.01,1.0
147,147,2.5384615384615383,1.5384615384615383,0.01,1.0
148,148,2.5384615384615383,1.576923076923077,0.01,1.0
149,149,2.5384615384615383,1.6153846153846154,0.01,1.0
150,150,2.5384615384615383,1.653846153846154,0.01,1.0
151,151,2.5384615384615383,1.6923076923076923,0.01,1.0
152,152,2.5384615384615383,1.7307692307692308,0.01,1.0
153,153,2.5384615384615383,1.7692307692307694,0.01,1.0
154,154,2.5384615384615383,1.807692307692308,0.01,1.0
155,155,2.5384615384615383,1.8461538461538465,0.01,1.0
156,156,2.5384615384615383,1.8846153846153848,0.01,1.0
157,157,2.5384615384615383,1.9230769230769231,0.01,1.0
158,158,2.5384615384615383,1.9615384615384617,0.01,1.0
159,159,2.5384615384615383,2.0,0.01,1.0
160,160,2.8846153846153846,0.5,0.01,1.0
161,161,2.8846153846153846,0.5384615384615384,0.01,1.0
162,162,2.8846153846153846,0.5769230769230769,0.01,1.0
163,163,2.8846153846153846,0.6153846153846154,0.01,1.0
164,164,2.8846153846153846,0.6538461538461539,0.01,1.0
165,165,2.8846153846153846,0.6923076923076923,0.01,1.0
166,166,2.8846153846153846,0.7307692307692308,0.01,1.0
167,167,2.8846153846153846,0.7692307692307693,0.01,1.0
168,168,2.8846153846153846,0.8076923076923077,0.01,1.0
169,169,2.8846153846153846,0.8461538461538461,0.01,1.0
170,170,2.8846153846153846,0.8846153846153846,0.01,1.0
171,171,2.8846153846153846,0.9230769230769232,0.01,1.0
172,172,2.8846153846153846,0.9615384615384616,0.01,1.0
173,173,2.8846153846153846,1.0,0.01,1.0
174,174,2.8846153846153846,1.0384615384615383,0.01,1.0
175,175,2.8846153846153846,1.076923076923077,0.01,1.0
176,176,2.8846153846153846,1.1153846153846154,0.01,1.0
177,177,2.8846153846153846,1.1538461538461535,0.01,1.0
178,178,2.8846153846153846,1.1923076923076923,0.01,1.0
179,179,2.8846153846153846,1.2307692307692308,0.01,1.0
180,180,2.8846153846153846,1.2692307692307692,0.01,1.0
181,181,2.8846153846153846,1.3076923076923077,0.01,1.0
182,182,2.8846153846153846,1.3461538461538465,0.01,1.0
183,183,2.8846153846153846,1.3846153846153846,0.01,1.0
184,184,2.8846153846153846,1.4230769230769231,0.01,1.0
185,185,2.8846153846153846,1.4615384615384617,0.01,1.0
186,186,2.8846153846153846,1.5,0.01,1.0
187,187,2.8846153846153846,1.5384615384615383,0.01,1.0
188,188,2.8846153846153846,1.576923076923077,0.01,1.0
189,189,2.8846153846153846,1.6153846153846154,0.01,1.0
190,190,2.8846153846153846,1.653846153846154,0.01,1.0
191,191,2.8846153846153846,1.6923076923076923,0.01,1.0
192,192,2.8846153846153846,1.7307692307692308,0.01,1.0
193,193,2.8846153846153846,1.7692307692307694,0.01,1.0
194,194,2.8846153846153846,1.807692307692308,0.01,1.0
195,195,2.8846153846153846,1.8461538461538465,0.01,1.0
196,196,2.8846153846153846,1.8846153846153848,0.01,1.0
197,197,2.8846153846153846,1.9230769230769231,0.01,1.0
198,198,2.8846153846153846,1.9615384615384617,0.01,1.0
199,199,2.8846153846153846,2.0,0.01,1.0
200,200,3.230769230769231,0.5,0.01,1.0
201,201,3.230769230769231,0.5384615384615384,0.01,1.0
202,202,3.230769230769231,0.5769230769230769,0.01,1.0
203,203,3.230769230769231,0.6153846153846154,0.01,1.0
204,204,3.230769230769231,0.6538461538461539,0.01,1.0
205,205,3.230769230769231,0.6923076923076923,0.01,1.0
206,206,3.230769230769231,0.7307692307692308,0.01,1.0
207,207,3.230769230769231,0.7692307692307693,0.01,1.0
208,208,3.230769230769231,0.8076923076923077,0.01,1.0
209,209,3.230769230769231,0.8461538461538461,0.01,1.0
210,210,3.230769230769231,0.8846153846153846,0.01,1.0
211,211,3.230769230769231,0.9230769230769232,0.01,1.0
212,212,3.230769230769231,0.9615384615384616,0.01,1.0
213,213,3.230769230769231,1.0,0.01,1.0
214,214,3.230769230769231,1.0384615384615383,0.01,1.0
215,215,3.230769230769231,1.076923076923077,0.01,1.0
216,216,3.230769230769231,1.1153846153846154,0.01,1.0
217,217,3.230769230769231,1.1538461538461535,0.01,1.0
218,218,3.230769230769231,1.1923076923076923,0.01,1.0
219,219,3.230769230769231,1.2307692307692308,0.01,1.0
220,220,3.230769230769231,1.2692307692307692,0.01,1.0
221,221,3.230769230769231,1.3076923076923077,0.01,1.0
222,222,3.230769230769231,1.3461538461538465,0.01,1.0
223,223,3.230769230769231,1.3846153846153846,0.01,1.0
224,224,3.230769230769231,1.4230769230769231,0.01,1.0
225,225,3.230769230769231,1.4615384615384617,0.01,1.0
226,226,3.230769230769231,1.5,0.01,1.0
227,227,3.230769230769231,1.5384615384615383,0.01,1.0
228,228,3.230769230769231,1.576923076923077,0.01,1.0
229,229,3.230769230769231,1.6153846153846154,0.01,1.0
230,230,3.230769230769231,1.653846153846154,0.01,1.0
231,231,3.230769230769231,1.6923076923076923,0.01,1.0
232,232,3.230769230769231,1.7307692307692308,0.01,1.0
233,233,3.230769230769231,1.7692307692307694,0.01,1.0
234,234,3.230769230769231,1.807692307692308,0.01,1.0
235,235,3.230769230769231,1.8461538461538465,0.01,1.0
236,236,3.230769230769231,1.8846153846153848,0.01,1.0
237,237,3.230769230769231,1.9230769230769231,0.01,1.0
238,238,3.230769230769231,1.9615384615384617,0.01,1.0
239,239,3.230769230769231,2.0,0.01,1.0
240,240,3.5769230769230766,0.5,0.01,1.0
241,241,3.5769230769230766,0.5384615384615384,0.01,1.0
242,242,3.5769230769230766,0.5769230769230769,0.01,1.0
243,243,3.5769230769230766,0.6153846153846154,0.01,1.0
244,244,3.5769230769230766,0.6538461538461539,0.01,1.0
245,245,3.5769230769230766,0.6923076923076923,0.01,1.0
246,246,3.5769230769230766,0.7307692307692308,0.01,1.0
247,247,3.5769230769230766,0.7692307692307693,0.01,1.0
248,248,3.5769230769230766,0.8076923076923077,0.01,1.0
249,249,3.5769230769230766,0.8461538461538461,0.01,1.0
250,250,3.5769230769230766,0.8846153846153846,0.01,1.0
251,251,3.5769230769230766,0.9230769230769232,0.01,1.0
252,252,3.5769230769230766,0.9615384615384616,0.01,1.0
253,253,3.5769230769230766,1.0,0.01,1.0
254,254,3.5769230769230766,1.0384615384615383,0.01,1.0
255,255,3.5769230769230766,1.076923076923077,0.01,1.0
256,256,3.5769230769230766,1.1153846153846154,0.01,1.0
257,257,3.5769230769230766,1.1538461538461535,0.01,1.0
258,258,3.5769230769230766,1.1923076923076923,0.01,1.0
259,259,3.5769230769230766,1.2307692307692308,0.01,1.0
260,260,3.5769230769230766,1.2692307692307692,0.01,1.0
261,261,3.5769230769230766,1.3076923076923077,0.01,1.0
262,262,3.5769230769230766,1.3461538461538465,0.01,1.0
263,263,3.5769230769230766,1.3846153846153846,0.01,1.0
264,264,3.5769230769230766,1.4230769230769231,0.01,1.0
265,265,3.5769230769230766,1.4615384615384617,0.01,1.0
266,266,3.5769230769230766,1.5,0.01,1.0
267,267,3.5769230769230766,1.5384615384615383,0.01,1.0
268,268,3.5769230769230766,1.576923076923077,0.01,1.0
269,269,3.5769230769230766,1.6153846153846154,0.01,1.0
270,270,3.5769230769230766,1.653846153846154,0.01,1.0
271,271,3.5769230769230766,1.6923076923076923,0.01,1.0
272,272,3.5769230769230766,1.7307692307692308,0.01,1.0
273,273,3.5769230769230766,1.7692307692307694,0.01,1.0
274,274,3.5769230769230766,1.807692307692308,0.01,1.0
275,275,3.5769230769230766,1.8461538461538465,0.01,1.0
276,276,3.5769230769230766,1.8846153846153848,0.01,1.0
277,277,3.5769230769230766,1.9230769230769231,0.01,1.0
278,278,3.5769230769230766,1.9615384615384617,0.01,1.0
279,279,3.5769230769230766,2.0,0.01,1.0
280,280,3.923076923076923,0.5,0.01,1.0
281,281,3.923076923076923,0.5384615384615384,0.01,1.0
282,282,3.923076923076923,0.5769230769230769,0.01,1.0
283,283,3.923076923076923,0.6153846153846154,0.01,1.0
284,284,3.923076923076923,0.6538461538461539,0.01,1.0
285,285,3.923076923076923,0.6923076923076923,0.01,1.0
286,286,3.923076923076923,0.7307692307692308,0.01,1.0
287,287,3.923076923076923,0.7692307692307693,0.01,1.0
288,288,3.923076923076923,0.8076923076923077,0.01,1.0
289,289,3.923076923076923,0.8461538461538461,0.01,1.0
290,290,3.923076923076923,0.8846153846153846,0.01,1.0
291,291,3.923076923076923,0.9230769230769232,0.01,1.0
292,292,3.923076923076923,0.9615384615384616,0.01,1.0
293,293,3.923076923076923,1.0,0.01,1.0
294,294,3.923076923076923,1.0384615384615383,0.01,1.0
295,295,3.923076923076923,1.076923076923077,0.01,1.0
296,296,3.923076923076923,1.1153846153846154,0.01,1.0
297,297,3.923076923076923,1.1538461538461535,0.01,1.0
298,298,3.923076923076923,1.1923076923076923,0.01,1.0
299,299,3.923076923076923,1.2307692307692308,0.01,1.0
300,300,3.923076923076923,1.2692307692307692,0.01,1.0
301,301,3.923076923076923,1.3076923076923077,0.01,1.0
302,302,3.923076923076923,1.3461538461538465,0.01,1.0
303,303,3.923076923076923,1.3846153846153846,0.01,1.0
304,304,3.923076923076923,1.4230769230769231,0.01,1.0
305,305,3.923076923076923,1.4615384615384617,0.01,1.0
306,306,3.923076923076923,1.5,0.01,1.0
307,307,3.923076923076923,1.5384615384615383,0.01,1.0
308,308,3.923076923076923,1.576923076923077,0.01,1.0
309,309,3.923076923076923,1.6153846153846154,0.01,1.0
310,310,3.923076923076923,1.653846153846154,0.01,1.0
311,311,3.923076923076923,1.6923076923076923,0.01,1.0
312,312,3.923076923076923,1.7307692307692308,0.01,1.0
313,313,3.923076923076923,1.7692307692307694,0.01,1.0
314,314,3.923076923076923,1.807692307692308,0.01,1.0
315,315,3.923076923076923,1.8461538461538465,0.01,1.0
316,316,3.923076923076923,1.8846153846153848,0.01,1.0
317,317,3.923076923076923,1.9230769230769231,0.01,1.0
318,318,3.923076923076923,1.9615384615384617,0.01,1.0
319,319,3.923076923076923,2.0,0.01,1.0
320,320,4.269230769230769,0.5,0.01,1.0
321,321,4.269230769230769,0.5384615384615384,0.01,1.0
322,322,4.269230769230769,0.5769230769230769,0.01,1.0
323,323,4.269230769230769,0.6153846153846154,0.01,1.0
324,324,4.269230769230769,0.6538461538461539,0.01,1.0
325,325,4.269230769230769,0.6923076923076923,0.01,1.0
326,326,4.269230769230769,0.7307692307692308,0.01,1.0
327,327,4.269230769230769,0.7692307692307693,0.01,1.0
328,328,4.269230769230769,0.8076923076923077,0.01,1.0
329,329,4.269230769230769,0.8461538461538461,0.01,1.0
330,330,4.269230769230769,0.8846153846153846,0.01,1.0
331,331,4.269230769230769,0.9230769230769232,0.01,1.0
332,332,4.269230769230769,0.9615384615384616,0.01,1.0
333,333,4.269230769230769,1.0,0.01,1.0
334,334,4.269230769230769,1.0384615384615383,0.01,1.0
335,335,4.269230769230769,1.076923076923077,0.01,1.0
336,336,4.269230769230769,1.1153846153846154,0.01,1.0
337,337,4.269230769230769,1.1538461538461535,0.01,1.0
338,338,4.269230769230769,1.1923076923076923,0.01,1.0
339,339,4.269230769230769,1.2307692307692308,0.01,1.0
340,340,4.269230769230769,1.2692307692307692,0.01,1.0
341,341,4.269230769230769,1.3076923076923077,0.01,1.0
342,342,4.269230769230769,1.3461538461538465,0.01,1.0
343,343,4.269230769230769,1.3846153846153846,0.01,1.0
344,344,4.269230769230769,1.4230769230769231,0.01,1.0
345,345,4.269230769230769,1.4615384615384617,0.01,1.0
346,346,4.269230769230769,1.5,0.01,1.0
347,347,4.269230769230769,1.5384615384615383,0.01,1.0
348,348,4.269230769230769,1.576923076923077,0.01,1.0
349,349,4.269230769230769,1.6153846153846154,0.01,1.0
350,350,4.269230769230769,1.653846153846154,0.01,1.0
351,351,4.269230769230769,1.6923076923076923,0.01,1.0
352,352,4.269230769230769,1.7307692307692308,0.01,1.0
353,353,4.269230769230769,1.7692307692307694,0.01,1.0
354,354,4.269230769230769,1.807692307692308,0.01,1.0
355,355,4.269230769230769,1.8461538461538465,0.01,1.0
356,356,4.269230769230769,1.8846153846153848,0.01,1.0
357,357,4.269230769230769,1.9230769230769231,0.01,1.0
358,358,4.269230769230769,1.9615384615384617,0.01,1.0
359,359,4.269230769230769,2.0,0.01,1.0
360,360,4.615384615384615,0.5,0.01,1.0
361,361,4.615384615384615,0.5384615384615384,0.01,1.0
362,362,4.615384615384615,0.5769230769230769,0.01,1.0
363,363,4.615384615384615,0.6153846153846154,0.01,1.0
364,364,4.615384615384615,0.6538461538461539,0.01,1.0
365,365,4.615384615384615,0.6923076923076923,0.01,1.0
366,366,4.615384615384615,0.7307692307692308,0.01,1.0
367,367,4.615384615384615,0.7692307692307693,0.01,1.0
368,368,4.615384615384615,0.8076923076923077,0.01,1.0
369,369,4.615384615384615,0.8461538461538461,0.01,1.0
370,370,4.615384615384615,0.8846153846153846,0.01,1.0
371,371,4.615384615384615,0.9230769230769232,0.01,1.0
372,372,4.615384615384615,0.9615384615384616,0.01,1.0
373,373,4.615384615384615,1.0,0.01,1.0
374,374,4.615384615384615,1.0384615384615383,0.01,1.0
375,375,4.615384615384615,1.076923076923077,0.01,1.0
376,376,4.615384615384615,1.1153846153846154,0.01,1.0
377,377,4.615384615384615,1.1538461538461535,0.01,1.0
378,378,4.615384615384615,1.1923076923076923,0.01,1.0
379,379,4.615384615384615,1.2307692307692308,0.01,1.0
380,380,4.615384615384615,1.2692307692307692,0.01,1.0
381,381,4.615384615384615,1.3076923076923077,0.01,1.0
382,382,4.615384615384615,1.3461538461538465,0.01,1.0
383,383,4.615384615384615,1.3846153846153846,0.01,1.0
384,384,4.615384615384615,1.4230769230769231,0.01,1.0
385,385,4.615384615384615,1.4615384615384617,0.01,1.0
386,386,4.615384615384615,1.5,0.01,1.0
387,387,4.615384615384615,1.5384615384615383,0.01,1.0
388,388,4.615384615384615,1.576923076923077,0.01,1.0
389,389,4.615384615384615,1.6153846153846154,0.01,1.0
390,390,4.615384615384615,1.653846153846154,0.01,1.0
391,391,4.615384615384615,1.6923076923076923,0.01,1.0
392,392,4.615384615384615,1.7307692307692308,0.01,1.0
393,393,4.615384615384615,1.7692307692307694,0.01,1.0
394,394,4.615384615384615,1.807692307692308,0.01,1.0
395,395,4.615384615384615,1.8461538461538465,0.01,1.0
396,396,4.615384615384615,1.8846153846153848,0.01,1.0
397,397,4.615384615384615,1.9230769230769231,0.01,1.0
398,398,4.615384615384615,1.9615384615384617,0.01,1.0
399,399,4.615384615384615,2.0,0.01,1.0
400,400,4.961538461538462,0.5,0.01,1.0
401,401,4.961538461538462,0.5384615384615384,0.01,1.0
402,402,4.961538461538462,0.5769230769230769,0.01,1.0
403,403,4.961538461538462,0.6153846153846154,0.01,1.0
404,404,4.961538461538462,0.6538461538461539,0.01,1.0
405,405,4.961538461538462,0.6923076923076923,0.01,1.0
406,406,4.961538461538462,0.7307692307692308,0.01,1.0
407,407,4.961538461538462,0.7692307692307693,0.01,1.0
408,408,4.961538461538462,0.8076923076923077,0.01,1.0
409,409,4.961538461538462,0.8461538461538461,0.01,1.0
410,410,4.961538461538462,0.8846153846153846,0.01,1.0
411,411,4.961538461538462,0.9230769230769232,0.01,1.0
412,412,4.961538461538462,0.9615384615384616,0.01,1.0
413,413,4.961538461538462,1.0,0.01,1.0
414,414,4.961538461538462,1.0384615384615383,0.01,1.0
415,415,4.961538461538462,1.076923076923077,0.01,1.0
416,416,4.961538461538462,1.1153846153846154,0.01,1.0
417,417,4.961538461538462,1.1538461538461535,0.01,1.0
418,418,4.961538461538462,1.1923076923076923,0.01,1.0
419,419,4.961538461538462,1.2307692307692308,0.01,1.0
420,420,4.961538461538462,1.2692307692307692,0.01,1.0
421,421,4.961538461538462,1.3076923076923077,0.01,1.0
422,422,4.961538461538462,1.3461538461538465,0.01,1.0
423,423,4.961538461538462,1.3846153846153846,0.01,1.0
424,424,4.961538461538462,1.4230769230769231,0.01,1.0
425,425,4.961538461538462,1.4615384615384617,0.01,1.0
426,426,4.961538461538462,1.5,0.01,1.0
427,427,4.961538461538462,1.5384615384615383,0.01,1.0
428,428,4.961538461538462,1.576923076923077,0.01,1.0
429,429,4.961538461538462,1.6153846153846154,0.01,1.0
430,430,4.961538461538462,1.653846153846154,0.01,1.0
431,431,4.961538461538462,1.6923076923076923,0.01,1.0
432,432,4.961538461538462,1.7307692307692308,0.01,1.0
433,433,4.961538461538462,1.7692307692307694,0.01,1.0
434,434,4.961538461538462,1.807692307692308,0.01,1.0
435,435,4.961538461538462,1.8461538461538465,0.01,1.0
436,436,4.961538461538462,1.8846153846153848,0.01,1.0
437,437,4.961538461538462,1.9230769230769231,0.01,1.0
438,438,4.961538461538462,1.9615384615384617,0.01,1.0
439,439,4.961538461538462,2.0,0.01,1.0
440,440,5.307692307692308,0.5,0.01,1.0
441,441,5.307692307692308,0.5384615384615384,0.01,1.0
442,442,5.307692307692308,0.5769230769230769,0.01,1.0
443,443,5.307692307692308,0.6153846153846154,0.01,1.0
444,444,5.307692307692308,0.6538461538461539,0.01,1.0
445,445,5.307692307692308,0.6923076923076923,0.01,1.0
446,446,5.307692307692308,0.7307692307692308,0.01,1.0
447,447,5.307692307692308,0.7692307692307693,0.01,1.0
448,448,5.307692307692308,0.8076923076923077,0.01,1.0
449,449,5.307692307692308,0.8461538461538461,0.01,1.0
450,450,5.307692307692308,0.8846153846153846,0.01,1.0
451,451,5.307692307692308,0.9230769230769232,0.01,1.0
452,452,5.307692307692308,0.9615384615384616,0.01,1.0
453,453,5.307692307692308,1.0,0.01,1.0
454,454,5.307692307692308,1.0384615384615383,0.01,1.0
455,455,5.307692307692308,1.076923076923077,0.01,1.0
456,456,5.307692307692308,1.1153846153846154,0.01,1.0
457,457,5.307692307692308,1.1538461538461535,0.01,1.0
458,458,5.307692307692308,1.1923076923076923,0.01,1.0
459,459,5.307692307692308,1.2307692307692308,0.01,1.0
460,460,5.307692307692308,1.2692307692307692,0.01,1.0
461,461,5.307692307692308,1.3076923076923077,0.01,1.0
462,462,5.307692307692308,1.3461538461538465,0.01,1.0
463,463,5.307692307692308,1.3846153846153846,0.01,1.0
464,464,5.307692307692308,1.4230769230769231,0.01,1.0
465,465,5.307692307692308,1.4615384615384617,0.01,1.0
466,466,5.307692307692308,1.5,0.01,1.0
467,467,5.307692307692308,1.5384615384615383,0.01,1.0
468,468,5.307692307692308,1.576923076923077,0.01,1.0
469,469,5.307692307692308,1.6153846153846154,0.01,1.0
470,470,5.307692307692308,1.653846153846154,0.01,1.0
471,471,5.307692307692308,1.6923076923076923,0.01,1.0
472,472,5.307692307692308,1.7307692307692308,0.01,1.0
473,473,5.307692307692308,1.7692307692307694,0.01,1.0
474,474,5.307692307692308,1.807692307692308,0.01,1.0
475,475,5.307692307692308,1.8461538461538465,0.01,1.0
476,476,5.307692307692308,1.8846153846153848,0.01,1.0
477,477,5.307692307692308,1.9230769230769231,0.01,1.0
478,478,5.307692307692308,1.9615384615384617,0.01,1.0
479,479,5.307692307692308,2.0,0.01,1.0
480,480,5.653846153846153,0.5,0.01,1.0
481,481,5.653846153846153,0.5384615384615384,0.01,1.0
482,482,5.653846153846153,0.5769230769230769,0.01,1.0
483,483,5.653846153846153,0.6153846153846154,0.01,1.0
484,484,5.653846153846153,0.6538461538461539,0.01,1.0
485,485,5.653846153846153,0.6923076923076923,0.01,1.0
486,486,5.653846153846153,0.7307692307692308,0.01,1.0
487,487,5.653846153846153,0.7692307692307693,0.01,1.0
488,488,5.653846153846153,0.8076923076923077,0.01,1.0
