1,r1,r2,r5,r10,r20,r50,r100
1.8286068504489998,-8.467170000000471e-05,-0.00016965930000000483,-0.00042967639999995366,-0.0008988419999999761,-0.002113688999999877,-0.010823724000000312,-0.06148753999999923
1.958350999922,-8.799009999999399e-05,-0.000176306299999986,-0.0004464717000000201,-0.0009337040000001462,-0.0021935799999997507,-0.011201695999998873,-0.06352516000000252
2.0945823568699997,-9.136050000001401e-05,-0.00018305730000002865,-0.0004635286999999516,-0.0009690999999999172,-0.002274629999999417,-0.011584139999999687,-0.06558302999999932
2.237625281664,-9.478560000001062e-05,-0.0001899178999999803,-0.0004808615000000821,-0.0010050589999997805,-0.002356903999999743,-0.011971328999998976,-0.06766249999999863
2.3878203526979997,-9.82684000000152e-05,-0.00019689369999999207,-0.0004984840000001392,-0.0010416119999998724,-0.002440462999999532,-0.012363522000000127,-0.069764830000002
2.545525177285,-0.00010181110000001894,-0.00020399009999999898,-0.0005164094999999397,-0.0010787820000000142,-0.002525370999999915,-0.012760969000000233,-0.07189120999999965
2.7111152431,-0.00010541690000000908,-0.00021121220000002404,-0.0005346515999999496,-0.0011166010000000781,-0.002611685000000058,-0.013163911999999889,-0.07404279000000069
2.884984812206,-0.0001090880999999981,-0.0002185654000000023,-0.0005532233999998998,-0.0011550929999999682,-0.0026994650000000675,-0.013572584000000332,-0.07622064000000206
3.067547859767,-0.00011282739999997522,-0.0002260548000000001,-0.0005721381999999539,-0.001194288000000085,-0.0027887699999999682,-0.013987212000000915,-0.07842580000000099
3.2592390597070002,-0.00011663740000001678,-0.00023368600000003847,-0.0005914100000000561,-0.0012342099999999856,-0.0028796580000003957,-0.014408019999999355,-0.08065924000000002
3.460514819643,-0.00012052079999998189,-0.00024146399999992393,-0.000611049999999988,-0.0012748869999999052,-0.0029721879999999867,-0.014835219999999316,-0.08292193999999975
3.671854367577,-0.00012448019999999026,-0.0002493941000000256,-0.000631072999999864,-0.001316345999999996,-0.0030664159999999052,-0.015269019999999967,-0.08521474999999834
3.8937608929070002,-0.00012851829999998773,-0.00025748169999997503,-0.0006514919999998925,-0.0013586149999997993,-0.0031624019999995645,-0.01570963000000064,-0.08753857999999892
4.126762744503,-0.00013263779999996353,-0.00026573210000005454,-0.0006723210000000174,-0.001401721999999897,-0.0032602019999994347,-0.016157269999998725,-0.08989426999999883
4.371414688679,-0.0001368411999999944,-0.00027415069999998237,-0.0006935729999999266,-0.0014456910000001932,-0.003359875000000234,-0.016612119999999397,-0.09228258999999794
4.628299230064,-0.000141131399999982,-0.00028274289999999716,-0.0007152610000000018,-0.0014905529999997835,-0.003461478999999823,-0.017074390000000605,-0.09470434000000139
4.898027998519,-0.00014551110000000228,-0.00029151440000003276,-0.0007373999999999228,-0.001536334999999861,-0.003565073999999696,-0.01754427000000003,-0.09716025999999822
5.181243205396,-0.0001499831000000007,-0.0003004706000000676,-0.0007600039999999808,-0.0015830649999999669,-0.0036707199999999607,-0.018021960000000337,-0.09965104999999919
5.478619172617,-0.00015455030000000904,-0.00030961729999999174,-0.000783086000000037,-0.0016307730000001547,-0.0037784750000005585,-0.018507640000001158,-0.10217741000000391
5.790863938198,-0.0001592155000000161,-0.00031896030000004225,-0.0008066629999999367,-0.0016794860000002299,-0.0038884009999996805,-0.019001540000002093,-0.10474000000000316
6.118720942058999,-0.0001639817000000099,-0.00032850540000002246,-0.0008307469999999789,-0.0017292369999998003,-0.004000559999999681,-0.019503800000000848,-0.10733947000000077
6.462970796114,-0.00016885209999997763,-0.00033825889999995057,-0.000855355000000009,-0.0017800549999998777,-0.004115016000000304,-0.02001464000000175,-0.1099764499999989
6.824433142869999,-0.00017382970000003745,-0.0003482269999999753,-0.0008805020000000538,-0.00183197300000007,-0.004231832999999907,-0.020534250000001086,-0.11265153000000194
7.203968606965001,-0.00017891770000000307,-0.0003584163000000702,-0.000906205000000132,-0.0018850220000001666,-0.004351081000000118,-0.021062829999998756,-0.11536531999999933
7.602480844264,-0.00018411980000003318,-0.000368833599999948,-0.0009324819999999984,-0.0019392390000001064,-0.0044728290000004,-0.021600580000000202,-0.11811843000000266
8.020918693429,-0.00018943950000002707,-0.00037948650000001194,-0.000959350000000192,-0.0019946599999993986,-0.004597155000000963,-0.022147720000001425,-0.12091147999999663
8.460278435051,-0.00019488089999996835,-0.00039038310000001283,-0.0009868300000000219,-0.0020513260000000477,-0.0047241420000010415,-0.022704500000000905,-0.12374513000000253
8.921606163755,-0.00020044860000001212,-0.0004015320999999593,-0.0010149450000000032,-0.002109282999999962,-0.004853878999999672,-0.023271150000001017,-0.1266201099999975
9.406000278894,-0.00020614730000000948,-0.000412943699999984,-0.0010437190000000401,-0.0021685800000004196,-0.004986470999999992,-0.023847979999999658,-0.1295372199999978
9.914614099789,-0.00021198299999997984,-0.0004246291999999985,-0.0010731810000001035,-0.002229274999999975,-0.005122034000000497,-0.02443530000000027,-0.13249742000000508
10.448658611730002,-0.00021796220000002732,-0.00043660199999994917,-0.0011033629999997185,-0.0022914350000000083,-0.005260705000000032,-0.025033520000000697,-0.13550182000000022
11.00940534927,-0.00022409260000003442,-0.0004488774000000785,-0.0011343060000001959,-0.002355135999999869,-0.005402643000000651,-0.02564310000000014,-0.13855179000000217
11.59818942368,-0.00023038330000000815,-0.0004614735000000106,-0.001166053999999972,-0.0024204710000003127,-0.005548033999999702,-0.02626457999999887,-0.14164898999999842
12.21641270182,-0.0002368448999999495,-0.0004744116000000506,-0.0011986599999999625,-0.0024875470000004785,-0.005697096999998652,-0.02689861000000071,-0.144795419999999
12.86554714386,-0.00024348979999998244,-0.00048771650000001276,-0.0012321869999998292,-0.0025564889999996065,-0.005850092999999668,-0.027545949999999153,-0.14799351999999488
13.547138308000001,-0.0002503325000000056,-0.0005014172000000414,-0.0012667059999998953,-0.0026274430000000626,-0.006007320999999732,-0.02820752999999898,-0.15124621000000005
14.262809030349999,-0.00025738980000003867,-0.0005155473000000022,-0.0013023029999999908,-0.002700578999999953,-0.006169132000000133,-0.02888440000000103,-0.1545569800000035
15.01426328882,-0.0002646808000000486,-0.0005301450000000027,-0.0013390729999999962,-0.002776091000000064,-0.00633592599999927,-0.029577790000001603,-0.15792990999999867
15.80329026022,-0.0002722270999999492,-0.0005452535999999134,-0.0013771259999999924,-0.0028541959999996147,-0.006508155999999932,-0.030289110000000785,-0.1613697199999986
16.63176858018,-0.0002800528999999906,-0.0005609216000001041,-0.0014165800000000284,-0.0029351409999996136,-0.0066863299999997405,-0.031019930000000806,-0.16488183000000212
17.501670816140003,-0.00028818480000006655,-0.000577202000000103,-0.0014575719999999903,-0.003019192999999948,-0.0068710040000002914,-0.031772010000000184,-0.16847227000000298
18.4150681639,-0.00029665159999997526,-0.0005941526000001127,-0.0015002430000000955,-0.00310664499999988,-0.007062788000000708,-0.03254726999999957,-0.17214776999999737
19.374135379040002,-0.0003054841000000273,-0.0006118346999999316,-0.0015447499999998032,-0.0031978090000002457,-0.007262328999999013,-0.03334775999999928,-0.17591562000000005
20.38115595494,-0.0003147144000000511,-0.0006303120000000426,-0.0015912519999997793,-0.0032930109999995683,-0.007470300000000929,-0.03417567000000288,-0.17978360000000526
21.438527559639997,-0.0003243757000000007,-0.0006496530000000417,-0.001639917999999782,-0.0033925880000000574,-0.007687419999999334,-0.03503328000000194,-0.18375991000000313
22.54876774458,-0.0003345012000000036,-0.0006699230000000583,-0.0016909129999999328,-0.003496875999999677,-0.007914389999999494,-0.03592286999999916,-0.18785298999999256
23.71451993876,-0.00034512410000001395,-0.000691187000000093,-0.0017444039999998245,-0.003606211999999942,-0.008151899999998824,-0.03684675999999776,-0.19207141000000538
24.93855974265,-0.00035627569999995,-0.0007135099999999728,-0.0018005479999999574,-0.0037209159999995745,-0.008400629999999465,-0.03780716000000295,-0.19642360000000636
26.223801536730004,-0.00036798560000004046,-0.000736949000000077,-0.0018594940000001697,-0.003841287000000415,-0.00866119999999998,-0.038806229999999164,-0.20091771999999342
27.573305420520004,-0.00038027969999996497,-0.0007615580000000163,-0.0019213729999998513,-0.00396759200000027,-0.008934199999999226,-0.03984588000000011,-0.20556142
28.99028449849,-0.00039318050000002394,-0.000787380999999962,-0.0019862960000002067,-0.004100056000000407,-0.00922009000000057,-0.04092780999999657,-0.21036165000000162
30.478112530369998,-0.000406704999999976,-0.0008144510000000424,-0.0020543490000000247,-0.00423885700000029,-0.009519239999999929,-0.042053400000002794,-0.21532439000000458
32.040331963839996,-0.000420864599999949,-0.0008427930000000708,-0.002125590000000288,-0.0043841119999998845,-0.009831930000001043,-0.0432237000000002,-0.22045443999999526
33.68066236898,-0.0004356642000000535,-0.0008724150000000153,-0.0022000449999996785,-0.004535870999999858,-0.010158269999999137,-0.044439309999999566,-0.2257553099999976
35.403009294380006,-0.0004511012000000397,-0.0009033119999999825,-0.0022776990000000774,-0.004694113000000555,-0.010498220000002001,-0.04570037000000138,-0.2312288699999998
37.21147356605,-0.00046716549999999135,-0.0009354649999999617,-0.002358503000000206,-0.004858736000000474,-0.010851590000002242,-0.04700651999999805,-0.23687533999999788
39.11036105131,-0.00048383859999993895,-0.000968835000000022,-0.0024423640000000024,-0.0050295559999996575,-0.011218009999999778,-0.04835685999999839,-0.2426930200000066
41.10419291082,-0.0005010933000000779,-0.001003371000000107,-0.00252914600000001,-0.005206299000000414,-0.011596939999999889,-0.04974990999999651,-0.248678229999999
43.19771636331,-0.000518893699999988,-0.001038997999999909,-0.0026186699999999896,-0.005388605999999407,-0.011987639999999633,-0.051183599999998775,-0.2548251699999948
45.395915988430005,-0.0005371955000000629,-0.0010756270000000442,-0.002710712000000143,-0.005576027999999733,-0.01238916999999895,-0.05265526000000076,-0.26112590000000324
47.7040255948,-0.0005559454999999949,-0.0011131549999999699,-0.0028050080000001365,-0.005768031000000229,-0.012800470000001729,-0.054161629999999183,-0.267570270000006
50.12754068149,-0.0005750825000000286,-0.0011514569999999252,-0.002901249000000078,-0.005963991999999307,-0.0132202299999995,-0.05569888000000467,-0.27414582000000465
52.67223152252,-0.0005945371999999637,-0.001190394000000032,-0.002999089999999871,-0.006163217999999304,-0.013647039999997723,-0.05726256999999957,-0.280837970000003
55.34415690560001,-0.0006142338000000164,-0.0012298159999996755,-0.003098149000000522,-0.006364935000000016,-0.01407927000000031,-0.05884777000000341,-0.28762991999999876
58.14967855782999,-0.0006340898999999955,-0.0012695579999999484,-0.0031980139999998602,-0.006568311000000604,-0.014515210000001777,-0.06044903000000379,-0.2945027800000055
61.09547629267001,-0.0006540176999999051,-0.0013094429999999102,-0.003298243000000173,-0.006772455999999594,-0.014953009999998934,-0.06206044000000022,-0.3014357099999976
64.18856391426,-0.0006739255999999375,-0.0013492889999997676,-0.003398376000000175,-0.0069764410000006105,-0.01539070999999892,-0.0636757599999982,-0.308406080000001
67.43630591692,-0.0006937187000000816,-0.0013889050000000236,-0.0034979400000002825,-0.0071793020000002206,-0.015826320000000837,-0.0652883900000012,-0.3153895999999934
70.84643501971999,-0.0007133010000000273,-0.0014280990000000576,-0.003596449000000529,-0.007380063000000936,-0.016257780000000777,-0.06689153999999697,-0.32236062999999593
74.42707057765,-0.0007325759000000737,-0.00146667900000029,-0.0036934209999998913,-0.007577741000000526,-0.01668301999999955,-0.06847823999999725,-0.3292923799999903
78.18673791348999,-0.0007514487999999916,-0.0015044549999999185,-0.0037883799999999246,-0.0077713739999998865,-0.017100010000001276,-0.07004150000000098,-0.33615731000000704
82.13438861611002,-0.0007698278000000183,-0.0015412419999999427,-0.003880863999999873,-0.007960022000000344,-0.01750675000000146,-0.07157438000000016,-0.34292739000000294
86.27942185386999,-0.0007876258000000247,-0.0015768670000002732,-0.003970435000000272,-0.008142796000000507,-0.017901359999999977,-0.07307012999999696,-0.3495744999999939
90.63170675351,-0.0008047615999999883,-0.0016111669999999134,-0.0040566849999999766,-0.008318865000001008,-0.018282050000001382,-0.07452220999999981,-0.35607086000000177
95.20160589814,-0.0008211616000000296,-0.0016439950000002312,-0.004139244000000292,-0.008487473000000356,-0.018647210000000136,-0.07592450999999723,-0.3623893699999936
100.0,-0.0008367612999998428,-0.001675221000000185,-0.004217784999999835,-0.008647955000000429,-0.018995359999998684,-0.07727135000000218,-0.36850415000000414
