time,elapsed_seconds,message
08:22:31,1.01e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,9.9e-06,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.35e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.41e-05,commencing check of parameter bounds
08:22:31,8.4e-06,limiting out of bounds pars
08:22:31,1.46e-05,change limit/bound enforement for lambda 1000: ,, scaling factor: 1
08:22:31,7.9e-06,checking for denormal floating point values
08:22:31,8.2e-06,transforming upgrade pars to model pars
08:22:31,9.3e-06,writing upgrade vector to csv file
08:22:31,0.0010792,LinearAnalysis::glm_iter_fosm
08:22:31,0.0002321,starting FOSM uncertainty analyses for iteration 2
08:22:31,0.0060855,loading obscov
08:22:31,0.0001933,loading parcov
08:22:31,1.53e-05,setting predictions
08:22:31,8.6e-06,set_predictions
08:22:31,9.84e-05,extracting prediction HEADWATER:4383.5 from jacobian
08:22:31,0.0006154,extracting prediction TAILWATER:4383.5 from jacobian
08:22:31,0.0005247,extracting prediction TRGW-0-9-1:4383.5 from jacobian
08:22:31,0.0005112,extracting prediction PART_TIME from jacobian
08:22:31,0.0005276,parameter fosm calcs
08:22:31,1.07e-05,LinearAnalysis::calc_posterior
08:22:31,8.2e-06,LinearAnalysis::align
08:22:31,0.0006563,LinearAnalysis::prior_prediction_variance()::invert obscov
08:22:31,1.19e-05,inverting diagonal matrix in place
08:22:31,4.66e-05,LinearAnalysis::calc_posterior() form JtQJ
08:22:31,8.59e-05,LinearAnalysis::calc_posterior() invert prior parcov
08:22:31,1.95e-05,LinearAnalysis::calc_posterior() form posterior parcov
08:22:31,1.16e-05,LinearAnalysis::calc_posterior() invert posterior parcov
08:22:31,7.8e-06,inverting non-diagonal matrix in place
08:22:31,0.0007911,forecast FOSM calcs
08:22:31,0.000277,LinearAnalysis::prior_prediction_variance
08:22:31,3.19e-05,LinearAnalysis::prior_prediction_variance
08:22:35,3.54899,completed iteration 3
08:22:35,0.0348643,FOSM-based posterior unc calcs
08:22:35,0.0002541,starting FOSM uncertainty analyses for iteration -999
08:22:35,0.0046266,loading obscov
08:22:35,0.0001824,loading parcov
08:22:35,1.65e-05,setting predictions
08:22:35,8.7e-06,set_predictions
08:22:35,9.27e-05,extracting prediction HEADWATER:4383.5 from jacobian
08:22:35,0.000612,extracting prediction TAILWATER:4383.5 from jacobian
08:22:35,0.0005577,extracting prediction TRGW-0-9-1:4383.5 from jacobian
08:22:35,0.0005255,extracting prediction PART_TIME from jacobian
08:22:35,0.0005268,parameter fosm calcs
08:22:35,1.05e-05,LinearAnalysis::calc_posterior
08:22:35,8e-06,LinearAnalysis::align
08:22:35,0.0006893,LinearAnalysis::prior_prediction_variance()::invert obscov
08:22:35,1.27e-05,inverting diagonal matrix in place
08:22:35,2.89e-05,LinearAnalysis::calc_posterior() form JtQJ
08:22:35,7.41e-05,LinearAnalysis::calc_posterior() invert prior parcov
08:22:35,1.89e-05,LinearAnalysis::calc_posterior() form posterior parcov
08:22:35,1.03e-05,LinearAnalysis::calc_posterior() invert posterior parcov
08:22:35,7.8e-06,inverting non-diagonal matrix in place
08:22:35,0.0008043,forecast FOSM calcs
08:22:35,0.0002759,LinearAnalysis::prior_prediction_variance
08:22:35,3.19e-05,LinearAnalysis::prior_prediction_variance
