obsnme,obsval,weight,obgnme,datetime,oname,otype,usecol
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-07-02,35.10094863,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-08-02,34.96354481,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-09-02,34.75053029,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-10-02,34.52574682,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-11-02,34.3380619,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-12-02,34.24810011,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2022-01-02,34.325799,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-01-02,34.1945155,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-02-02,34.28632783,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-03-02,34.43204973,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-04-02,34.60046972,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-05-02,34.733836,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-06-02,34.7973531,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-07-02,34.76862819,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-08-02,34.65184672,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-09-02,34.47958432,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-10-02,34.30216399,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-11-02,34.15807279,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2020-12-02,34.09365281,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-01-02,34.1233519,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-02-02,34.23704735,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-03-02,34.39206403,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-04-02,34.57367216,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-05-02,34.71283151,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-06-02,34.78002848,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-07-02,34.75476421,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-08-02,34.63922955,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-09-02,34.46852587,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-10-02,34.29315736,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-11-02,34.15149319,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2021-12-02,34.08929689,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_datetime:2022-01-02,34.16171446,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-01-02,34.59383454,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-02-02,34.7191774,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-03-02,34.93135432,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-04-02,35.19619041,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-05-02,35.42373213,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-06-02,35.56041926,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-07-02,35.56031631,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-08-02,35.41970507,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-09-02,35.17736035,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-10-02,34.90559203,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-11-02,34.66233442,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2020-12-02,34.52565615,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-01-02,34.52542443,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-02-02,34.66119376,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-03-02,34.87651603,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-04-02,35.15412759,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-05-02,35.38962878,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-06-02,35.53174581,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-07-02,35.53586009,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-08-02,35.3974092,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-09-02,35.15710255,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-10-02,34.88819107,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-11-02,34.64856566,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2021-12-02,34.51578756,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_24_4_datetime:2022-01-02,34.57498761,1.0,oname:hds_otype:lst_usecol:trgw_2_24_4,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-01-02,34.42874967,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-02-02,34.54886071,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-03-02,34.74901517,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-04-02,34.99402861,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-05-02,35.19846546,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-06-02,35.3137147,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-07-02,35.30023833,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-08-02,35.15684095,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-09-02,34.92403371,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-10-02,34.67027614,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-11-02,34.45001615,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2020-12-02,34.33388075,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-01-02,34.34722107,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-02-02,34.48558429,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-03-02,34.69329866,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-04-02,34.95284271,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-05-02,35.16627837,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-06-02,35.28728787,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-07-02,35.27810497,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-08-02,35.13718054,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-09-02,34.90626121,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-10-02,34.65522019,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-11-02,34.43836374,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2021-12-02,34.32576375,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_26_6_datetime:2022-01-02,34.39584979,1.0,oname:hds_otype:lst_usecol:trgw_2_26_6,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-01-02,34.0946884,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-02-02,34.18251056,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-03-02,34.32055439,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-04-02,34.47789044,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-05-02,34.59880892,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-06-02,34.65253842,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-07-02,34.61964734,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-08-02,34.50563689,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-09-02,34.34168316,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-10-02,34.17597754,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-11-02,34.04448957,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2020-12-02,33.98955051,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-01-02,34.0234306,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-02-02,34.13485811,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-03-02,34.28257698,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-04-02,34.45215653,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-05-02,34.57911228,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-06-02,34.63647894,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-07-02,34.60690605,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-08-02,34.49384299,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-09-02,34.33152991,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-10-02,34.16784087,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-11-02,34.03864249,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2021-12-02,33.98578877,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_29_15_datetime:2022-01-02,34.06081038,1.0,oname:hds_otype:lst_usecol:trgw_2_29_15,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-01-02,34.51405504,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-02-02,34.60682245,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-03-02,34.75489463,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-04-02,34.93111013,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-05-02,35.07446965,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-06-02,35.1515872,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-07-02,35.13593383,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-08-02,35.02936887,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-09-02,34.86147536,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-10-02,34.68243464,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-11-02,34.53083943,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2020-12-02,34.45541039,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-01-02,34.47315491,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-02-02,34.57690225,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-03-02,34.72716561,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-04-02,34.91026403,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-05-02,35.05715823,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-06-02,35.13636294,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-07-02,35.12178167,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-08-02,35.01601505,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-09-02,34.84943695,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-10-02,34.67231473,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-11-02,34.52311662,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2021-12-02,34.45016764,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_15_datetime:2022-01-02,34.51002619,1.0,oname:hds_otype:lst_usecol:trgw_2_2_15,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-01-02,34.8447438,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-02-02,34.96482842,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-03-02,35.1659561,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-04-02,35.41654595,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-05-02,35.63168986,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-06-02,35.76318272,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-07-02,35.76731451,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-08-02,35.64122482,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-09-02,35.41922615,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-10-02,35.16855965,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-11-02,34.94287909,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2020-12-02,34.81475903,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-01-02,34.81303752,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-02-02,34.93612607,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-03-02,35.13379339,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-04-02,35.38991024,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-05-02,35.6082786,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-06-02,35.74175157,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-07-02,35.74674641,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-08-02,35.62131817,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-09-02,35.4005837,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-10-02,35.15221932,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_2_9_datetime:2021-11-02,34.92970379,1.0,oname:hds_otype:lst_usecol:trgw_2_2_9,2021-11-02,hds,lst,trgw
