,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20,7.8,7.1,11.9,8.1,11.1,11.1,11.1,11.1,11.5,8.8,9.9,15.2,22.0,26.3,27.5,20.3,25.1,30.5,37.8,24.9
21,8.8,14.4,14.0,6.1,11.1,11.1,5.5,8.8,14.6,15.1,12.5,15.9,23.7,23.0,22.1,19.6,28.4,35.8,45.4,27.3
22,5.5,14.4,8.8,8.5,6.5,11.1,7.5,8.0,11.3,12.6,14.4,20.6,37.4,24.3,20.5,15.7,17.6,21.3,44.4,31.6
23,8.0,13.5,13.7,11.2,4.2,5.7,5.5,8.3,10.1,7.8,14.2,25.1,34.2,30.1,19.3,15.0,14.9,21.6,27.6,35.1
24,9.6,10.9,9.1,7.8,4.8,4.3,4.8,8.3,8.3,12.7,13.8,17.7,22.2,21.6,18.6,13.8,14.3,10.5,27.9,26.7
25,5.4,8.4,9.8,6.2,4.2,3.9,5.1,11.7,12.1,16.4,18.7,18.6,13.6,11.6,9.3,9.0,22.2,22.0,31.2,24.0
26,8.9,7.2,8.4,5.6,3.7,3.6,5.6,6.6,11.0,11.3,8.8,10.5,7.5,14.8,7.9,11.5,13.4,16.6,16.8,18.6
27,8.2,8.0,5.7,7.5,11.4,4.7,5.5,6.4,5.1,7.1,8.5,14.6,11.1,14.1,13.9,13.9,15.1,14.9,13.6,10.7
28,13.6,12.1,5.7,6.9,8.0,8.2,7.0,9.4,11.8,9.1,10.5,11.8,13.1,5.3,12.7,14.9,10.9,14.0,11.9,9.9
29,14.1,9.3,8.5,6.5,6.0,6.6,6.5,9.8,7.8,7.9,7.2,13.8,11.2,6.8,8.7,14.3,13.6,10.4,13.6,8.2
30,9.6,7.0,8.0,7.2,4.6,5.2,7.9,6.3,10.9,7.5,4.8,6.8,9.9,11.9,14.1,10.5,7.7,8.7,6.6,4.4
31,8.9,11.1,10.4,6.3,5.6,3.3,4.0,6.6,10.5,5.0,9.8,5.6,10.4,12.0,8.7,9.2,7.5,4.3,4.9,3.9
32,11.1,5.9,7.0,7.6,6.6,3.1,4.0,8.9,8.3,7.8,6.2,9.6,9.0,11.7,8.9,10.5,4.6,8.2,3.9,3.4
33,11.1,11.1,4.9,5.6,6.4,4.1,3.9,4.2,4.8,7.4,8.4,8.0,11.5,12.3,7.7,5.2,6.3,3.9,3.5,2.3
34,11.1,11.1,11.1,3.2,5.3,5.9,7.0,5.1,7.6,7.1,9.5,10.2,8.7,13.4,8.1,5.9,4.7,4.6,4.2,2.6
35,11.1,11.1,11.1,11.1,7.2,8.0,7.8,5.1,10.4,10.1,8.9,14.7,12.4,10.5,10.7,6.5,6.5,4.9,5.0,11.1
36,11.1,11.1,11.1,11.1,5.9,6.7,7.0,4.9,8.4,9.6,11.9,12.3,8.4,6.0,5.9,7.2,9.1,7.3,6.6,11.1
37,11.1,11.1,11.1,11.1,11.1,7.1,10.0,10.1,11.8,12.3,15.1,17.3,5.6,4.0,5.7,4.5,5.5,4.9,11.1,11.1
38,11.1,11.1,11.1,11.1,11.1,9.7,8.9,13.4,10.5,20.2,25.9,19.1,8.9,9.8,8.4,8.2,4.8,11.1,11.1,11.1
39,11.1,11.1,11.1,11.1,11.1,5.8,6.5,7.9,12.4,17.9,23.1,12.9,10.6,6.3,10.4,8.3,11.1,11.1,11.1,11.1
