time,W1L1,W1L2,W1L3,W1L4,W2L1,W2L2,W2L3,W2L4,S1L1,S1L2,S1L3,S1L4,S2L1,S2L2,S2L3,S2L4,C1L1,C1L2,C1L3,C1L4,C2L1,C2L2,C2L3,C2L4,W2L4Q,GS1,ES1,PC1,GS2,ES2,PC2,GS3,ES3,PC3,GS4,ES4,PC4,SK1L2,SK2L4,T1L2,W1QIE,W1QII,W1QAQ,W1QT,W1WC,W2QIE,W2QII,W2QAQ,W2QT,W2WC
12418.50000000,0.1613170692,0.2052267925,0.2570608041E-01,0.4614951461E-02,0.1436839030E-01,0.1097263188E-01,0.7545039187E-01,0.2027136508,-0.2360980960E-01,0.1411481881E-01,0.000000000,0.3486852214E-02,-0.1276143068E-01,0.7752093170E-02,0.000000000,0.1130674686E-01,0.1377072596,0.2193416113,0.2570608041E-01,0.8101803674E-02,0.1606959624E-02,0.1872472505E-01,0.7545039187E-01,0.2140203977,20.89235205,191.8917804,140.5408134,140.3506879,499.3917804,298.1900806,298.0004077,596.3917804,337.3608203,337.1810265,1008.391780,541.5372153,547.2837209,0.1300269707E-02,0.8203185958E-03,0.4499895422,0.000000000,39.56798293,1.118180920,40.68616385,0.7800736037,0.000000000,20.27946165,0.6128903966,20.89235205,0.8710407863
12783.75000000,0.1635875322,0.2087959430,0.2739813025E-01,0.4697974072E-02,0.1449143007E-01,0.1110641750E-01,0.7697373046E-01,0.2045804323,-0.2380706868E-01,0.1421568207E-01,0.000000000,0.3549580409E-02,-0.1293103601E-01,0.7846611848E-02,0.000000000,0.1136316515E-01,0.1397804635,0.2230116251,0.2739813025E-01,0.8247554481E-02,0.1560394060E-02,0.1895302935E-01,0.7697373046E-01,0.2159435975,21.06173668,191.8150032,140.7287852,140.5408134,499.3150032,298.3776090,298.1900806,596.3150032,337.5387874,337.3608203,1008.315003,541.7054828,547.2837209,0.1299159476E-02,0.8200336601E-03,0.4499888804,0.000000000,39.08720620,1.104594295,40.19180050,0.7711354427,0.000000000,20.44387728,0.6178594023,21.06173668,0.8732872076
13149.00000000,0.1658160558,0.2123243636,0.2907276747E-01,0.4780237476E-02,0.1461203031E-01,0.1123878360E-01,0.7848397428E-01,0.2064341329,-0.2400237988E-01,0.1431539432E-01,0.000000000,0.3611734981E-02,-0.1309912315E-01,0.7940127634E-02,0.000000000,0.1141918810E-01,0.1418136759,0.2266397580,0.2907276747E-01,0.8391972457E-02,0.1512907157E-02,0.1917891123E-01,0.7848397428E-01,0.2178533210,20.91415174,191.7390394,140.9147657,140.7287852,499.2390394,298.5631540,298.3776090,596.2390394,337.7150219,337.5387874,1008.239039,541.8722754,547.2837209,0.1298062851E-02,0.8197508194E-03,0.4499882056,0.000000000,38.64115664,1.091989050,39.73314569,0.7628648038,0.000000000,20.30062183,0.6135299042,20.91415174,0.8665904788
13514.25000000,0.1680050287,0.2158149047,0.3073112939E-01,0.4861786975E-02,0.1473031333E-01,0.1136981919E-01,0.7998054902E-01,0.2082726980,-0.2419589077E-01,0.1441403611E-01,0.000000000,0.3673350158E-02,-0.1326579824E-01,0.8032703429E-02,0.000000000,0.1147475362E-01,0.1438091379,0.2302289408,0.3073112939E-01,0.8535137133E-02,0.1464515087E-02,0.1940252262E-01,0.7998054902E-01,0.2197474516,20.74338804,191.6638293,141.0989006,140.9147657,499.1638293,298.7468605,298.5631540,596.1638293,337.8896406,337.7150219,1008.163829,542.0376832,547.2837209,0.1296978915E-02,0.8194703847E-03,0.4499875183,0.000000000,38.22632207,1.080265933,39.30658800,0.7551938016,0.000000000,20.13486760,0.6085204429,20.74338804,0.8593857434
13879.50000000,0.1701566122,0.2192701480,0.3237429249E-01,0.4942667529E-02,0.1484638745E-01,0.1149960340E-01,0.8146413735E-01,0.2100967929,-0.2438773508E-01,0.1451168039E-01,0.000000000,0.3734459910E-02,-0.1343115358E-01,0.8124395129E-02,0.000000000,0.1152988183E-01,0.1457688771,0.2337818284,0.3237429249E-01,0.8677127438E-02,0.1415233874E-02,0.1962399853E-01,0.8146413735E-01,0.2216266747,20.58013027,191.5893193,141.2813217,141.0989006,499.0893193,298.9288597,298.7468605,596.0893193,338.0627543,337.8896406,1008.089319,542.2017960,547.2837209,0.1295906836E-02,0.8191922524E-03,0.4499868193,0.000000000,37.83976301,1.069341874,38.90910488,0.7480660303,0.000000000,19.97639910,0.6037311727,20.58013027,0.8525448631
14244.75000000,0.1722727649,0.2226924341,0.3400323765E-01,0.5022920278E-02,0.1496035262E-01,0.1162820965E-01,0.8293548873E-01,0.2119072373,-0.2457803402E-01,0.1460839330E-01,0.000000000,0.3795095320E-02,-0.1359527474E-01,0.8215254609E-02,0.000000000,0.1158459748E-01,0.1476947309,0.2373008274,0.3400323765E-01,0.8818015598E-02,0.1365077875E-02,0.1984346426E-01,0.8293548873E-01,0.2234918348,20.42611981,191.5154604,141.4621486,141.2813217,499.0154604,299.1092706,298.9288597,596.0154604,338.2344637,338.0627543,1008.015460,542.3646957,547.2837209,0.1294845861E-02,0.8189162952E-03,0.4499861091,0.000000000,37.47883391,1.059142107,38.53797602,0.7414307355,0.000000000,19.82690664,0.5992131783,20.42611981,0.8461079321
14610.00000000,0.1743552414,0.2260838469,0.3561879514E-01,0.5102577143E-02,0.1507221556E-01,0.1175560443E-01,0.8439081097E-01,0.2136946036,-0.2476689549E-01,0.1470423374E-01,0.000000000,0.3855280507E-02,-0.1375811589E-01,0.8305258196E-02,0.000000000,0.1163861566E-01,0.1495883459,0.2407880806,0.3561879514E-01,0.8957857650E-02,0.1314099667E-02,0.2006086263E-01,0.8439081097E-01,0.2253332192,20.16574351,191.4422092,141.6414878,141.4621486,498.9422092,299.2881992,299.1092706,595.9422092,338.4048540,338.2344637,1007.942209,542.5264458,547.2837209,0.1293795317E-02,0.8186439474E-03,0.4499853884,0.000000000,37.14072894,1.049587349,38.19031629,0.7352338726,0.000000000,19.57416863,0.5915748742,20.16574351,0.8365016907
14975.25000000,0.1764056063,0.2294462279,0.3722168870E-01,0.5181665399E-02,0.1518193307E-01,0.1188169747E-01,0.8582677290E-01,0.2154518671,-0.2495441460E-01,0.1479925376E-01,0.000000000,0.3915036077E-02,-0.1391955651E-01,0.8394342111E-02,0.000000000,0.1169172407E-01,0.1514511917,0.2442454816,0.3722168870E-01,0.9096701476E-02,0.1262376558E-02,0.2027603958E-01,0.8582677290E-01,0.2271435911,19.82611225,191.3695272,141.8194333,141.6414878,498.8695272,299.4657389,299.2881992,595.8695272,338.5739995,338.4048540,1007.869527,542.6871004,547.2837209,0.1292754612E-02,0.8183762755E-03,0.4499846576,0.000000000,36.82279004,1.040602478,37.86339252,0.7294240436,0.000000000,19.24450067,0.5816115758,19.82611225,0.8244000237
15340.50000000,0.1784253535,0.2327813685,0.3881282679E-01,0.5260233807E-02,0.1528982775E-01,0.1200683998E-01,0.8726128174E-01,0.2172207281,-0.2514068403E-01,0.1489350397E-01,0.000000000,0.3974398875E-02,-0.1408001908E-01,0.8482754479E-02,0.000000000,0.1174518298E-01,0.1532846695,0.2476748725,0.3881282679E-01,0.9234632681E-02,0.1209808673E-02,0.2048959446E-01,0.8726128174E-01,0.2289659111,19.95696022,191.2973772,141.9960765,141.8194333,498.7973772,299.6419809,299.4657389,595.7973772,338.7419941,338.5739995,1007.797377,542.8467573,547.2837209,0.1291723168E-02,0.8181069252E-03,0.4499839174,0.000000000,36.52446989,1.032172028,37.55664191,0.7239911683,0.000000000,19.37151014,0.5854500840,19.95696022,0.8266720787
15705.75000000,0.1804150377,0.2360895111,0.4039224387E-01,0.5338276950E-02,0.1539599332E-01,0.1213110261E-01,0.8868767464E-01,0.2189813543,-0.2532571252E-01,0.1498699121E-01,0.000000000,0.4033364805E-02,-0.1423959952E-01,0.8570545222E-02,0.000000000,0.1179839301E-01,0.1550893252,0.2510765023,0.4039224387E-01,0.9371641754E-02,0.1156393801E-02,0.2070164783E-01,0.8868767464E-01,0.2307797473,19.86405164,191.2257544,142.1714288,141.9960765,498.7257544,299.8169346,299.6419809,595.7257544,338.9088394,338.7419941,1007.725754,543.0054045,547.2837209,0.1290700891E-02,0.8178389171E-03,0.4499831682,0.000000000,36.22880276,1.023816556,37.25261932,0.7186018423,0.000000000,19.28132709,0.5827245521,19.86405164,0.8225670333
16071.00000000,0.1823662683,0.2393555150,0.4195334276E-01,0.5415481017E-02,0.1550047886E-01,0.1225451355E-01,0.9010496482E-01,0.2207313081,-0.2550866553E-01,0.1507928764E-01,0.000000000,0.4091696767E-02,-0.1439833057E-01,0.8657734251E-02,0.000000000,0.1185128051E-01,0.1568576028,0.2544348027,0.4195334276E-01,0.9507177784E-02,0.1102148287E-02,0.2091224780E-01,0.9010496482E-01,0.2325825886,19.74364205,191.1549808,142.3447021,142.1714288,498.6549808,299.9897949,299.8169346,595.6549808,339.0738359,338.9088394,1007.654981,543.1624024,547.2837209,0.1289692433E-02,0.8175726208E-03,0.4499824104,0.000000000,35.76732564,1.010775332,36.77810097,0.7099301198,0.000000000,19.16444979,0.5791922603,19.74364205,0.8177116791
16436.25000000,0.1842804627,0.2425812507,0.4349776769E-01,0.5491996864E-02,0.1729967647E-01,0.1511581337E-01,0.9149034283E-01,0.2224704970,-0.2568961534E-01,0.1517044609E-01,0.000000000,0.4149508740E-02,-0.1455113597E-01,0.8741489926E-02,0.000000000,0.1190384266E-01,0.1585908473,0.2577516968,0.4349776769E-01,0.9641505604E-02,0.2748540497E-02,0.2385730329E-01,0.9149034283E-01,0.2343743396,19.62218812,191.0850265,142.5159695,142.3447021,498.5850265,300.1606557,299.9897949,595.5850265,339.2371545,339.0738359,1007.585027,543.3180561,547.2837209,0.1288697188E-02,0.8173080488E-03,0.4499816447,0.000000000,35.32633170,0.9983129580,36.32464466,0.7016233750,0.000000000,19.04655879,0.5756293322,19.62218812,0.8051073542
16801.50000000,0.1861693637,0.2457862918,0.4503397328E-01,0.5568217112E-02,0.1977761505E-01,0.1808895389E-01,0.9287023953E-01,0.2241923297,-0.2586962843E-01,0.1526101972E-01,0.000000000,0.4207097372E-02,-0.1470448164E-01,0.8825510105E-02,0.000000000,0.1195588027E-01,0.1602997352,0.2610473116,0.4503397328E-01,0.9775314484E-02,0.5073133413E-02,0.2691446399E-01,0.9287023953E-01,0.2361482100,19.42636915,191.0154774,142.6862450,142.5159695,498.5154774,300.3305507,300.1606557,595.5154774,339.3996876,339.2371545,1007.515477,543.4731635,547.2837209,0.1287709091E-02,0.8170462019E-03,0.4499808713,0.000000000,35.09969772,0.9919083404,36.09160606,0.6975378165,0.000000000,18.85648429,0.5698848583,19.42636915,0.8001769759
17166.75000000,0.1880363558,0.2489756195,0.4656300414E-01,0.5644095394E-02,0.2224719858E-01,0.2106723677E-01,0.9424454427E-01,0.2258968304,-0.2604899879E-01,0.1535114929E-01,0.000000000,0.4264427629E-02,-0.1485835930E-01,0.8909675606E-02,0.000000000,0.1200739407E-01,0.1619873570,0.2643267688,0.4656300414E-01,0.9908523023E-02,0.7388839271E-02,0.2997691237E-01,0.9424454427E-01,0.2379042244,19.23082243,190.9462188,142.8558092,142.6862450,498.4462188,300.4997418,300.3305507,595.4462188,339.5615445,339.3996876,1007.446219,543.6276295,547.2837209,0.1286726592E-02,0.8167870737E-03,0.4499800907,0.000000000,34.92761322,0.9870452774,35.91465850,0.6945503304,0.000000000,18.66667406,0.5641483713,19.23082243,0.7952370056
17532.00000000,0.1898824320,0.2521504680,0.4808540260E-01,0.5719654402E-02,0.2470114779E-01,0.2404241473E-01,0.9561795447E-01,0.2276010738,-0.2622779733E-01,0.1544086969E-01,0.000000000,0.4321516657E-02,-0.1501231298E-01,0.8993753362E-02,0.000000000,0.1205890009E-01,0.1636546347,0.2675913377,0.4808540260E-01,0.1004117106E-01,0.9688834810E-02,0.3303616809E-01,0.9561795447E-01,0.2396599739,19.22792010,190.8772226,143.0247309,142.8558092,498.3772226,300.6682928,300.4997418,595.3772226,339.7227815,339.5615445,1007.377223,543.7814997,547.2837209,0.1285749299E-02,0.8165280669E-03,0.4499793033,0.000000000,34.76904572,0.9825642009,35.75160992,0.6918315508,0.000000000,18.66385687,0.5640632297,19.22792010,0.7952310161
17897.25000000,0.1917066872,0.2553088206,0.4960021433E-01,0.5794842505E-02,0.2713538841E-01,0.2700947115E-01,0.9698711196E-01,0.2292989226,-0.2640591111E-01,0.1553012391E-01,0.000000000,0.4378325446E-02,-0.1516607758E-01,0.9077601606E-02,0.000000000,0.1211021286E-01,0.1653007761,0.2708389445,0.4960021433E-01,0.1017316795E-01,0.1196931083E-01,0.3608707275E-01,0.9698711196E-01,0.2414091355,19.15577395,190.8085318,143.1929050,143.0247309,498.3085318,300.8360948,300.6682928,595.3085318,339.8832965,339.7227815,1007.308532,543.9346681,547.2837209,0.1284777823E-02,0.8162701137E-03,0.4499785095,0.000000000,34.58839249,0.9774589873,35.56585147,0.6886717855,0.000000000,18.59382718,0.5619467766,19.15577395,0.7927997200
18262.50000000,0.1935018092,0.2584371877,0.5110157555E-01,0.5869385170E-02,0.2954742446E-01,0.2996518489E-01,0.9835009754E-01,0.2309875590,-0.2658258913E-01,0.1561853075E-01,0.000000000,0.4434646571E-02,-0.1531948172E-01,0.9161129309E-02,0.000000000,0.1216124720E-01,0.1669192201,0.2740557184,0.5110157555E-01,0.1030403174E-01,0.1422794274E-01,0.3912631420E-01,0.9835009754E-01,0.2431488062,19.05183479,190.7404352,143.3596241,143.1929050,498.2404352,301.0024282,300.8360948,595.2404352,340.0424662,339.8832965,1007.240435,544.0865744,547.2837209,0.1283816297E-02,0.8160136412E-03,0.4499777096,0.000000000,34.26000937,0.9681789656,35.22818833,0.6825763555,0.000000000,18.49293714,0.5588976555,19.05183479,0.7891794342
18627.75000000,0.1952721001,0.2615429795,0.5259326064E-01,0.5943514786E-02,0.3193524968E-01,0.3290683852E-01,0.9970495101E-01,0.2326636423,-0.2675821654E-01,0.1570629962E-01,0.000000000,0.4490655614E-02,-0.1547238104E-01,0.9244259676E-02,0.000000000,0.1221190216E-01,0.1685138836,0.2772492791,0.5259326064E-01,0.1043417040E-01,0.1646286864E-01,0.4215109819E-01,0.9970495101E-01,0.2448755445,18.91020705,190.6727833,143.5252547,143.3596241,498.1727833,301.1676841,301.0024282,595.1727833,340.2006891,340.0424662,1007.172783,544.2376910,547.2837209,0.1282862424E-02,0.8157591553E-03,0.4499769041,0.000000000,34.01277796,0.9611922702,34.97397023,0.6780584456,0.000000000,18.35546414,0.5547429159,18.91020705,0.7842384117
18993.00000000,0.1970168454,0.2646241925,0.5407368313E-01,0.6017100771E-02,0.3429982566E-01,0.3583547002E-01,0.1010558888,0.2343377070,-0.2693268663E-01,0.1579337390E-01,0.000000000,0.4546253914E-02,-0.1562481976E-01,0.9327022041E-02,0.000000000,0.1226249612E-01,0.1700841588,0.2804175664,0.5407368313E-01,0.1056335469E-01,0.1867500590E-01,0.4516249206E-01,0.1010558888,0.2466002031,18.88743207,190.6056161,143.6896986,143.5252547,498.1056161,301.3317530,301.1676841,595.1056161,340.3577953,340.2006891,1007.105616,544.3877508,547.2837209,0.1281916804E-02,0.8155050551E-03,0.4499760931,0.000000000,33.74360632,0.9535855494,34.69719187,0.6731069054,0.000000000,18.33335727,0.5540747973,18.88743207,0.7828416394
19358.25000000,0.1987419875,0.2676911742,0.5554723208E-01,0.6090350048E-02,0.3664145701E-01,0.3875116237E-01,0.1024014806,0.2360056375,-0.2710656520E-01,0.1588004601E-01,0.000000000,0.4601597812E-02,-0.1577680073E-01,0.9409418750E-02,0.000000000,0.1231290468E-01,0.1716354223,0.2835712202,0.5554723208E-01,0.1069194786E-01,0.2086465628E-01,0.4816058112E-01,0.1024014806,0.2483185422,18.81822413,190.5387146,143.8534917,143.6896986,498.0387146,301.4951842,301.3317530,595.0387146,340.5142493,340.3577953,1007.038715,544.5371748,547.2837209,0.1280976244E-02,0.8152519649E-03,0.4499752770,0.000000000,33.58775258,0.9491811632,34.53693374,0.6703925222,0.000000000,18.26617959,0.5520445384,18.81822413,0.7800926085
19723.50000000,0.2004493625,0.2707467207,0.5701557484E-01,0.6163353763E-02,0.3895767393E-01,0.4165043752E-01,0.1037378266,0.2376594672,-0.2728001674E-01,0.1596639495E-01,0.000000000,0.4656756175E-02,-0.1592814492E-01,0.9491351513E-02,0.000000000,0.1236288709E-01,0.1731693457,0.2867131156,0.5701557484E-01,0.1082010994E-01,0.2302952901E-01,0.5114178903E-01,0.1037378266,0.2500223543,18.65913291,190.4720151,144.0167906,143.8534917,497.9720151,301.6581250,301.4951842,594.9720151,340.6702272,340.5142493,1006.972015,544.6861486,547.2837209,0.1280039879E-02,0.8150010922E-03,0.4499744562,0.000000000,33.46252123,0.9456421578,34.40816339,0.6682946944,0.000000000,18.11175541,0.5473774965,18.65913291,0.7744432665
20088.75000000,0.2021409356,0.2737941304,0.5848199606E-01,0.6236373044E-02,0.4124874679E-01,0.4453342550E-01,0.1050671339,0.2393051745,-0.2745322457E-01,0.1605251396E-01,0.000000000,0.4711926298E-02,-0.1607884992E-01,0.9572824004E-02,0.000000000,0.1241262402E-01,0.1746877111,0.2898466443,0.5848199606E-01,0.1094829934E-01,0.2516989687E-01,0.5410624951E-01,0.1050671339,0.2517177985,18.56749329,190.4054464,144.1797692,144.0167906,497.9054464,301.8207505,301.6581250,594.9054464,340.8260776,340.6702272,1006.905446,544.8352047,547.2837209,0.1279106690E-02,0.8147515284E-03,0.4499736309,0.000000000,33.37341223,0.9431239605,34.31653619,0.6669133296,0.000000000,18.02280410,0.5446891902,18.56749329,0.7707651313
20454.00000000,0.2038149308,0.2768297502,0.5994183713E-01,0.6308991456E-02,0.4351703548E-01,0.4740289307E-01,0.1063918811,0.2409473882,-0.2762598943E-01,0.1613829979E-01,0.000000000,0.4766793542E-02,-0.1622905261E-01,0.9653914412E-02,0.000000000,0.1246225537E-01,0.1761889414,0.2929680500,0.5994183713E-01,0.1107578500E-01,0.2728798287E-01,0.5705680748E-01,0.1063918811,0.2534096436,18.52807760,190.3390847,144.3422408,144.1797692,497.8390847,301.9828646,301.8207505,594.8390847,340.9813045,340.8260776,1006.839085,544.9834926,547.2837209,0.1278177789E-02,0.8145025707E-03,0.4499728013,0.000000000,33.24429633,0.9394751786,34.18377151,0.6647400646,0.000000000,17.98454469,0.5435329060,18.52807760,0.7688242812
20819.25000000,0.2054713744,0.2798534234,0.6139627343E-01,0.6381355687E-02,0.4576348103E-01,0.5025972357E-01,0.1077116734,0.2425843722,-0.2779829465E-01,0.1622374801E-01,0.000000000,0.4821468739E-02,-0.1637879882E-01,0.9734647700E-02,0.000000000,0.1251172867E-01,0.1776730797,0.2960771714,0.6139627343E-01,0.1120282443E-01,0.2938468221E-01,0.5999437127E-01,0.1077116734,0.2550961008,18.46907344,190.2729360,144.5041911,144.3422408,497.7729360,302.1444576,301.9828646,594.7729360,341.1360320,340.9813045,1006.772936,545.1313112,547.2837209,0.1277253216E-02,0.8142544816E-03,0.4499719678,0.000000000,33.11346395,0.9357778895,34.04924184,0.6625225300,0.000000000,17.92727146,0.5418019815,18.46907344,0.7663805645
21184.50000000,0.2071105078,0.2828653026,0.6284469027E-01,0.6453391651E-02,0.4798882630E-01,0.5310461298E-01,0.1090267074,0.2442162609,-0.2797014597E-01,0.1630886293E-01,0.000000000,0.4875895912E-02,-0.1652812245E-01,0.9815043536E-02,0.000000000,0.1256104797E-01,0.1791403618,0.2991741655,0.6284469027E-01,0.1132928756E-01,0.3146070385E-01,0.6291965652E-01,0.1090267074,0.2567773089,18.41158671,190.2069975,144.6656268,144.5041911,497.7069975,302.3055363,302.1444576,594.7069975,341.2901940,341.1360320,1006.706998,545.2785086,547.2837209,0.1276332915E-02,0.8140072400E-03,0.4499711305,0.000000000,32.98430390,0.9321278598,33.91643176,0.6603338050,0.000000000,17.87147114,0.5401155719,18.41158671,0.7640337084
21549.75000000,0.2087314437,0.2858633833,0.6428512604E-01,0.6524943321E-02,0.5019358527E-01,0.5593797653E-01,0.1103369253,0.2458426440,-0.2814142953E-01,0.1639358791E-01,0.000000000,0.4929957174E-02,-0.1667704299E-01,0.9895113654E-02,0.000000000,0.1261020088E-01,0.1805900142,0.3022569712,0.6428512604E-01,0.1145490050E-01,0.3351654228E-01,0.6583309018E-01,0.1103369253,0.2584528449,18.34947048,190.1413124,144.8264420,144.6656268,497.6413124,302.4659922,302.3055363,594.6413124,341.4435806,341.2901940,1006.641312,545.4247650,547.2837209,0.1275417491E-02,0.8137609074E-03,0.4499702898,0.000000000,32.83319035,0.9278574303,33.76104778,0.6577042745,0.000000000,17.81117713,0.5382933529,18.34947048,0.7615817355
21915.00000000,0.2103357696,0.2888504416,0.6572165271E-01,0.6596382128E-02,0.5235807772E-01,0.5873336470E-01,0.1116313474,0.2474506309,-0.2831229338E-01,0.1647800140E-01,0.000000000,0.4983933161E-02,-0.1682420079E-01,0.9974110597E-02,0.000000000,0.1265879782E-01,0.1820234762,0.3053284430,0.6572165271E-01,0.1158031529E-01,0.3553387692E-01,0.6870747529E-01,0.1116313474,0.2601094287,18.14191761,190.0758233,144.9867773,144.8264420,497.5758233,302.6259725,302.4659922,594.5758233,341.5966245,341.4435806,1006.575823,545.5708393,547.2837209,0.1274506086E-02,0.8135174348E-03,0.4499694458,0.000000000,32.71247932,0.9244461676,33.63692548,0.6556710862,0.000000000,17.60971295,0.5322046571,18.14191761,0.7528223992
22280.25000000,0.2063054476,0.2829207790,0.6423160512E-01,0.6500993210E-02,0.5100019572E-01,0.5702860535E-01,0.1068234592,0.2361786600,-0.2013498884E-01,0.1228873333E-01,0.000000000,0.4911861534E-02,-0.1467066616E-01,0.8769709186E-02,0.000000000,0.4142197611E-02,0.1861704588,0.2952095124,0.6423160512E-01,0.1141285474E-01,0.3632952956E-01,0.6579831453E-01,0.1068234592,0.2403208577,-216.7126195,193.0689470,137.6587849,144.9867773,500.5689470,294.9584018,302.6259725,597.5689470,337.6768810,341.5966245,1009.568947,545.3758796,547.2837209,0.1319704910E-02,0.8561731762E-03,0.4499686007,-64.93812487,0.000000000,-45.87836355,-110.8164884,-30.36317083,-123.4438972,0.000000000,-93.26872232,-216.7126195,-90.58833571
22645.50000000,0.2033965497,0.2799557578,0.6345435135E-01,0.6360440478E-02,0.5006234207E-01,0.5601680207E-01,0.1064816826,0.2359490077,-0.1602660116E-01,0.1019396506E-01,0.000000000,0.4805666137E-02,-0.1334028085E-01,0.8054876743E-02,0.000000000,0.3968682504E-02,0.1873699485,0.2901497228,0.6345435135E-01,0.1116610662E-01,0.3672206122E-01,0.6407167881E-01,0.1064816826,0.2399176902,-4.415249349,194.6461309,133.7974036,144.9867773,502.1461309,291.1911752,302.6259725,599.1461309,335.6454452,341.5966245,1011.146131,545.0888000,547.2837209,0.1343107282E-02,0.8570878016E-03,0.4499677560,-32.47114324,0.000000000,-22.94065185,-55.41179509,-15.22563204,-2.515015452,0.000000000,-1.900233897,-4.415249349,-3.779109350
23010.75000000,0.2014577230,0.2782339905,0.6296851902E-01,0.6183986261E-02,0.4939356795E-01,0.5533310311E-01,0.1062580096,0.2357992829,-0.1373916667E-01,0.8977547667E-02,0.000000000,0.4672345173E-02,-0.1245559112E-01,0.7571847863E-02,0.000000000,0.3855557120E-02,0.1877185563,0.2872115382,0.6296851902E-01,0.1085633143E-01,0.3693797683E-01,0.6290495097E-01,0.1062580096,0.2396548400,-2.878578037,195.5489124,131.5871455,144.9867773,503.0489124,289.0258700,302.6259725,600.0489124,334.3808148,341.5966245,1012.048912,544.7286869,547.2837209,0.1356937862E-02,0.8576847403E-03,0.4499669138,-18.85576747,0.000000000,-13.32147728,-32.17724474,-8.742052794,-1.639696350,0.000000000,-1.238881687,-2.878578037,-2.501491977
23376.00000000,0.2001396460,0.2771491783,0.6263827208E-01,0.6008943960E-02,0.4888979194E-01,0.5483605700E-01,0.1060848361,0.2356630082,-0.1233617824E-01,0.8211134888E-02,0.000000000,0.4540090990E-02,-0.1182011265E-01,0.7220688015E-02,0.000000000,0.3752593963E-02,0.1878034677,0.2853603132,0.6263827208E-01,0.1054903495E-01,0.3706967929E-01,0.6205674501E-01,0.1060848361,0.2394156021,-2.619990933,196.1118414,130.2089400,144.9867773,503.6118414,287.6703977,302.6259725,600.6118414,333.5235465,341.5966245,1012.611841,544.3717460,547.2837209,0.1365741654E-02,0.8582284335E-03,0.4499660762,-11.88021581,0.000000000,-8.393295324,-20.27351113,-5.466736745,-1.492399898,0.000000000,-1.127591035,-2.619990933,-2.024540379
23741.25000000,0.1991985958,0.2764102946,0.6239732797E-01,0.5847996242E-02,0.4849054967E-01,0.5445225350E-01,0.1059440633,0.2355396030,-0.1139779589E-01,0.7689118334E-02,0.000000000,0.4418486047E-02,-0.1133377533E-01,0.6949533339E-02,0.000000000,0.3659354533E-02,0.1878007999,0.2840994129,0.6239732797E-01,0.1026648229E-01,0.3715677435E-01,0.6140178684E-01,0.1059440633,0.2391989576,-2.372561901,196.4922881,129.2775016,144.9867773,503.9922881,286.7512247,302.6259725,600.9922881,332.8993534,341.5966245,1012.992288,544.0437918,547.2837209,0.1371776968E-02,0.8587210930E-03,0.4499652456,-8.091813563,0.000000000,-5.716813739,-13.80862730,-3.703678842,-1.351459311,0.000000000,-1.021102591,-2.372561901,-1.699999825
24106.50000000,0.1984902671,0.2758717231,0.6221134580E-01,0.5703867485E-02,0.4816075244E-01,0.5414160381E-01,0.1058255739,0.2354280150,-0.1072258434E-01,0.7308621079E-02,0.000000000,0.4309588764E-02,-0.1094281694E-01,0.6730061349E-02,0.000000000,0.3575043578E-02,0.1877676827,0.2831803442,0.6221134580E-01,0.1001345625E-01,0.3721793550E-01,0.6087166516E-01,0.1058255739,0.2390030586,-2.145368732,196.7679609,128.6025784,144.9867773,504.2679609,286.0833918,302.6259725,601.2679609,332.4182945,341.5966245,1013.267961,543.7503055,547.2837209,0.1376195542E-02,0.8591668319E-03,0.4499644244,-5.898113427,0.000000000,-4.166978837,-10.06509226,-2.688944016,-1.222045480,0.000000000,-0.9233232519,-2.145368732,-1.463921488
24471.75000000,0.1979318531,0.2754570960,0.6206152933E-01,0.5575789412E-02,0.4787957047E-01,0.5388115638E-01,0.1057233182,0.2353269620,-0.1020769995E-01,0.7015689760E-02,0.000000000,0.4212818664E-02,-0.1061680257E-01,0.6546056927E-02,0.000000000,0.3498692401E-02,0.1877241532,0.2824727858,0.6206152933E-01,0.9788608076E-02,0.3726276790E-01,0.6042721330E-01,0.1057233182,0.2388256544,-1.942824990,196.9792367,128.0853171,144.9867773,504.4792367,285.5705227,302.6259725,601.4792367,332.0312668,341.5966245,1013.479237,543.4896581,547.2837209,0.1379608202E-02,0.8595706982E-03,0.4499636151,-4.540747975,0.000000000,-3.208008959,-7.748756935,-2.063847968,-1.106672462,0.000000000,-0.8361525274,-1.942824990,-1.283551382
24837.00000000,0.1974751023,0.2751242070,0.6193698056E-01,0.5461971466E-02,0.4763422473E-01,0.5365713215E-01,0.1056334887,0.2352352180,-0.9797326305E-02,0.6780505816E-02,0.000000000,0.4126822883E-02,-0.1033760573E-01,0.6387785264E-02,0.000000000,0.3429374767E-02,0.1876777760,0.2819047128,0.6193698056E-01,0.9588794349E-02,0.3729661901E-01,0.6004491741E-01,0.1056334887,0.2386645928,-1.763850094,197.1482738,127.6714675,144.9867773,504.6482738,285.1595769,302.6259725,601.6482738,331.7098496,341.5966245,1013.648274,543.2581537,547.2837209,0.1382354897E-02,0.8599375323E-03,0.4499628199,-3.645602064,0.000000000,-2.575594186,-6.221196250,-1.653025038,-1.004724737,0.000000000,-0.7591253571,-1.763850094,-1.140066962
