parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y
pname:p_inst:0_ptype:gr_pstyle:m_i:6_j:13_x:6.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,6,0,13,p,m,gr,6.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:6_j:14_x:6.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,6,0,14,p,m,gr,6.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:6_j:15_x:6.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,6,0,15,p,m,gr,6.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:6_j:16_x:6.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,6,0,16,p,m,gr,6.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:6_j:17_x:6.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,6,0,17,p,m,gr,6.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:6_j:18_x:6.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,6,0,18,p,m,gr,6.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:6_j:19_x:6.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,6,0,19,p,m,gr,6.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:0_x:7.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,0,p,m,gr,7.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:1_x:7.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,1,p,m,gr,7.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:2_x:7.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,2,p,m,gr,7.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:3_x:7.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,3,p,m,gr,7.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:4_x:7.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,4,p,m,gr,7.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:5_x:7.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,5,p,m,gr,7.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:6_x:7.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,6,p,m,gr,7.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:7_x:7.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,7,p,m,gr,7.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:8_x:7.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,8,p,m,gr,7.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:9_x:7.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,9,p,m,gr,7.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:10_x:7.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,10,p,m,gr,7.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:11_x:7.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,11,p,m,gr,7.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:12_x:7.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,12,p,m,gr,7.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:13_x:7.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,13,p,m,gr,7.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:14_x:7.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,14,p,m,gr,7.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:15_x:7.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,15,p,m,gr,7.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:16_x:7.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,16,p,m,gr,7.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:17_x:7.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,17,p,m,gr,7.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:18_x:7.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,18,p,m,gr,7.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:7_j:19_x:7.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,7,0,19,p,m,gr,7.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:0_x:8.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,0,p,m,gr,8.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:1_x:8.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,1,p,m,gr,8.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:2_x:8.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,2,p,m,gr,8.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:3_x:8.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,3,p,m,gr,8.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:4_x:8.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,4,p,m,gr,8.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:5_x:8.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,5,p,m,gr,8.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:6_x:8.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,6,p,m,gr,8.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:7_x:8.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,7,p,m,gr,8.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:8_x:8.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,8,p,m,gr,8.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:9_x:8.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,9,p,m,gr,8.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:10_x:8.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,10,p,m,gr,8.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:11_x:8.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,11,p,m,gr,8.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:12_x:8.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,12,p,m,gr,8.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:13_x:8.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,13,p,m,gr,8.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:14_x:8.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,14,p,m,gr,8.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:15_x:8.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,15,p,m,gr,8.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:16_x:8.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,16,p,m,gr,8.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:17_x:8.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,17,p,m,gr,8.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:18_x:8.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,18,p,m,gr,8.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:8_j:19_x:8.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,8,0,19,p,m,gr,8.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:0_x:9.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,0,p,m,gr,9.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:1_x:9.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,1,p,m,gr,9.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:2_x:9.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,2,p,m,gr,9.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:3_x:9.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,3,p,m,gr,9.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:4_x:9.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,4,p,m,gr,9.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:5_x:9.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,5,p,m,gr,9.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:6_x:9.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,6,p,m,gr,9.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:7_x:9.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,7,p,m,gr,9.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:8_x:9.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,8,p,m,gr,9.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:9_x:9.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,9,p,m,gr,9.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:10_x:9.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,10,p,m,gr,9.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:11_x:9.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,11,p,m,gr,9.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:12_x:9.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,12,p,m,gr,9.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:13_x:9.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,13,p,m,gr,9.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:14_x:9.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,14,p,m,gr,9.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:15_x:9.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,15,p,m,gr,9.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:16_x:9.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,16,p,m,gr,9.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:17_x:9.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,17,p,m,gr,9.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:18_x:9.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,18,p,m,gr,9.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:9_j:19_x:9.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,9,0,19,p,m,gr,9.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:0_x:10.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,0,p,m,gr,10.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:1_x:10.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,1,p,m,gr,10.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:2_x:10.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,2,p,m,gr,10.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:3_x:10.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,3,p,m,gr,10.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:4_x:10.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,4,p,m,gr,10.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:5_x:10.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,5,p,m,gr,10.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:6_x:10.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,6,p,m,gr,10.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:7_x:10.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,7,p,m,gr,10.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:8_x:10.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,8,p,m,gr,10.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:9_x:10.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,9,p,m,gr,10.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:10_x:10.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,10,p,m,gr,10.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:11_x:10.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,11,p,m,gr,10.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:12_x:10.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,12,p,m,gr,10.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:13_x:10.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,13,p,m,gr,10.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:14_x:10.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,14,p,m,gr,10.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:15_x:10.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,15,p,m,gr,10.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:16_x:10.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,16,p,m,gr,10.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:17_x:10.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,17,p,m,gr,10.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:18_x:10.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,18,p,m,gr,10.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:10_j:19_x:10.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,10,0,19,p,m,gr,10.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:0_x:11.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,0,p,m,gr,11.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:1_x:11.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,1,p,m,gr,11.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:2_x:11.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,2,p,m,gr,11.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:3_x:11.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,3,p,m,gr,11.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:4_x:11.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,4,p,m,gr,11.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:5_x:11.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,5,p,m,gr,11.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:6_x:11.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,6,p,m,gr,11.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:7_x:11.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,7,p,m,gr,11.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:8_x:11.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,8,p,m,gr,11.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:9_x:11.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,9,p,m,gr,11.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:10_x:11.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,10,p,m,gr,11.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:11_x:11.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,11,p,m,gr,11.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:12_x:11.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,12,p,m,gr,11.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:13_x:11.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,13,p,m,gr,11.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:14_x:11.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,14,p,m,gr,11.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:15_x:11.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,15,p,m,gr,11.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:16_x:11.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,16,p,m,gr,11.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:17_x:11.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,17,p,m,gr,11.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:18_x:11.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,18,p,m,gr,11.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:11_j:19_x:11.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,11,0,19,p,m,gr,11.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:0_x:12.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,0,p,m,gr,12.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:1_x:12.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,1,p,m,gr,12.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:2_x:12.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,2,p,m,gr,12.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:3_x:12.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,3,p,m,gr,12.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:4_x:12.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,4,p,m,gr,12.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:5_x:12.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,5,p,m,gr,12.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:6_x:12.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,6,p,m,gr,12.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:7_x:12.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,7,p,m,gr,12.00,7.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:8_x:12.00_y:8.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,8,p,m,gr,12.00,8.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:9_x:12.00_y:9.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,9,p,m,gr,12.00,9.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:10_x:12.00_y:10.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,10,p,m,gr,12.00,10.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:11_x:12.00_y:11.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,11,p,m,gr,12.00,11.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:12_x:12.00_y:12.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,12,p,m,gr,12.00,12.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:13_x:12.00_y:13.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,13,p,m,gr,12.00,13.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:14_x:12.00_y:14.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,14,p,m,gr,12.00,14.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:15_x:12.00_y:15.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,15,p,m,gr,12.00,15.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:16_x:12.00_y:16.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,16,p,m,gr,12.00,16.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:17_x:12.00_y:17.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,17,p,m,gr,12.00,17.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:18_x:12.00_y:18.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,18,p,m,gr,12.00,18.00
pname:p_inst:0_ptype:gr_pstyle:m_i:12_j:19_x:12.00_y:19.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,12,0,19,p,m,gr,12.00,19.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:0_x:13.00_y:0.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,0,p,m,gr,13.00,0.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:1_x:13.00_y:1.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,1,p,m,gr,13.00,1.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:2_x:13.00_y:2.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,2,p,m,gr,13.00,2.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:3_x:13.00_y:3.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,3,p,m,gr,13.00,3.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:4_x:13.00_y:4.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,4,p,m,gr,13.00,4.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:5_x:13.00_y:5.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,5,p,m,gr,13.00,5.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:6_x:13.00_y:6.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,6,p,m,gr,13.00,6.00
pname:p_inst:0_ptype:gr_pstyle:m_i:13_j:7_x:13.00_y:7.00,log,factor,1.0,1e-10,10000000000.0,p_inst:0,1.0,0.0,1,13,0,7,p,m,gr,13.00,7.00
