,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,scale,dercom,parchglim,offset
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:21_j:18_x:4625.00_y:4625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:21_j:18_x:4625.00_y:4625.00_zone:1,1.0,21,18,4625.0,4625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:21_j:19_x:4875.00_y:4625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:21_j:19_x:4875.00_y:4625.00_zone:1,1.0,21,19,4875.0,4625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:0_x:125.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:0_x:125.00_y:4375.00_zone:1,1.0,22,0,125.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:1_x:375.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:1_x:375.00_y:4375.00_zone:1,1.0,22,1,375.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:2_x:625.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:2_x:625.00_y:4375.00_zone:1,1.0,22,2,625.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:3_x:875.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:3_x:875.00_y:4375.00_zone:1,1.0,22,3,875.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:4_x:1125.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:4_x:1125.00_y:4375.00_zone:1,1.0,22,4,1125.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:6_x:1625.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:6_x:1625.00_y:4375.00_zone:1,1.0,22,6,1625.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:7_x:1875.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:7_x:1875.00_y:4375.00_zone:1,1.0,22,7,1875.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:8_x:2125.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:8_x:2125.00_y:4375.00_zone:1,1.0,22,8,2125.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:9_x:2375.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:9_x:2375.00_y:4375.00_zone:1,1.0,22,9,2375.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:10_x:2625.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:10_x:2625.00_y:4375.00_zone:1,1.0,22,10,2625.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:11_x:2875.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:11_x:2875.00_y:4375.00_zone:1,1.0,22,11,2875.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:12_x:3125.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:12_x:3125.00_y:4375.00_zone:1,1.0,22,12,3125.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:13_x:3375.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:13_x:3375.00_y:4375.00_zone:1,1.0,22,13,3375.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:14_x:3625.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:14_x:3625.00_y:4375.00_zone:1,1.0,22,14,3625.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:15_x:3875.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:15_x:3875.00_y:4375.00_zone:1,1.0,22,15,3875.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:16_x:4125.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:16_x:4125.00_y:4375.00_zone:1,1.0,22,16,4125.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:17_x:4375.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:17_x:4375.00_y:4375.00_zone:1,1.0,22,17,4375.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:18_x:4625.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:18_x:4625.00_y:4375.00_zone:1,1.0,22,18,4625.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:19_x:4875.00_y:4375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:22_j:19_x:4875.00_y:4375.00_zone:1,1.0,22,19,4875.0,4375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:0_x:125.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:0_x:125.00_y:4125.00_zone:1,1.0,23,0,125.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:1_x:375.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:1_x:375.00_y:4125.00_zone:1,1.0,23,1,375.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:2_x:625.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:2_x:625.00_y:4125.00_zone:1,1.0,23,2,625.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:3_x:875.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:3_x:875.00_y:4125.00_zone:1,1.0,23,3,875.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:4_x:1125.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:4_x:1125.00_y:4125.00_zone:1,1.0,23,4,1125.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:5_x:1375.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:5_x:1375.00_y:4125.00_zone:1,1.0,23,5,1375.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:6_x:1625.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:6_x:1625.00_y:4125.00_zone:1,1.0,23,6,1625.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:7_x:1875.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:7_x:1875.00_y:4125.00_zone:1,1.0,23,7,1875.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:8_x:2125.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:8_x:2125.00_y:4125.00_zone:1,1.0,23,8,2125.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:9_x:2375.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:9_x:2375.00_y:4125.00_zone:1,1.0,23,9,2375.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:10_x:2625.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:10_x:2625.00_y:4125.00_zone:1,1.0,23,10,2625.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:11_x:2875.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:11_x:2875.00_y:4125.00_zone:1,1.0,23,11,2875.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:12_x:3125.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:12_x:3125.00_y:4125.00_zone:1,1.0,23,12,3125.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:13_x:3375.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:13_x:3375.00_y:4125.00_zone:1,1.0,23,13,3375.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:14_x:3625.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:14_x:3625.00_y:4125.00_zone:1,1.0,23,14,3625.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:15_x:3875.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:15_x:3875.00_y:4125.00_zone:1,1.0,23,15,3875.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:16_x:4125.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:16_x:4125.00_y:4125.00_zone:1,1.0,23,16,4125.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:17_x:4375.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:17_x:4375.00_y:4125.00_zone:1,1.0,23,17,4375.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:18_x:4625.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:18_x:4625.00_y:4125.00_zone:1,1.0,23,18,4625.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:19_x:4875.00_y:4125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:23_j:19_x:4875.00_y:4125.00_zone:1,1.0,23,19,4875.0,4125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:0_x:125.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:0_x:125.00_y:3875.00_zone:1,1.0,24,0,125.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:1_x:375.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:1_x:375.00_y:3875.00_zone:1,1.0,24,1,375.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:2_x:625.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:2_x:625.00_y:3875.00_zone:1,1.0,24,2,625.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:3_x:875.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:3_x:875.00_y:3875.00_zone:1,1.0,24,3,875.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:4_x:1125.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:4_x:1125.00_y:3875.00_zone:1,1.0,24,4,1125.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:5_x:1375.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:5_x:1375.00_y:3875.00_zone:1,1.0,24,5,1375.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:6_x:1625.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:6_x:1625.00_y:3875.00_zone:1,1.0,24,6,1625.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:7_x:1875.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:7_x:1875.00_y:3875.00_zone:1,1.0,24,7,1875.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:8_x:2125.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:8_x:2125.00_y:3875.00_zone:1,1.0,24,8,2125.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:9_x:2375.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:9_x:2375.00_y:3875.00_zone:1,1.0,24,9,2375.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:10_x:2625.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:10_x:2625.00_y:3875.00_zone:1,1.0,24,10,2625.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:11_x:2875.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:11_x:2875.00_y:3875.00_zone:1,1.0,24,11,2875.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:12_x:3125.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:12_x:3125.00_y:3875.00_zone:1,1.0,24,12,3125.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:13_x:3375.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:13_x:3375.00_y:3875.00_zone:1,1.0,24,13,3375.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:14_x:3625.00_y:3875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:24_j:14_x:3625.00_y:3875.00_zone:1,1.0,24,14,3625.0,3875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
