,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,scale,dercom,parchglim,offset
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:12_j:18_x:4625.00_y:6875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:12_j:18_x:4625.00_y:6875.00_zone:1,1.0,12,18,4625.0,6875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:12_j:19_x:4875.00_y:6875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:12_j:19_x:4875.00_y:6875.00_zone:1,1.0,12,19,4875.0,6875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:0_x:125.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:0_x:125.00_y:6625.00_zone:1,1.0,13,0,125.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:1_x:375.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:1_x:375.00_y:6625.00_zone:1,1.0,13,1,375.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:2_x:625.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:2_x:625.00_y:6625.00_zone:1,1.0,13,2,625.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:3_x:875.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:3_x:875.00_y:6625.00_zone:1,1.0,13,3,875.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:8_x:2125.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:8_x:2125.00_y:6625.00_zone:1,1.0,13,8,2125.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:9_x:2375.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:9_x:2375.00_y:6625.00_zone:1,1.0,13,9,2375.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:10_x:2625.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:10_x:2625.00_y:6625.00_zone:1,1.0,13,10,2625.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:11_x:2875.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:11_x:2875.00_y:6625.00_zone:1,1.0,13,11,2875.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:12_x:3125.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:12_x:3125.00_y:6625.00_zone:1,1.0,13,12,3125.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:13_x:3375.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:13_x:3375.00_y:6625.00_zone:1,1.0,13,13,3375.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:14_x:3625.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:14_x:3625.00_y:6625.00_zone:1,1.0,13,14,3625.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:15_x:3875.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:15_x:3875.00_y:6625.00_zone:1,1.0,13,15,3875.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:16_x:4125.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:16_x:4125.00_y:6625.00_zone:1,1.0,13,16,4125.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:17_x:4375.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:17_x:4375.00_y:6625.00_zone:1,1.0,13,17,4375.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:18_x:4625.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:18_x:4625.00_y:6625.00_zone:1,1.0,13,18,4625.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:19_x:4875.00_y:6625.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:13_j:19_x:4875.00_y:6625.00_zone:1,1.0,13,19,4875.0,6625.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:0_x:125.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:0_x:125.00_y:6375.00_zone:1,1.0,14,0,125.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:1_x:375.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:1_x:375.00_y:6375.00_zone:1,1.0,14,1,375.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:2_x:625.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:2_x:625.00_y:6375.00_zone:1,1.0,14,2,625.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:3_x:875.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:3_x:875.00_y:6375.00_zone:1,1.0,14,3,875.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:8_x:2125.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:8_x:2125.00_y:6375.00_zone:1,1.0,14,8,2125.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:9_x:2375.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:9_x:2375.00_y:6375.00_zone:1,1.0,14,9,2375.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:10_x:2625.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:10_x:2625.00_y:6375.00_zone:1,1.0,14,10,2625.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:11_x:2875.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:11_x:2875.00_y:6375.00_zone:1,1.0,14,11,2875.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:12_x:3125.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:12_x:3125.00_y:6375.00_zone:1,1.0,14,12,3125.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:13_x:3375.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:13_x:3375.00_y:6375.00_zone:1,1.0,14,13,3375.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:14_x:3625.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:14_x:3625.00_y:6375.00_zone:1,1.0,14,14,3625.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:15_x:3875.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:15_x:3875.00_y:6375.00_zone:1,1.0,14,15,3875.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:16_x:4125.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:16_x:4125.00_y:6375.00_zone:1,1.0,14,16,4125.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:17_x:4375.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:17_x:4375.00_y:6375.00_zone:1,1.0,14,17,4375.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:18_x:4625.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:18_x:4625.00_y:6375.00_zone:1,1.0,14,18,4625.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:19_x:4875.00_y:6375.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:14_j:19_x:4875.00_y:6375.00_zone:1,1.0,14,19,4875.0,6375.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:0_x:125.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:0_x:125.00_y:6125.00_zone:1,1.0,15,0,125.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:1_x:375.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:1_x:375.00_y:6125.00_zone:1,1.0,15,1,375.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:2_x:625.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:2_x:625.00_y:6125.00_zone:1,1.0,15,2,625.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:3_x:875.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:3_x:875.00_y:6125.00_zone:1,1.0,15,3,875.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:8_x:2125.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:8_x:2125.00_y:6125.00_zone:1,1.0,15,8,2125.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:9_x:2375.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:9_x:2375.00_y:6125.00_zone:1,1.0,15,9,2375.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:10_x:2625.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:10_x:2625.00_y:6125.00_zone:1,1.0,15,10,2625.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:11_x:2875.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:11_x:2875.00_y:6125.00_zone:1,1.0,15,11,2875.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:12_x:3125.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:12_x:3125.00_y:6125.00_zone:1,1.0,15,12,3125.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:13_x:3375.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:13_x:3375.00_y:6125.00_zone:1,1.0,15,13,3375.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:14_x:3625.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:14_x:3625.00_y:6125.00_zone:1,1.0,15,14,3625.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:15_x:3875.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:15_x:3875.00_y:6125.00_zone:1,1.0,15,15,3875.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:16_x:4125.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:16_x:4125.00_y:6125.00_zone:1,1.0,15,16,4125.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:17_x:4375.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:17_x:4375.00_y:6125.00_zone:1,1.0,15,17,4375.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:18_x:4625.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:18_x:4625.00_y:6125.00_zone:1,1.0,15,18,4625.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:19_x:4875.00_y:6125.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:15_j:19_x:4875.00_y:6125.00_zone:1,1.0,15,19,4875.0,6125.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:0_x:125.00_y:5875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:0_x:125.00_y:5875.00_zone:1,1.0,16,0,125.0,5875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:1_x:375.00_y:5875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:1_x:375.00_y:5875.00_zone:1,1.0,16,1,375.0,5875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:2_x:625.00_y:5875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:2_x:625.00_y:5875.00_zone:1,1.0,16,2,625.0,5875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:3_x:875.00_y:5875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:3_x:875.00_y:5875.00_zone:1,1.0,16,3,875.0,5875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:8_x:2125.00_y:5875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:8_x:2125.00_y:5875.00_zone:1,1.0,16,8,2125.0,5875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:9_x:2375.00_y:5875.00_zone:1,pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:16_j:9_x:2375.00_y:5875.00_zone:1,1.0,16,9,2375.0,5875.0,npfklayer1gr,part2_01_OUT\freyberg6_template\npfklayer1gr_inst0_grid.csv.tpl,part2_01_OUT\freyberg6_template\mult\npfklayer1gr_inst0_grid.csv,grid,log,5.0,0.2,1.0,1,factor,0.0
