,icsubno,"(k, i, j)",nodelay,stress_offset,ib_thick[k],1.0,ib_cv,ib_cr,ib_theta,999.0,999.0,boundname,b0,b1,b2
441,441,"(1, 10, 0)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_01,1,10,0
442,442,"(2, 10, 0)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_01,2,10,0
443,443,"(3, 10, 0)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_01,3,10,0
444,444,"(0, 10, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_02,0,10,1
445,445,"(1, 10, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_02,1,10,1
446,446,"(2, 10, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_02,2,10,1
447,447,"(3, 10, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_02,3,10,1
448,448,"(0, 10, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_03,0,10,2
449,449,"(1, 10, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_03,1,10,2
450,450,"(2, 10, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_03,2,10,2
451,451,"(3, 10, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_03,3,10,2
452,452,"(0, 10, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_04,0,10,3
453,453,"(1, 10, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_04,1,10,3
454,454,"(2, 10, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_04,2,10,3
455,455,"(3, 10, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_04,3,10,3
456,456,"(0, 10, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_05,0,10,4
457,457,"(1, 10, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_05,1,10,4
458,458,"(2, 10, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_05,2,10,4
459,459,"(3, 10, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_05,3,10,4
460,460,"(0, 10, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_06,0,10,5
461,461,"(1, 10, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_06,1,10,5
462,462,"(2, 10, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_06,2,10,5
463,463,"(3, 10, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_06,3,10,5
464,464,"(0, 10, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_07,0,10,6
465,465,"(1, 10, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_07,1,10,6
466,466,"(2, 10, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_07,2,10,6
467,467,"(3, 10, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_07,3,10,6
468,468,"(0, 10, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_08,0,10,7
469,469,"(1, 10, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_08,1,10,7
470,470,"(2, 10, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_08,2,10,7
471,471,"(3, 10, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_08,3,10,7
472,472,"(0, 10, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_09,0,10,8
473,473,"(1, 10, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_09,1,10,8
474,474,"(2, 10, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_09,2,10,8
475,475,"(3, 10, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_09,3,10,8
476,476,"(0, 10, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_10,0,10,9
477,477,"(1, 10, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_10,1,10,9
478,478,"(2, 10, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_10,2,10,9
479,479,"(3, 10, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_10,3,10,9
480,480,"(0, 10, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_11,0,10,10
481,481,"(1, 10, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_11,1,10,10
482,482,"(2, 10, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_11,2,10,10
483,483,"(3, 10, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_11,3,10,10
484,484,"(0, 10, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_12,0,10,11
485,485,"(1, 10, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_12,1,10,11
486,486,"(2, 10, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_12,2,10,11
487,487,"(3, 10, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_12,3,10,11
488,488,"(0, 10, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_13,0,10,12
489,489,"(1, 10, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_13,1,10,12
490,490,"(2, 10, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_13,2,10,12
491,491,"(3, 10, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_13,3,10,12
492,492,"(0, 10, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_14,0,10,13
493,493,"(1, 10, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_14,1,10,13
494,494,"(2, 10, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_14,2,10,13
495,495,"(3, 10, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_14,3,10,13
496,496,"(0, 10, 14)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_11_15,0,10,14
497,497,"(1, 10, 14)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_11_15,1,10,14
498,498,"(2, 10, 14)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_11_15,2,10,14
499,499,"(3, 10, 14)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_11_15,3,10,14
500,500,"(0, 11, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_02,0,11,1
501,501,"(1, 11, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_02,1,11,1
502,502,"(2, 11, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_02,2,11,1
503,503,"(3, 11, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_02,3,11,1
504,504,"(0, 11, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_03,0,11,2
505,505,"(1, 11, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_03,1,11,2
506,506,"(2, 11, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_03,2,11,2
507,507,"(3, 11, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_03,3,11,2
508,508,"(0, 11, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_04,0,11,3
509,509,"(1, 11, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_04,1,11,3
510,510,"(2, 11, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_04,2,11,3
511,511,"(3, 11, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_04,3,11,3
512,512,"(0, 11, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_05,0,11,4
513,513,"(1, 11, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_05,1,11,4
514,514,"(2, 11, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_05,2,11,4
515,515,"(3, 11, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_05,3,11,4
516,516,"(0, 11, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_06,0,11,5
517,517,"(1, 11, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_06,1,11,5
518,518,"(2, 11, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_06,2,11,5
519,519,"(3, 11, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_06,3,11,5
520,520,"(0, 11, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_07,0,11,6
521,521,"(1, 11, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_07,1,11,6
522,522,"(2, 11, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_07,2,11,6
523,523,"(3, 11, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_07,3,11,6
524,524,"(0, 11, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_08,0,11,7
525,525,"(1, 11, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_08,1,11,7
526,526,"(2, 11, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_08,2,11,7
527,527,"(3, 11, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_08,3,11,7
528,528,"(0, 11, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_09,0,11,8
529,529,"(1, 11, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_09,1,11,8
530,530,"(2, 11, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_09,2,11,8
531,531,"(3, 11, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_09,3,11,8
532,532,"(0, 11, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_10,0,11,9
533,533,"(1, 11, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_10,1,11,9
534,534,"(2, 11, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_10,2,11,9
535,535,"(3, 11, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_10,3,11,9
536,536,"(0, 11, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_11,0,11,10
537,537,"(1, 11, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_11,1,11,10
538,538,"(2, 11, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_11,2,11,10
539,539,"(3, 11, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_11,3,11,10
540,540,"(0, 11, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_12,0,11,11
541,541,"(1, 11, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_12,1,11,11
542,542,"(2, 11, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_12,2,11,11
543,543,"(3, 11, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_12,3,11,11
544,544,"(0, 11, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_13,0,11,12
545,545,"(1, 11, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_13,1,11,12
546,546,"(2, 11, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_13,2,11,12
547,547,"(3, 11, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_13,3,11,12
548,548,"(0, 11, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_14,0,11,13
549,549,"(1, 11, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_14,1,11,13
550,550,"(2, 11, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_14,2,11,13
551,551,"(3, 11, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_14,3,11,13
552,552,"(0, 11, 14)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_12_15,0,11,14
553,553,"(1, 11, 14)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_12_15,1,11,14
554,554,"(2, 11, 14)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_12_15,2,11,14
555,555,"(3, 11, 14)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_12_15,3,11,14
556,556,"(0, 12, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_02,0,12,1
557,557,"(1, 12, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_02,1,12,1
558,558,"(2, 12, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_02,2,12,1
559,559,"(3, 12, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_02,3,12,1
560,560,"(0, 12, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_03,0,12,2
561,561,"(1, 12, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_03,1,12,2
562,562,"(2, 12, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_03,2,12,2
563,563,"(3, 12, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_03,3,12,2
564,564,"(0, 12, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_04,0,12,3
565,565,"(1, 12, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_04,1,12,3
566,566,"(2, 12, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_04,2,12,3
567,567,"(3, 12, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_04,3,12,3
568,568,"(0, 12, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_05,0,12,4
569,569,"(1, 12, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_05,1,12,4
570,570,"(2, 12, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_05,2,12,4
571,571,"(3, 12, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_05,3,12,4
572,572,"(0, 12, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_06,0,12,5
573,573,"(1, 12, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_06,1,12,5
574,574,"(2, 12, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_06,2,12,5
575,575,"(3, 12, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_06,3,12,5
576,576,"(0, 12, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_07,0,12,6
577,577,"(1, 12, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_07,1,12,6
578,578,"(2, 12, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_07,2,12,6
579,579,"(3, 12, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_07,3,12,6
580,580,"(0, 12, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_08,0,12,7
581,581,"(1, 12, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_08,1,12,7
582,582,"(2, 12, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_08,2,12,7
583,583,"(3, 12, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_08,3,12,7
584,584,"(0, 12, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_09,0,12,8
585,585,"(1, 12, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_09,1,12,8
586,586,"(2, 12, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_09,2,12,8
587,587,"(3, 12, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_09,3,12,8
588,588,"(0, 12, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_10,0,12,9
589,589,"(1, 12, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_10,1,12,9
590,590,"(2, 12, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_10,2,12,9
591,591,"(3, 12, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_10,3,12,9
592,592,"(0, 12, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_11,0,12,10
593,593,"(1, 12, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_11,1,12,10
594,594,"(2, 12, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_11,2,12,10
595,595,"(3, 12, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_11,3,12,10
596,596,"(0, 12, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_12,0,12,11
597,597,"(1, 12, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_12,1,12,11
598,598,"(2, 12, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_12,2,12,11
599,599,"(3, 12, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_12,3,12,11
600,600,"(0, 12, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_13,0,12,12
601,601,"(1, 12, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_13,1,12,12
602,602,"(2, 12, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_13,2,12,12
603,603,"(3, 12, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_13,3,12,12
604,604,"(0, 12, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_13_14,0,12,13
605,605,"(1, 12, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_13_14,1,12,13
606,606,"(2, 12, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_13_14,2,12,13
607,607,"(3, 12, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_13_14,3,12,13
608,608,"(0, 13, 1)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_02,0,13,1
609,609,"(1, 13, 1)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_02,1,13,1
610,610,"(2, 13, 1)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_02,2,13,1
611,611,"(3, 13, 1)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_02,3,13,1
612,612,"(0, 13, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_03,0,13,2
613,613,"(1, 13, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_03,1,13,2
614,614,"(2, 13, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_03,2,13,2
615,615,"(3, 13, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_03,3,13,2
616,616,"(0, 13, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_04,0,13,3
617,617,"(1, 13, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_04,1,13,3
618,618,"(2, 13, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_04,2,13,3
619,619,"(3, 13, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_04,3,13,3
620,620,"(0, 13, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_05,0,13,4
621,621,"(1, 13, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_05,1,13,4
622,622,"(2, 13, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_05,2,13,4
623,623,"(3, 13, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_05,3,13,4
624,624,"(0, 13, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_06,0,13,5
625,625,"(1, 13, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_06,1,13,5
626,626,"(2, 13, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_06,2,13,5
627,627,"(3, 13, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_06,3,13,5
628,628,"(0, 13, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_07,0,13,6
629,629,"(1, 13, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_07,1,13,6
630,630,"(2, 13, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_07,2,13,6
631,631,"(3, 13, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_07,3,13,6
632,632,"(0, 13, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_08,0,13,7
633,633,"(1, 13, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_08,1,13,7
634,634,"(2, 13, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_08,2,13,7
635,635,"(3, 13, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_08,3,13,7
636,636,"(0, 13, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_09,0,13,8
637,637,"(1, 13, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_09,1,13,8
638,638,"(2, 13, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_09,2,13,8
639,639,"(3, 13, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_09,3,13,8
640,640,"(0, 13, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_10,0,13,9
641,641,"(1, 13, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_10,1,13,9
642,642,"(2, 13, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_10,2,13,9
643,643,"(3, 13, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_10,3,13,9
644,644,"(0, 13, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_11,0,13,10
645,645,"(1, 13, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_11,1,13,10
646,646,"(2, 13, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_11,2,13,10
647,647,"(3, 13, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_11,3,13,10
648,648,"(0, 13, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_12,0,13,11
649,649,"(1, 13, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_12,1,13,11
650,650,"(2, 13, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_12,2,13,11
651,651,"(3, 13, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_12,3,13,11
652,652,"(0, 13, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_13,0,13,12
653,653,"(1, 13, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_13,1,13,12
654,654,"(2, 13, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_13,2,13,12
655,655,"(3, 13, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_13,3,13,12
656,656,"(0, 13, 13)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_14_14,0,13,13
657,657,"(1, 13, 13)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_14_14,1,13,13
658,658,"(2, 13, 13)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_14_14,2,13,13
659,659,"(3, 13, 13)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_14_14,3,13,13
660,660,"(0, 14, 2)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_03,0,14,2
661,661,"(1, 14, 2)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_15_03,1,14,2
662,662,"(2, 14, 2)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_15_03,2,14,2
663,663,"(3, 14, 2)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_15_03,3,14,2
664,664,"(0, 14, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_15_04,0,14,3
