,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,parchglim,scale,dercom,offset
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:1_x:375.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:1_x:375.00_y:4375.00_zone:1,38.02578,22,1,375.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:2_x:625.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:2_x:625.00_y:4375.00_zone:1,37.9332,22,2,625.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:3_x:875.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:3_x:875.00_y:4375.00_zone:1,37.77814,22,3,875.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:4_x:1125.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:4_x:1125.00_y:4375.00_zone:1,37.45466,22,4,1125.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:6_x:1625.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:6_x:1625.00_y:4375.00_zone:1,36.01084,22,6,1625.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:7_x:1875.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:7_x:1875.00_y:4375.00_zone:1,35.87942,22,7,1875.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:8_x:2125.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:8_x:2125.00_y:4375.00_zone:1,35.69375,22,8,2125.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:9_x:2375.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:9_x:2375.00_y:4375.00_zone:1,35.53532,22,9,2375.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:10_x:2625.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:10_x:2625.00_y:4375.00_zone:1,35.37436,22,10,2625.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:11_x:2875.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:11_x:2875.00_y:4375.00_zone:1,35.23216,22,11,2875.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:12_x:3125.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:12_x:3125.00_y:4375.00_zone:1,35.07811,22,12,3125.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:13_x:3375.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:13_x:3375.00_y:4375.00_zone:1,34.91525,22,13,3375.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:14_x:3625.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:14_x:3625.00_y:4375.00_zone:1,34.74779,22,14,3625.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:15_x:3875.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:15_x:3875.00_y:4375.00_zone:1,34.59128,22,15,3875.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:16_x:4125.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:16_x:4125.00_y:4375.00_zone:1,34.71188,22,16,4125.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:17_x:4375.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:17_x:4375.00_y:4375.00_zone:1,34.79452,22,17,4375.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:18_x:4625.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:18_x:4625.00_y:4375.00_zone:1,34.85119,22,18,4625.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:19_x:4875.00_y:4375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:19_x:4875.00_y:4375.00_zone:1,34.88055,22,19,4875.0,4375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:0_x:125.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:0_x:125.00_y:4125.00_zone:1,37.79069,23,0,125.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:1_x:375.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:1_x:375.00_y:4125.00_zone:1,37.71784,23,1,375.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:2_x:625.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:2_x:625.00_y:4125.00_zone:1,37.60618,23,2,625.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:3_x:875.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:3_x:875.00_y:4125.00_zone:1,37.42113,23,3,875.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:4_x:1125.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:4_x:1125.00_y:4125.00_zone:1,37.09756,23,4,1125.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:5_x:1375.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:5_x:1375.00_y:4125.00_zone:1,36.58766,23,5,1375.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:6_x:1625.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:6_x:1625.00_y:4125.00_zone:1,36.16804,23,6,1625.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:7_x:1875.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:7_x:1875.00_y:4125.00_zone:1,35.90465,23,7,1875.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:8_x:2125.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:8_x:2125.00_y:4125.00_zone:1,35.70521,23,8,2125.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:9_x:2375.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:9_x:2375.00_y:4125.00_zone:1,35.50984,23,9,2375.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:10_x:2625.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:10_x:2625.00_y:4125.00_zone:1,35.33989,23,10,2625.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:11_x:2875.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:11_x:2875.00_y:4125.00_zone:1,35.20013,23,11,2875.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:12_x:3125.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:12_x:3125.00_y:4125.00_zone:1,35.06164,23,12,3125.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:13_x:3375.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:13_x:3375.00_y:4125.00_zone:1,34.91654,23,13,3375.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:14_x:3625.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:14_x:3625.00_y:4125.00_zone:1,34.76609,23,14,3625.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:15_x:3875.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:15_x:3875.00_y:4125.00_zone:1,34.59561,23,15,3875.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:16_x:4125.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:16_x:4125.00_y:4125.00_zone:1,34.7099,23,16,4125.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:17_x:4375.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:17_x:4375.00_y:4125.00_zone:1,34.78643,23,17,4375.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:18_x:4625.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:18_x:4625.00_y:4125.00_zone:1,34.84048,23,18,4625.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:19_x:4875.00_y:4125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:19_x:4875.00_y:4125.00_zone:1,34.8679,23,19,4875.0,4125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:0_x:125.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:0_x:125.00_y:3875.00_zone:1,37.50672,24,0,125.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:1_x:375.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:1_x:375.00_y:3875.00_zone:1,37.43169,24,1,375.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:2_x:625.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:2_x:625.00_y:3875.00_zone:1,37.30625,24,2,625.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:3_x:875.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:3_x:875.00_y:3875.00_zone:1,37.1352,24,3,875.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:4_x:1125.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:4_x:1125.00_y:3875.00_zone:1,36.82088,24,4,1125.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:5_x:1375.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:5_x:1375.00_y:3875.00_zone:1,36.44771,24,5,1375.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:6_x:1625.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:6_x:1625.00_y:3875.00_zone:1,36.14847,24,6,1625.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:7_x:1875.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:7_x:1875.00_y:3875.00_zone:1,35.88707,24,7,1875.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:8_x:2125.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:8_x:2125.00_y:3875.00_zone:1,35.66223,24,8,2125.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:9_x:2375.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:9_x:2375.00_y:3875.00_zone:1,35.44237,24,9,2375.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:10_x:2625.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:10_x:2625.00_y:3875.00_zone:1,35.2666,24,10,2625.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:11_x:2875.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:11_x:2875.00_y:3875.00_zone:1,35.1405,24,11,2875.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:12_x:3125.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:12_x:3125.00_y:3875.00_zone:1,35.02263,24,12,3125.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:13_x:3375.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:13_x:3375.00_y:3875.00_zone:1,34.89685,24,13,3375.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:14_x:3625.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:14_x:3625.00_y:3875.00_zone:1,34.7577,24,14,3625.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:15_x:3875.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:15_x:3875.00_y:3875.00_zone:1,34.58798,24,15,3875.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:16_x:4125.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:16_x:4125.00_y:3875.00_zone:1,34.7017,24,16,4125.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:17_x:4375.00_y:3875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:17_x:4375.00_y:3875.00_zone:1,34.77479,24,17,4375.0,3875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
