,parnme,parval1,i,j,x,y,pargp,tpl_filename,input_filename,partype,partrans,parubnd,parlbnd,parchglim,scale,dercom,offset
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:17_x:4375.00_y:6875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:17_x:4375.00_y:6875.00_zone:1,34.89408,12,17,4375.0,6875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:18_x:4625.00_y:6875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:18_x:4625.00_y:6875.00_zone:1,34.94952,12,18,4625.0,6875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:19_x:4875.00_y:6875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:19_x:4875.00_y:6875.00_zone:1,34.97847,12,19,4875.0,6875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:0_x:125.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:0_x:125.00_y:6625.00_zone:1,40.07992,13,0,125.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:1_x:375.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:1_x:375.00_y:6625.00_zone:1,40.07429,13,1,375.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:2_x:625.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:2_x:625.00_y:6625.00_zone:1,40.06348,13,2,625.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:3_x:875.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:3_x:875.00_y:6625.00_zone:1,40.05748,13,3,875.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:8_x:2125.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:8_x:2125.00_y:6625.00_zone:1,35.73479,13,8,2125.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:9_x:2375.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:9_x:2375.00_y:6625.00_zone:1,35.67448,13,9,2375.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:10_x:2625.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:10_x:2625.00_y:6625.00_zone:1,35.56963,13,10,2625.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:11_x:2875.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:11_x:2875.00_y:6625.00_zone:1,35.43505,13,11,2875.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:12_x:3125.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:12_x:3125.00_y:6625.00_zone:1,35.26463,13,12,3125.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:13_x:3375.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:13_x:3375.00_y:6625.00_zone:1,35.08014,13,13,3375.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:14_x:3625.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:14_x:3625.00_y:6625.00_zone:1,34.91498,13,14,3625.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:15_x:3875.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:15_x:3875.00_y:6625.00_zone:1,34.72431,13,15,3875.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:16_x:4125.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:16_x:4125.00_y:6625.00_zone:1,34.83452,13,16,4125.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:17_x:4375.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:17_x:4375.00_y:6625.00_zone:1,34.90597,13,17,4375.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:18_x:4625.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:18_x:4625.00_y:6625.00_zone:1,34.95613,13,18,4625.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:19_x:4875.00_y:6625.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:19_x:4875.00_y:6625.00_zone:1,34.98197,13,19,4875.0,6625.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:0_x:125.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:0_x:125.00_y:6375.00_zone:1,39.98762,14,0,125.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:1_x:375.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:1_x:375.00_y:6375.00_zone:1,39.9848,14,1,375.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:2_x:625.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:2_x:625.00_y:6375.00_zone:1,39.97432,14,2,625.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:3_x:875.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:3_x:875.00_y:6375.00_zone:1,39.96909,14,3,875.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:8_x:2125.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:8_x:2125.00_y:6375.00_zone:1,35.67058,14,8,2125.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:9_x:2375.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:9_x:2375.00_y:6375.00_zone:1,35.61725,14,9,2375.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:10_x:2625.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:10_x:2625.00_y:6375.00_zone:1,35.52342,14,10,2625.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:11_x:2875.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:11_x:2875.00_y:6375.00_zone:1,35.40748,14,11,2875.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:12_x:3125.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:12_x:3125.00_y:6375.00_zone:1,35.26009,14,12,3125.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:13_x:3375.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:13_x:3375.00_y:6375.00_zone:1,35.09624,14,13,3375.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:14_x:3625.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:14_x:3625.00_y:6375.00_zone:1,34.92587,14,14,3625.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:15_x:3875.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:15_x:3875.00_y:6375.00_zone:1,34.72675,14,15,3875.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:16_x:4125.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:16_x:4125.00_y:6375.00_zone:1,34.83939,14,16,4125.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:17_x:4375.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:17_x:4375.00_y:6375.00_zone:1,34.90931,14,17,4375.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:18_x:4625.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:18_x:4625.00_y:6375.00_zone:1,34.95705,14,18,4625.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:19_x:4875.00_y:6375.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:19_x:4875.00_y:6375.00_zone:1,34.9822,14,19,4875.0,6375.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:0_x:125.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:0_x:125.00_y:6125.00_zone:1,39.86404,15,0,125.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:1_x:375.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:1_x:375.00_y:6125.00_zone:1,39.85741,15,1,375.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:2_x:625.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:2_x:625.00_y:6125.00_zone:1,39.8467,15,2,625.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:3_x:875.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:3_x:875.00_y:6125.00_zone:1,39.84435,15,3,875.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:8_x:2125.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:8_x:2125.00_y:6125.00_zone:1,35.62306,15,8,2125.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:9_x:2375.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:9_x:2375.00_y:6125.00_zone:1,35.57106,15,9,2375.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:10_x:2625.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:10_x:2625.00_y:6125.00_zone:1,35.48867,15,10,2625.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:11_x:2875.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:11_x:2875.00_y:6125.00_zone:1,35.38101,15,11,2875.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:12_x:3125.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:12_x:3125.00_y:6125.00_zone:1,35.24547,15,12,3125.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:13_x:3375.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:13_x:3375.00_y:6125.00_zone:1,35.09059,15,13,3375.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:14_x:3625.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:14_x:3625.00_y:6125.00_zone:1,34.92189,15,14,3625.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:15_x:3875.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:15_x:3875.00_y:6125.00_zone:1,34.71995,15,15,3875.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:16_x:4125.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:16_x:4125.00_y:6125.00_zone:1,34.83386,15,16,4125.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:17_x:4375.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:17_x:4375.00_y:6125.00_zone:1,34.90487,15,17,4375.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:18_x:4625.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:18_x:4625.00_y:6125.00_zone:1,34.95313,15,18,4625.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:19_x:4875.00_y:6125.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:19_x:4875.00_y:6125.00_zone:1,34.97798,15,19,4875.0,6125.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:0_x:125.00_y:5875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:0_x:125.00_y:5875.00_zone:1,39.68936,16,0,125.0,5875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:1_x:375.00_y:5875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:1_x:375.00_y:5875.00_zone:1,39.6736,16,1,375.0,5875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:2_x:625.00_y:5875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:2_x:625.00_y:5875.00_zone:1,39.67507,16,2,625.0,5875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:3_x:875.00_y:5875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:3_x:875.00_y:5875.00_zone:1,39.68074,16,3,875.0,5875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:8_x:2125.00_y:5875.00_zone:1,pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:8_x:2125.00_y:5875.00_zone:1,35.58776,16,8,2125.0,5875.0,icstrtlayer1,part2_01b_OUT\freyberg6_template\freyberg6.ic_strt_layer1.txt.tpl,part2_01b_OUT\freyberg6_template\org\freyberg6.ic_strt_layer1.txt,grid,none,50,15,factor,1.0,1,0.0
