,time,total_in,total_out,sources,sinks,fluid_storage,total_mass,error_in-out,error_alt
43,1569.5,12325400000.0,-11720700000.0,7884000000.0,-4940900000.0,0.0,2338350000.0,5.03,7.98
44,1606.0,12338600000.0,-11947000000.0,7884000000.0,-5155760000.0,0.0,2336630000.0,3.22,5.09
45,1642.5,12768600000.0,-12165300000.0,7884000000.0,-5363520000.0,0.0,1917180000.0,4.84,7.96
46,1679.0,12871800000.0,-12377400000.0,7884000000.0,-5562580000.0,0.0,1827070000.0,3.92,6.47
47,1715.5,13023000000.0,-12571800000.0,7884000000.0,-5755980000.0,0.0,1676770000.0,3.53,5.89
48,1752.0,13371000000.0,-12761200000.0,7884000000.0,-5944510000.0,0.0,1329700000.0,4.67,8.05
49,1788.5,13389200000.0,-12958700000.0,7884000000.0,-6123750000.0,0.0,1329700000.0,3.27,5.61
50,1825.0,13528900000.0,-13114400000.0,7884000000.0,-6276300000.0,0.0,1193250000.0,3.11,5.4
51,1861.5,13589100000.0,-13234100000.0,7884000000.0,-6392120000.0,0.0,1136830000.0,2.65,4.61
52,1898.0,13626400000.0,-13346400000.0,7884000000.0,-6484830000.0,0.0,1119180000.0,2.08,3.62
53,1934.5,13706600000.0,-13432700000.0,7884000000.0,-6568460000.0,0.0,1041640000.0,2.02,3.54
54,1971.0,13908200000.0,-13529600000.0,7884000000.0,-6657080000.0,0.0,848268000.0,2.76,4.92
55,2007.5,13955100000.0,-13604200000.0,7884000000.0,-6729810000.0,0.0,803213000.0,2.55,4.55
56,2044.0,14017100000.0,-13668900000.0,7884000000.0,-6793410000.0,0.0,742402000.0,2.52,4.52
57,2080.5,14077100000.0,-13729200000.0,7884000000.0,-6851670000.0,0.0,684379000.0,2.5,4.51
58,2117.0,14093000000.0,-13784100000.0,7884000000.0,-6905010000.0,0.0,670079000.0,2.22,4.0
59,2153.5,14148900000.0,-13830400000.0,7884000000.0,-6949760000.0,0.0,615807000.0,2.28,4.12
60,2190.0,14221300000.0,-13875900000.0,7884000000.0,-6994740000.0,0.0,543920000.0,2.46,4.48
61,2226.5,14273100000.0,-13916300000.0,7884000000.0,-7033830000.0,0.0,493375000.0,2.53,4.63
62,2263.0,14301800000.0,-13952600000.0,7884000000.0,-7069260000.0,0.0,465479000.0,2.47,4.53
63,2299.5,14336300000.0,-13997800000.0,7884000000.0,-7107920000.0,0.0,437594000.0,2.39,4.39
64,2336.0,14353000000.0,-14035400000.0,7884000000.0,-7145340000.0,0.0,421079000.0,2.24,4.11
65,2372.5,14374400000.0,-14070300000.0,7884000000.0,-7178790000.0,0.0,401034000.0,2.14,3.93
66,2409.0,14452700000.0,-14097900000.0,7884000000.0,-7206150000.0,0.0,323065000.0,2.49,4.6
67,2445.5,14470400000.0,-14131100000.0,7884000000.0,-7232720000.0,0.0,311959000.0,2.37,4.4
68,2482.0,14484600000.0,-14157000000.0,7884000000.0,-7258460000.0,0.0,297913000.0,2.29,4.24
69,2518.5,14496800000.0,-14181300000.0,7884000000.0,-7281720000.0,0.0,286703000.0,2.2,4.08
70,2555.0,14523900000.0,-14200900000.0,7884000000.0,-7301170000.0,0.0,259794000.0,2.25,4.18
71,2591.5,14536300000.0,-14219800000.0,7884000000.0,-7319600000.0,0.0,247937000.0,2.2,4.1
72,2628.0,14558500000.0,-14236200000.0,7884000000.0,-7335820000.0,0.0,225843000.0,2.24,4.17
73,2664.5,14574800000.0,-14250100000.0,7884000000.0,-7349450000.0,0.0,209878000.0,2.25,4.2
74,2701.0,14595300000.0,-14266800000.0,7884000000.0,-7364210000.0,0.0,191295000.0,2.28,4.26
75,2737.5,14607400000.0,-14281600000.0,7884000000.0,-7377320000.0,0.0,180907000.0,2.26,4.22
76,2774.0,14611200000.0,-14293900000.0,7884000000.0,-7389100000.0,0.0,177508000.0,2.2,4.11
77,2810.5,14620000000.0,-14305900000.0,7884000000.0,-7399300000.0,0.0,170576000.0,2.17,4.07
78,2847.0,14638700000.0,-14315500000.0,7884000000.0,-7408890000.0,0.0,151953000.0,2.23,4.18
79,2883.5,14649200000.0,-14326000000.0,7884000000.0,-7417890000.0,0.0,142896000.0,2.23,4.19
80,2920.0,14660900000.0,-14336600000.0,7884000000.0,-7427430000.0,0.0,132275000.0,2.24,4.2
81,2956.5,14666000000.0,-14346100000.0,7884000000.0,-7436790000.0,0.0,127316000.0,2.21,4.14
82,2993.0,14676800000.0,-14353800000.0,7884000000.0,-7444490000.0,0.0,116599000.0,2.22,4.18
83,3029.5,14682800000.0,-14360800000.0,7884000000.0,-7451210000.0,0.0,110758000.0,2.22,4.17
84,3066.0,14685900000.0,-14367600000.0,7884000000.0,-7457720000.0,0.0,108012000.0,2.19,4.12
85,3102.5,14695000000.0,-14374100000.0,7884000000.0,-7464090000.0,0.0,98983100.0,2.21,4.16
86,3139.0,14697900000.0,-14380200000.0,7884000000.0,-7470100000.0,0.0,96195200.0,2.19,4.11
87,3175.5,14706200000.0,-14385700000.0,7884000000.0,-7475320000.0,0.0,88130700.0,2.2,4.15
88,3212.0,14713200000.0,-14390800000.0,7884000000.0,-7480410000.0,0.0,81170500.0,2.22,4.17
89,3248.5,14717300000.0,-14395900000.0,7884000000.0,-7485360000.0,0.0,77198900.0,2.21,4.16
90,3285.0,14720800000.0,-14400800000.0,7884000000.0,-7490260000.0,0.0,73733200.0,2.2,4.14
91,3321.5,14725000000.0,-14405000000.0,7884000000.0,-7494400000.0,0.0,69573000.0,2.2,4.14
92,3358.0,14729700000.0,-14409300000.0,7884000000.0,-7498590000.0,0.0,64978700.0,2.2,4.15
93,3394.5,14733700000.0,-14413300000.0,7884000000.0,-7502460000.0,0.0,61137900.0,2.2,4.15
94,3431.0,14737800000.0,-14416400000.0,7884000000.0,-7505570000.0,0.0,57105900.0,2.2,4.16
95,3467.5,14740600000.0,-14419600000.0,7884000000.0,-7508630000.0,0.0,54311700.0,2.2,4.16
96,3504.0,14742200000.0,-14422500000.0,7884000000.0,-7511510000.0,0.0,52783800.0,2.19,4.14
97,3540.5,14745700000.0,-14425300000.0,7884000000.0,-7514270000.0,0.0,49304200.0,2.2,4.15
98,3577.0,14747200000.0,-14428000000.0,7884000000.0,-7516980000.0,0.0,47795000.0,2.19,4.13
99,3613.5,14750200000.0,-14430600000.0,7884000000.0,-7519520000.0,0.0,44874100.0,2.19,4.14
100,3650.0,14754000000.0,-14433100000.0,7884000000.0,-7522060000.0,0.0,41123000.0,2.2,4.15
