,parent,child,top_bot,idomainp,ncpp,ncppl,p0,p1,p2,c0,c1,c2
67,"(0, 5, 2)","(1, 0, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,2,1,0,0
68,"(0, 5, 2)","(1, 0, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,2,1,0,1
69,"(0, 5, 2)","(1, 0, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,2,1,0,2
70,"(0, 5, 3)","(1, 0, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,3,1,0,3
71,"(0, 5, 3)","(1, 0, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,3,1,0,4
72,"(0, 5, 3)","(1, 0, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,3,1,0,5
73,"(0, 5, 4)","(1, 0, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,4,1,0,6
74,"(0, 5, 4)","(1, 0, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,4,1,0,7
75,"(0, 5, 4)","(1, 0, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,4,1,0,8
76,"(0, 5, 5)","(1, 0, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,5,1,0,9
77,"(0, 5, 5)","(1, 0, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,5,1,0,10
78,"(0, 5, 5)","(1, 0, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,5,1,0,11
79,"(0, 5, 6)","(1, 0, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,6,1,0,12
80,"(0, 5, 6)","(1, 0, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,6,1,0,13
81,"(0, 5, 6)","(1, 0, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,6,1,0,14
82,"(0, 5, 7)","(1, 0, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,7,1,0,15
83,"(0, 5, 7)","(1, 0, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,7,1,0,16
84,"(0, 6, 8)","(1, 0, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,8,1,0,17
85,"(0, 5, 7)","(1, 0, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,7,1,0,17
86,"(0, 6, 1)","(1, 1, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,1,1,1,0
87,"(0, 6, 8)","(1, 1, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,8,1,1,17
88,"(0, 6, 1)","(1, 2, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,1,1,2,0
89,"(0, 6, 8)","(1, 2, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,8,1,2,17
90,"(0, 7, 1)","(1, 3, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,1,1,3,0
91,"(0, 7, 8)","(1, 3, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,8,1,3,17
92,"(0, 7, 1)","(1, 4, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,1,1,4,0
93,"(0, 7, 8)","(1, 4, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,8,1,4,17
94,"(0, 7, 1)","(1, 5, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,1,1,5,0
95,"(0, 7, 8)","(1, 5, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,8,1,5,17
96,"(0, 8, 1)","(1, 6, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,1,1,6,0
97,"(0, 8, 8)","(1, 6, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,8,1,6,17
98,"(0, 8, 1)","(1, 7, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,1,1,7,0
99,"(0, 8, 8)","(1, 7, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,8,1,7,17
100,"(0, 8, 1)","(1, 8, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,1,1,8,0
101,"(0, 8, 8)","(1, 8, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,8,1,8,17
102,"(0, 9, 1)","(1, 9, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,1,1,9,0
103,"(0, 9, 8)","(1, 9, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,8,1,9,17
104,"(0, 9, 1)","(1, 10, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,1,1,10,0
105,"(0, 9, 8)","(1, 10, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,8,1,10,17
106,"(0, 9, 1)","(1, 11, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,1,1,11,0
107,"(0, 9, 8)","(1, 11, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,8,1,11,17
108,"(0, 10, 1)","(1, 12, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,1,1,12,0
109,"(0, 10, 8)","(1, 12, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,8,1,12,17
110,"(0, 10, 1)","(1, 13, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,1,1,13,0
111,"(0, 10, 8)","(1, 13, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,8,1,13,17
112,"(0, 10, 1)","(1, 14, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,1,1,14,0
113,"(0, 11, 2)","(1, 14, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,2,1,14,0
114,"(0, 11, 2)","(1, 14, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,2,1,14,1
115,"(0, 11, 2)","(1, 14, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,2,1,14,2
116,"(0, 11, 3)","(1, 14, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,3,1,14,3
117,"(0, 11, 3)","(1, 14, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,3,1,14,4
118,"(0, 11, 3)","(1, 14, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,3,1,14,5
119,"(0, 11, 4)","(1, 14, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,4,1,14,6
120,"(0, 11, 4)","(1, 14, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,4,1,14,7
121,"(0, 11, 4)","(1, 14, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,4,1,14,8
122,"(0, 11, 5)","(1, 14, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,5,1,14,9
123,"(0, 11, 5)","(1, 14, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,5,1,14,10
124,"(0, 11, 5)","(1, 14, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,5,1,14,11
125,"(0, 11, 6)","(1, 14, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,6,1,14,12
126,"(0, 11, 6)","(1, 14, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,6,1,14,13
127,"(0, 11, 6)","(1, 14, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,6,1,14,14
128,"(0, 11, 7)","(1, 14, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,7,1,14,15
129,"(0, 11, 7)","(1, 14, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,7,1,14,16
130,"(0, 10, 8)","(1, 14, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,8,1,14,17
131,"(0, 11, 7)","(1, 14, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,7,1,14,17
132,"(0, 6, 1)","(2, 0, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,1,2,0,0
133,"(0, 5, 2)","(2, 0, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,2,2,0,0
134,"(0, 5, 2)","(2, 0, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,2,2,0,1
135,"(0, 5, 2)","(2, 0, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,2,2,0,2
136,"(0, 5, 3)","(2, 0, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,3,2,0,3
137,"(0, 5, 3)","(2, 0, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,3,2,0,4
138,"(0, 5, 3)","(2, 0, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,3,2,0,5
139,"(0, 5, 4)","(2, 0, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,4,2,0,6
140,"(0, 5, 4)","(2, 0, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,4,2,0,7
141,"(0, 5, 4)","(2, 0, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,4,2,0,8
142,"(0, 5, 5)","(2, 0, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,5,2,0,9
143,"(0, 5, 5)","(2, 0, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,5,2,0,10
144,"(0, 5, 5)","(2, 0, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,5,2,0,11
145,"(0, 5, 6)","(2, 0, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,6,2,0,12
146,"(0, 5, 6)","(2, 0, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,6,2,0,13
147,"(0, 5, 6)","(2, 0, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,6,2,0,14
148,"(0, 5, 7)","(2, 0, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,7,2,0,15
149,"(0, 5, 7)","(2, 0, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,7,2,0,16
150,"(0, 6, 8)","(2, 0, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,8,2,0,17
151,"(0, 5, 7)","(2, 0, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,5,7,2,0,17
152,"(0, 6, 1)","(2, 1, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,1,2,1,0
153,"(0, 6, 8)","(2, 1, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,8,2,1,17
154,"(0, 6, 1)","(2, 2, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,1,2,2,0
155,"(0, 6, 8)","(2, 2, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,6,8,2,2,17
156,"(0, 7, 1)","(2, 3, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,1,2,3,0
157,"(0, 7, 8)","(2, 3, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,8,2,3,17
158,"(0, 7, 1)","(2, 4, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,1,2,4,0
159,"(0, 7, 8)","(2, 4, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,8,2,4,17
160,"(0, 7, 1)","(2, 5, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,1,2,5,0
161,"(0, 7, 8)","(2, 5, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,7,8,2,5,17
162,"(0, 8, 1)","(2, 6, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,1,2,6,0
163,"(0, 8, 8)","(2, 6, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,8,2,6,17
164,"(0, 8, 1)","(2, 7, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,1,2,7,0
165,"(0, 8, 8)","(2, 7, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,8,2,7,17
166,"(0, 8, 1)","(2, 8, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,1,2,8,0
167,"(0, 8, 8)","(2, 8, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,8,8,2,8,17
168,"(0, 9, 1)","(2, 9, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,1,2,9,0
169,"(0, 9, 8)","(2, 9, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,8,2,9,17
170,"(0, 9, 1)","(2, 10, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,1,2,10,0
171,"(0, 9, 8)","(2, 10, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,8,2,10,17
172,"(0, 9, 1)","(2, 11, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,1,2,11,0
173,"(0, 9, 8)","(2, 11, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,9,8,2,11,17
174,"(0, 10, 1)","(2, 12, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,1,2,12,0
175,"(0, 10, 8)","(2, 12, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,8,2,12,17
176,"(0, 10, 1)","(2, 13, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,1,2,13,0
177,"(0, 10, 8)","(2, 13, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,8,2,13,17
178,"(0, 10, 1)","(2, 14, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,1,2,14,0
179,"(0, 11, 2)","(2, 14, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,2,2,14,0
180,"(0, 11, 2)","(2, 14, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,2,2,14,1
181,"(0, 11, 2)","(2, 14, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,2,2,14,2
182,"(0, 11, 3)","(2, 14, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,3,2,14,3
183,"(0, 11, 3)","(2, 14, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,3,2,14,4
184,"(0, 11, 3)","(2, 14, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,3,2,14,5
185,"(0, 11, 4)","(2, 14, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,4,2,14,6
186,"(0, 11, 4)","(2, 14, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,4,2,14,7
187,"(0, 11, 4)","(2, 14, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,4,2,14,8
188,"(0, 11, 5)","(2, 14, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,5,2,14,9
189,"(0, 11, 5)","(2, 14, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,5,2,14,10
190,"(0, 11, 5)","(2, 14, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,5,2,14,11
191,"(0, 11, 6)","(2, 14, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,6,2,14,12
192,"(0, 11, 6)","(2, 14, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,6,2,14,13
193,"(0, 11, 6)","(2, 14, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,6,2,14,14
194,"(0, 11, 7)","(2, 14, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,7,2,14,15
195,"(0, 11, 7)","(2, 14, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,7,2,14,16
196,"(0, 10, 8)","(2, 14, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,0,10,8,2,14,17
197,"(0, 11, 7)","(2, 14, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,0,11,7,2,14,17
198,"(1, 6, 1)","(3, 0, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,3,0,0
199,"(1, 5, 2)","(3, 0, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,3,0,0
200,"(1, 5, 2)","(3, 0, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,3,0,1
201,"(1, 5, 2)","(3, 0, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,3,0,2
202,"(1, 5, 3)","(3, 0, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,3,0,3
203,"(1, 5, 3)","(3, 0, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,3,0,4
204,"(1, 5, 3)","(3, 0, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,3,0,5
205,"(1, 5, 4)","(3, 0, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,3,0,6
206,"(1, 5, 4)","(3, 0, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,3,0,7
207,"(1, 5, 4)","(3, 0, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,3,0,8
208,"(1, 5, 5)","(3, 0, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,3,0,9
209,"(1, 5, 5)","(3, 0, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,3,0,10
210,"(1, 5, 5)","(3, 0, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,3,0,11
211,"(1, 5, 6)","(3, 0, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,3,0,12
212,"(1, 5, 6)","(3, 0, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,3,0,13
213,"(1, 5, 6)","(3, 0, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,3,0,14
214,"(1, 5, 7)","(3, 0, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,3,0,15
215,"(1, 5, 7)","(3, 0, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,3,0,16
216,"(1, 6, 8)","(3, 0, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,3,0,17
217,"(1, 5, 7)","(3, 0, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,3,0,17
218,"(1, 6, 1)","(3, 1, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,3,1,0
219,"(1, 6, 8)","(3, 1, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,3,1,17
220,"(1, 6, 1)","(3, 2, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,3,2,0
221,"(1, 6, 8)","(3, 2, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,3,2,17
222,"(1, 7, 1)","(3, 3, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,3,3,0
223,"(1, 7, 8)","(3, 3, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,3,3,17
224,"(1, 7, 1)","(3, 4, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,3,4,0
225,"(1, 7, 8)","(3, 4, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,3,4,17
226,"(1, 7, 1)","(3, 5, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,3,5,0
227,"(1, 7, 8)","(3, 5, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,3,5,17
228,"(1, 8, 1)","(3, 6, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,3,6,0
229,"(1, 8, 8)","(3, 6, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,8,3,6,17
230,"(1, 8, 1)","(3, 7, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,3,7,0
231,"(1, 8, 8)","(3, 7, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,8,3,7,17
232,"(1, 8, 1)","(3, 8, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,3,8,0
233,"(1, 8, 8)","(3, 8, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,8,3,8,17
234,"(1, 9, 1)","(3, 9, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,1,3,9,0
235,"(1, 9, 8)","(3, 9, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,8,3,9,17
236,"(1, 9, 1)","(3, 10, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,1,3,10,0
237,"(1, 9, 8)","(3, 10, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,8,3,10,17
238,"(1, 9, 1)","(3, 11, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,1,3,11,0
239,"(1, 9, 8)","(3, 11, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,9,8,3,11,17
240,"(1, 10, 1)","(3, 12, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,1,3,12,0
241,"(1, 10, 8)","(3, 12, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,8,3,12,17
242,"(1, 10, 1)","(3, 13, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,1,3,13,0
243,"(1, 10, 8)","(3, 13, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,8,3,13,17
244,"(1, 10, 1)","(3, 14, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,1,3,14,0
245,"(1, 11, 2)","(3, 14, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,2,3,14,0
246,"(1, 11, 2)","(3, 14, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,2,3,14,1
247,"(1, 11, 2)","(3, 14, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,2,3,14,2
248,"(1, 11, 3)","(3, 14, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,3,3,14,3
249,"(1, 11, 3)","(3, 14, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,3,3,14,4
250,"(1, 11, 3)","(3, 14, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,3,3,14,5
251,"(1, 11, 4)","(3, 14, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,4,3,14,6
252,"(1, 11, 4)","(3, 14, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,4,3,14,7
253,"(1, 11, 4)","(3, 14, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,4,3,14,8
254,"(1, 11, 5)","(3, 14, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,5,3,14,9
255,"(1, 11, 5)","(3, 14, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,5,3,14,10
256,"(1, 11, 5)","(3, 14, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,5,3,14,11
257,"(1, 11, 6)","(3, 14, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,6,3,14,12
258,"(1, 11, 6)","(3, 14, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,6,3,14,13
259,"(1, 11, 6)","(3, 14, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,6,3,14,14
260,"(1, 11, 7)","(3, 14, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,7,3,14,15
261,"(1, 11, 7)","(3, 14, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,7,3,14,16
262,"(1, 10, 8)","(3, 14, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,10,8,3,14,17
263,"(1, 11, 7)","(3, 14, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,11,7,3,14,17
264,"(1, 6, 1)","(4, 0, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,4,0,0
265,"(1, 5, 2)","(4, 0, 0)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,4,0,0
266,"(1, 5, 2)","(4, 0, 1)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,4,0,1
267,"(1, 5, 2)","(4, 0, 2)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,2,4,0,2
268,"(1, 5, 3)","(4, 0, 3)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,4,0,3
269,"(1, 5, 3)","(4, 0, 4)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,4,0,4
270,"(1, 5, 3)","(4, 0, 5)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,3,4,0,5
271,"(1, 5, 4)","(4, 0, 6)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,4,0,6
272,"(1, 5, 4)","(4, 0, 7)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,4,0,7
273,"(1, 5, 4)","(4, 0, 8)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,4,4,0,8
274,"(1, 5, 5)","(4, 0, 9)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,4,0,9
275,"(1, 5, 5)","(4, 0, 10)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,4,0,10
276,"(1, 5, 5)","(4, 0, 11)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,5,4,0,11
277,"(1, 5, 6)","(4, 0, 12)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,4,0,12
278,"(1, 5, 6)","(4, 0, 13)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,4,0,13
279,"(1, 5, 6)","(4, 0, 14)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,6,4,0,14
280,"(1, 5, 7)","(4, 0, 15)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,4,0,15
281,"(1, 5, 7)","(4, 0, 16)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,4,0,16
282,"(1, 6, 8)","(4, 0, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,4,0,17
283,"(1, 5, 7)","(4, 0, 17)",2,34.313331604003906,11.437777201334635,34.313334147135414,1,5,7,4,0,17
284,"(1, 6, 1)","(4, 1, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,4,1,0
285,"(1, 6, 8)","(4, 1, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,4,1,17
286,"(1, 6, 1)","(4, 2, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,1,4,2,0
287,"(1, 6, 8)","(4, 2, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,6,8,4,2,17
288,"(1, 7, 1)","(4, 3, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,4,3,0
289,"(1, 7, 8)","(4, 3, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,4,3,17
290,"(1, 7, 1)","(4, 4, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,4,4,0
291,"(1, 7, 8)","(4, 4, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,4,4,17
292,"(1, 7, 1)","(4, 5, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,1,4,5,0
293,"(1, 7, 8)","(4, 5, 17)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,7,8,4,5,17
294,"(1, 8, 1)","(4, 6, 0)",2,51.470001220703125,17.156667073567707,22.87555440266927,1,8,1,4,6,0
