,time,total_in,total_out,sources,sinks,fluid_storage,total_mass,error_in-out,error_alt
18,657.0,5676480000.0,-5676470000.0,5676480000.0,-1.79819e-23,0.0,5676470000.0,9.02e-05,0.0001173
19,693.5,5991840000.0,-5991830000.0,5991840000.0,-3.686e-23,0.0,5991830000.0,0.0001025,0.0001282
20,730.0,6307200000.0,-6307190000.0,6307200000.0,-7.34894e-23,0.0,6307190000.0,0.0001055,0.0001055
21,766.5,6622560000.0,-6622550000.0,6622560000.0,-1.42844e-22,0.0,6622550000.0,0.0001082,0.000116
22,803.0,6937920000.0,-6937910000.0,6937920000.0,-2.71236e-22,0.0,6937910000.0,0.0001107,0.0001328
23,839.5,7253280000.0,-7253270000.0,7253280000.0,-5.04009e-22,0.0,7253270000.0,0.0001129,0.0001059
24,876.0,7568640000.0,-7568630000.0,7568640000.0,-9.17903e-22,0.0,7568630000.0,0.000115,0.000115
25,912.5,7884000000.0,-7883990000.0,7884000000.0,-1.64059e-21,0.0,7883990000.0,0.0001104,0.0001104
26,949.0,8198950000.0,-8198940000.0,7884000000.0,-314956000.0,0.0,7569030000.0,0.0001249,0.0001494
27,985.5,8513420000.0,-8513400000.0,7884000000.0,-629417000.0,0.0,7254570000.0,0.0001263,0.0001299
28,1022.0,8827080000.0,-8827070000.0,7884000000.0,-943083000.0,0.0,6940900000.0,0.0001276,0.0001753
29,1058.5,9139610000.0,-9139600000.0,7884000000.0,-1255610000.0,0.0,6628380000.0,0.0001344,0.0001559
30,1095.0,9450250000.0,-9450230000.0,7884000000.0,-1566250000.0,0.0,6317730000.0,0.0001517,0.0001948
31,1131.5,9756190000.0,-9756180000.0,7884000000.0,-1872190000.0,0.0,6011800000.0,0.0001574,0.0001818
32,1168.0,10055400000.0,-10055400000.0,7884000000.0,-2171380000.0,0.0,5712600000.0,0.0001629,0.0002013
33,1204.5,10346400000.0,-10346400000.0,7884000000.0,-2462370000.0,0.0,5421610000.0,0.0001584,0.0002143
34,1241.0,10628200000.0,-10628200000.0,7884000000.0,-2744160000.0,0.0,5139820000.0,0.0001542,0.0002013
35,1277.5,10900100000.0,-10900100000.0,7884000000.0,-3016090000.0,0.0,4867890000.0,0.0001503,0.0002143
36,1314.0,11161800000.0,-11161800000.0,7884000000.0,-3277760000.0,0.0,4606220000.0,0.0001743,0.0002403
37,1350.5,11413000000.0,-11413000000.0,7884000000.0,-3528960000.0,0.0,4355020000.0,0.0001615,0.0002403
38,1387.0,11653700000.0,-11653600000.0,7884000000.0,-3769640000.0,0.0,4114340000.0,0.000167,0.0002533
39,1423.5,11883900000.0,-11883900000.0,7884000000.0,-3999860000.0,0.0,3884110000.0,0.0001637,0.0002663
40,1460.0,12103800000.0,-12103800000.0,7884000000.0,-4219770000.0,0.0,3664210000.0,0.0001692,0.0002598
41,1496.5,12313600000.0,-12313600000.0,7884000000.0,-4429550000.0,0.0,3454420000.0,0.0001663,0.0002663
42,1533.0,12513500000.0,-12513500000.0,7884000000.0,-4629470000.0,0.0,3254500000.0,0.0001637,0.0002663
43,1569.5,12703800000.0,-12703800000.0,7884000000.0,-4819800000.0,0.0,3064180000.0,0.0001773,0.0002728
44,1606.0,12884900000.0,-12884800000.0,7884000000.0,-5000830000.0,0.0,2883140000.0,0.0001748,0.0002792
45,1642.5,13056900000.0,-13056900000.0,7884000000.0,-5172880000.0,0.0,2711090000.0,0.0001725,0.0002922
46,1679.0,13220300000.0,-13220300000.0,7884000000.0,-5336270000.0,0.0,2547700000.0,0.0001704,0.0003052
47,1715.5,13375400000.0,-13375300000.0,7884000000.0,-5491330000.0,0.0,2392640000.0,0.0001684,0.0002792
48,1752.0,13522400000.0,-13522400000.0,7884000000.0,-5638380000.0,0.0,2245590000.0,0.0001742,0.0002922
49,1788.5,13661800000.0,-13661700000.0,7884000000.0,-5777740000.0,0.0,2106230000.0,0.0001724,0.0003052
50,1825.0,13793800000.0,-13793700000.0,7884000000.0,-5909740000.0,0.0,1974240000.0,0.0001782,0.0003052
51,1861.5,13918700000.0,-13918700000.0,7884000000.0,-6034670000.0,0.0,1849300000.0,0.0001766,0.0003052
52,1898.0,14036900000.0,-14036900000.0,7884000000.0,-6152860000.0,0.0,1731110000.0,0.0001678,0.0003052
53,1934.5,14148600000.0,-14148600000.0,7884000000.0,-6264590000.0,0.0,1619380000.0,0.0001665,0.0003182
54,1971.0,14254200000.0,-14254200000.0,7884000000.0,-6370150000.0,0.0,1513820000.0,0.0001652,0.0003117
55,2007.5,14353800000.0,-14353800000.0,7884000000.0,-6469810000.0,0.0,1414160000.0,0.0001641,0.0003182
56,2044.0,14447900000.0,-14447900000.0,7884000000.0,-6563850000.0,0.0,1320120000.0,0.0001701,0.0003182
57,2080.5,14536500000.0,-14536500000.0,7884000000.0,-6652520000.0,0.0,1231450000.0,0.0001691,0.0003182
58,2117.0,14620100000.0,-14620100000.0,7884000000.0,-6736070000.0,0.0,1147900000.0,0.0001681,0.0003247
59,2153.5,14698800000.0,-14698700000.0,7884000000.0,-6814740000.0,0.0,1069230000.0,0.0001672,0.0003182
60,2190.0,14772800000.0,-14772800000.0,7884000000.0,-6888770000.0,0.0,995203000.0,0.0001664,0.0003247
61,2226.5,14842400000.0,-14842400000.0,7884000000.0,-6958380000.0,0.0,925595000.0,0.0001656,0.0003182
62,2263.0,14907800000.0,-14907800000.0,7884000000.0,-7023790000.0,0.0,860182000.0,0.0001649,0.0003182
63,2299.5,14969200000.0,-14969200000.0,7884000000.0,-7085210000.0,0.0,798756000.0,0.000171,0.0003247
64,2336.0,15026900000.0,-15026800000.0,7884000000.0,-7142840000.0,0.0,741126000.0,0.0001772,0.0003312
65,2372.5,15080900000.0,-15080900000.0,7884000000.0,-7196870000.0,0.0,687106000.0,0.0001698,0.0003312
66,2409.0,15131500000.0,-15131500000.0,7884000000.0,-7247450000.0,0.0,636518000.0,0.0001692,0.0003247
67,2445.5,15178900000.0,-15178900000.0,7884000000.0,-7294780000.0,0.0,589190000.0,0.0001687,0.0003312
68,2482.0,15223100000.0,-15223100000.0,7884000000.0,-7339020000.0,0.0,544955000.0,0.0001682,0.0003247
69,2518.5,15264500000.0,-15264400000.0,7884000000.0,-7380320000.0,0.0,503648000.0,0.0001677,0.0003247
70,2555.0,15303000000.0,-15303000000.0,7884000000.0,-7418860000.0,0.0,465112000.0,0.0001606,0.0003247
71,2591.5,15338900000.0,-15338900000.0,7884000000.0,-7454780000.0,0.0,429194000.0,0.0001602,0.0003247
72,2628.0,15372400000.0,-15372400000.0,7884000000.0,-7488220000.0,0.0,395747000.0,0.0001665,0.0003247
73,2664.5,15403500000.0,-15403500000.0,7884000000.0,-7519340000.0,0.0,364629000.0,0.0001662,0.0003247
74,2701.0,15432500000.0,-15432400000.0,7884000000.0,-7548270000.0,0.0,335704000.0,0.0001592,0.0003247
75,2737.5,15459400000.0,-15459400000.0,7884000000.0,-7575130000.0,0.0,308844000.0,0.0001656,0.0003247
76,2774.0,15484300000.0,-15484300000.0,7884000000.0,-7600050000.0,0.0,283923000.0,0.0001653,0.0003247
77,2810.5,15507500000.0,-15507400000.0,7884000000.0,-7623150000.0,0.0,260825000.0,0.0001651,0.0003247
78,2847.0,15528900000.0,-15528800000.0,7884000000.0,-7644530000.0,0.0,239437000.0,0.0001649,0.0003312
79,2883.5,15548700000.0,-15548600000.0,7884000000.0,-7664320000.0,0.0,219653000.0,0.0001646,0.0003312
80,2920.0,15567000000.0,-15566900000.0,7884000000.0,-7682600000.0,0.0,201368000.0,0.0001645,0.0003312
81,2956.5,15583900000.0,-15583800000.0,7884000000.0,-7699480000.0,0.0,184488000.0,0.0001708,0.0003377
82,2993.0,15599400000.0,-15599400000.0,7884000000.0,-7715050000.0,0.0,168918000.0,0.0001575,0.0003377
83,3029.5,15613800000.0,-15613800000.0,7884000000.0,-7729400000.0,0.0,154570000.0,0.000164,0.0003377
84,3066.0,15627000000.0,-15627000000.0,7884000000.0,-7742610000.0,0.0,141363000.0,0.0001638,0.0003312
85,3102.5,15639200000.0,-15639100000.0,7884000000.0,-7754760000.0,0.0,129215000.0,0.0001637,0.0003312
86,3139.0,15650300000.0,-15650300000.0,7884000000.0,-7765920000.0,0.0,118051000.0,0.0001636,0.0003377
87,3175.5,15660600000.0,-15660600000.0,7884000000.0,-7776180000.0,0.0,107794000.0,0.0001569,0.0003312
88,3212.0,15670000000.0,-15670000000.0,7884000000.0,-7785600000.0,0.0,98373500.0,0.0001568,0.0003312
89,3248.5,15678700000.0,-15678600000.0,7884000000.0,-7794250000.0,0.0,89720900.0,0.0001567,0.0003312
90,3285.0,15686600000.0,-15686600000.0,7884000000.0,-7802200000.0,0.0,81774300.0,0.0001567,0.0003312
91,3321.5,15693900000.0,-15693900000.0,7884000000.0,-7809490000.0,0.0,74477000.0,0.0001566,0.0003312
92,3358.0,15700600000.0,-15700600000.0,7884000000.0,-7816190000.0,0.0,67778000.0,0.00015,0.0003312
93,3394.5,15706800000.0,-15706700000.0,7884000000.0,-7822340000.0,0.0,61630600.0,0.0001565,0.0003312
94,3431.0,15712400000.0,-15712400000.0,7884000000.0,-7827980000.0,0.0,55993200.0,0.0001564,0.0003247
95,3467.5,15717500000.0,-15717500000.0,7884000000.0,-7833140000.0,0.0,50835700.0,0.0001498,0.0003247
96,3504.0,15722300000.0,-15722200000.0,7884000000.0,-7837840000.0,0.0,46126700.0,0.0001498,0.0003312
97,3540.5,15726500000.0,-15726500000.0,7884000000.0,-7842130000.0,0.0,41839800.0,0.0001563,0.0003312
98,3577.0,15730400000.0,-15730400000.0,7884000000.0,-7846020000.0,0.0,37946400.0,0.0001497,0.0003312
99,3613.5,15734000000.0,-15733900000.0,7884000000.0,-7849550000.0,0.0,34415700.0,0.0001497,0.0003312
100,3650.0,15737200000.0,-15737100000.0,7884000000.0,-7852750000.0,0.0,31216400.0,0.0001432,0.0003312
